地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,1343,1511,10895,755,762,2089,588,496,92,749,8806,31,30,1,31,337,241,217,24,271,1931,83,72,11,94,485,163,132,31,237,2636,22,15,7,28,857,14,8,6,37,1510,5,3,2,11,536,2,-,2,7,365,-,-,-,-,-,-,-,-,-,-,483,425,58,571,4768,546,470,76,679,7126,556,475,81,705,8100,559,477,82,709,8292
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,1043,1062,2630,691,694,1483,352,327,25,368,1147,20,19,1,20,46,180,169,11,188,540,57,53,4,59,196,72,68,4,75,290,1,1,-,1,1,2,2,-,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,316,297,19,328,991,330,310,20,343,1073,332,312,20,345,1082,332,312,20,345,1082
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,144,164,1197,48,52,368,96,79,17,112,829,3,3,-,3,21,29,26,3,32,238,18,15,3,21,151,38,29,9,46,333,3,2,1,4,46,1,1,-,1,7,1,1,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,66,13,92,661,91,75,16,106,789,93,77,16,108,805,93,77,16,108,805
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,83,102,1335,15,15,214,68,53,15,87,1121,3,3,-,3,43,21,17,4,23,385,7,4,3,12,112,28,25,3,35,445,5,3,2,7,77,-,-,-,-,-,1,-,1,2,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,43,9,65,879,64,52,12,80,1062,64,52,12,80,1062,65,52,13,82,1081
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,26,42,673,1,1,24,25,16,9,41,649,4,4,-,4,100,5,3,2,12,133,1,-,1,2,26,6,4,2,9,162,4,1,3,6,101,4,3,1,7,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,10,5,26,394,22,14,8,35,578,24,15,9,40,629,24,15,9,40,629
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,19,35,819,-,-,-,19,11,8,35,819,-,-,-,-,-,3,2,1,6,113,-,-,-,-,-,11,5,6,23,475,3,3,-,3,136,1,1,-,1,47,-,-,-,-,-,1,-,1,2,48,-,-,-,-,-,-,-,-,-,-,11,7,4,22,467,18,11,7,33,771,18,11,7,33,771,18,11,7,33,771
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,14,37,1055,-,-,-,14,8,6,37,1055,-,-,-,-,-,1,-,1,4,56,-,-,-,-,-,6,1,5,26,451,5,5,-,5,363,1,1,-,1,117,1,1,-,1,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,1,5,20,442,13,7,6,36,987,13,7,6,36,987,14,8,6,37,1055
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,9,30,1339,-,-,-,9,2,7,30,1339,1,1,-,1,127,1,-,1,1,130,-,-,-,-,-,1,-,1,12,139,1,-,1,2,133,4,-,4,13,705,1,1,-,1,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,257,5,1,4,18,671,8,1,7,29,1234,9,2,7,30,1339
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,5,39,1847,-,-,-,5,-,5,39,1847,-,-,-,-,-,1,-,1,5,336,-,-,-,-,-,1,-,1,11,341,-,-,-,-,-,1,-,1,12,518,1,-,1,6,335,1,-,1,5,317,-,-,-,-,-,-,-,-,-,-,2,-,2,16,677,3,-,3,28,1195,4,-,4,34,1530,4,-,4,34,1530
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13227,羽村市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
