地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,1714,1799,8001,1228,1234,3263,486,430,56,565,4738,26,22,4,31,212,167,154,13,185,1042,78,71,7,89,633,178,159,19,200,2028,15,8,7,28,363,7,4,3,13,287,2,1,1,3,22,2,1,1,4,75,-,-,-,-,-,-,-,-,-,-,393,355,38,443,3134,468,416,52,541,4454,472,418,54,548,4580,474,419,55,552,4650
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,1429,1443,3661,1170,1173,2697,259,247,12,270,964,17,17,-,17,68,115,107,8,123,417,44,44,-,44,157,68,64,4,71,277,5,5,-,5,17,3,3,-,3,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231,219,12,242,879,250,238,12,261,940,252,240,12,263,946,252,240,12,263,946
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,179,198,1655,51,54,464,128,116,12,144,1191,5,3,2,7,43,39,36,3,43,317,18,16,2,22,173,60,56,4,65,605,3,2,1,4,32,-,-,-,-,-,1,1,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103,94,9,116,925,125,113,12,141,1170,125,113,12,141,1170,126,114,12,142,1177
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,68,83,1080,6,6,72,62,50,12,77,1008,2,1,1,3,34,8,8,-,8,103,14,10,4,19,219,34,28,6,42,591,1,1,-,1,21,-,-,-,-,-,1,-,1,2,15,1,1,-,1,12,-,-,-,-,-,-,-,-,-,-,41,33,8,51,643,59,48,11,73,968,60,48,12,75,983,60,48,12,75,983
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,17,23,456,1,1,30,16,10,6,22,426,1,-,1,3,20,2,1,1,2,57,1,1,-,1,31,10,7,3,13,261,-,-,-,-,-,2,1,1,3,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,4,5,14,226,16,10,6,22,426,16,10,6,22,426,16,10,6,22,426
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,14,32,580,-,-,-,14,6,8,32,580,1,1,-,1,47,2,1,1,8,85,-,-,-,-,-,5,4,1,6,192,5,-,5,15,225,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,4,2,13,243,13,6,7,30,549,13,6,7,30,549,13,6,7,30,549
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,5,14,362,-,-,-,5,1,4,14,362,-,-,-,-,-,1,1,-,1,63,1,-,1,3,53,-,-,-,-,-,1,-,1,3,68,1,-,1,4,115,-,-,-,-,-,1,-,1,3,63,-,-,-,-,-,-,-,-,-,-,2,1,1,4,116,4,1,3,11,299,4,1,3,11,299,5,1,4,14,362
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,2,6,207,-,-,-,2,-,2,6,207,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,102,-,-,-,-,-,1,-,1,3,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,102,1,-,1,3,102,2,-,2,6,207,2,-,2,6,207
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,12,（再掲）5人以下,1480,1495,3997,1187,1191,2809,293,281,12,304,1188,18,18,-,18,74,130,122,8,138,512,51,51,-,51,205,78,74,4,81,346,5,5,-,5,17,3,3,-,3,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,263,251,12,274,1088,283,271,12,294,1158,285,273,12,296,1164,285,273,12,296,1164
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,13,（再掲）20人以下,1679,1729,6464,1227,1233,3233,452,415,37,496,3231,25,21,4,30,165,163,152,11,175,864,76,70,6,85,549,163,149,14,179,1494,9,8,1,10,70,3,3,-,3,10,2,1,1,3,22,1,1,-,1,12,-,-,-,-,-,-,-,-,-,-,378,348,30,414,2515,437,401,36,480,3146,440,403,37,484,3167,441,404,37,485,3174
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,14,（再掲）50人以下,1708,1782,7485,1228,1234,3263,480,429,51,548,4222,26,22,4,31,212,166,153,13,184,979,78,71,7,89,633,177,159,18,197,1926,14,8,6,25,295,5,4,1,6,67,2,1,1,3,22,1,1,-,1,12,-,-,-,-,-,-,-,-,-,-,391,354,37,439,2969,464,415,49,530,4106,467,417,50,534,4127,468,418,50,535,4134
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,15,（再掲）100人以下,1713,1796,7899,1228,1234,3263,485,430,55,562,4636,26,22,4,31,212,167,154,13,185,1042,78,71,7,89,633,177,159,18,197,1926,15,8,7,28,363,7,4,3,13,287,2,1,1,3,22,2,1,1,4,75,-,-,-,-,-,-,-,-,-,-,392,355,37,440,3032,467,416,51,538,4352,471,418,53,545,4478,473,419,54,549,4548
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,16,（再掲）200人以下,1714,1799,8001,1228,1234,3263,486,430,56,565,4738,26,22,4,31,212,167,154,13,185,1042,78,71,7,89,633,178,159,19,200,2028,15,8,7,28,363,7,4,3,13,287,2,1,1,3,22,2,1,1,4,75,-,-,-,-,-,-,-,-,-,-,393,355,38,443,3134,468,416,52,541,4454,472,418,54,548,4580,474,419,55,552,4650
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,17,（再掲）300人以下,1714,1799,8001,1228,1234,3263,486,430,56,565,4738,26,22,4,31,212,167,154,13,185,1042,78,71,7,89,633,178,159,19,200,2028,15,8,7,28,363,7,4,3,13,287,2,1,1,3,22,2,1,1,4,75,-,-,-,-,-,-,-,-,-,-,393,355,38,443,3134,468,416,52,541,4454,472,418,54,548,4580,474,419,55,552,4650
2,13350,島部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,18,（再掲）900人以下,1714,1799,8001,1228,1234,3263,486,430,56,565,4738,26,22,4,31,212,167,154,13,185,1042,78,71,7,89,633,178,159,19,200,2028,15,8,7,28,363,7,4,3,13,287,2,1,1,3,22,2,1,1,4,75,-,-,-,-,-,-,-,-,-,-,393,355,38,443,3134,468,416,52,541,4454,472,418,54,548,4580,474,419,55,552,4650
2,13350,島部,1,A,00,000,農業，林業,0,00,全ての規模,4,4,78,-,-,-,4,4,-,4,78,-,-,-,-,-,2,2,-,2,64,-,-,-,-,-,2,2,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,3,68,4,4,-,4,78,4,4,-,4,78,4,4,-,4,78
2,13350,島部,1,A,00,000,農業，林業,1,01,0～4人,2,2,5,-,-,-,2,2,-,2,5,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,1,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5
2,13350,島部,1,A,00,000,農業，林業,1,02,5～9人,1,1,10,-,-,-,1,1,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,10,1,1,-,1,10,1,1,-,1,10
2,13350,島部,1,A,00,000,農業，林業,1,03,10～19人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,A,00,000,農業，林業,1,04,20～29人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,A,00,000,農業，林業,1,05,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,A,00,000,農業，林業,1,06,50～99人,1,1,63,-,-,-,1,1,-,1,63,-,-,-,-,-,1,1,-,1,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,63,1,1,-,1,63,1,1,-,1,63,1,1,-,1,63
2,13350,島部,1,A,00,000,農業，林業,1,07,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,A,00,000,農業，林業,1,08,300～999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,A,00,000,農業，林業,1,09,1000人～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,A,00,000,農業，林業,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,A,00,000,農業，林業,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,1,A,00,000,農業，林業,1,12,（再掲）5人以下,2,2,5,-,-,-,2,2,-,2,5,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,1,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5
2,13350,島部,1,A,00,000,農業，林業,1,13,（再掲）20人以下,3,3,15,-,-,-,3,3,-,3,15,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,2,2,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,5,3,3,-,3,15,3,3,-,3,15,3,3,-,3,15
2,13350,島部,1,A,00,000,農業，林業,1,14,（再掲）50人以下,3,3,15,-,-,-,3,3,-,3,15,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,2,2,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,5,3,3,-,3,15,3,3,-,3,15,3,3,-,3,15
2,13350,島部,1,A,00,000,農業，林業,1,15,（再掲）100人以下,4,4,78,-,-,-,4,4,-,4,78,-,-,-,-,-,2,2,-,2,64,-,-,-,-,-,2,2,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,3,68,4,4,-,4,78,4,4,-,4,78,4,4,-,4,78
2,13350,島部,1,A,00,000,農業，林業,1,16,（再掲）200人以下,4,4,78,-,-,-,4,4,-,4,78,-,-,-,-,-,2,2,-,2,64,-,-,-,-,-,2,2,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,3,68,4,4,-,4,78,4,4,-,4,78,4,4,-,4,78
2,13350,島部,1,A,00,000,農業，林業,1,17,（再掲）300人以下,4,4,78,-,-,-,4,4,-,4,78,-,-,-,-,-,2,2,-,2,64,-,-,-,-,-,2,2,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,3,68,4,4,-,4,78,4,4,-,4,78,4,4,-,4,78
2,13350,島部,1,A,00,000,農業，林業,1,18,（再掲）900人以下,4,4,78,-,-,-,4,4,-,4,78,-,-,-,-,-,2,2,-,2,64,-,-,-,-,-,2,2,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,3,68,4,4,-,4,78,4,4,-,4,78,4,4,-,4,78
2,13350,島部,2,A,01,000,農業,0,00,全ての規模,3,3,68,-,-,-,3,3,-,3,68,-,-,-,-,-,2,2,-,2,64,-,-,-,-,-,1,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,3,68,3,3,-,3,68,3,3,-,3,68,3,3,-,3,68
2,13350,島部,2,A,01,000,農業,1,01,0～4人,2,2,5,-,-,-,2,2,-,2,5,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,1,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5
2,13350,島部,2,A,01,000,農業,1,02,5～9人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,2,A,01,000,農業,1,03,10～19人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,2,A,01,000,農業,1,04,20～29人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,2,A,01,000,農業,1,05,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,2,A,01,000,農業,1,06,50～99人,1,1,63,-,-,-,1,1,-,1,63,-,-,-,-,-,1,1,-,1,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,63,1,1,-,1,63,1,1,-,1,63,1,1,-,1,63
2,13350,島部,2,A,01,000,農業,1,07,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,2,A,01,000,農業,1,08,300～999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,2,A,01,000,農業,1,09,1000人～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,2,A,01,000,農業,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,2,A,01,000,農業,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13350,島部,2,A,01,000,農業,1,12,（再掲）5人以下,2,2,5,-,-,-,2,2,-,2,5,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,1,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5
2,13350,島部,2,A,01,000,農業,1,13,（再掲）20人以下,2,2,5,-,-,-,2,2,-,2,5,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,1,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5
2,13350,島部,2,A,01,000,農業,1,14,（再掲）50人以下,2,2,5,-,-,-,2,2,-,2,5,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,1,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5,2,2,-,2,5
2,13350,島部,2,A,01,000,農業,1,15,（再掲）100人以下,3,3,68,-,-,-,3,3,-,3,68,-,-,-,-,-,2,2,-,2,64,-,-,-,-,-,1,1,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,3,68,3,3,-,3,68,3,3,-,3,68,3,3,-,3,68
