地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,9144,12624,150963,4644,4677,11868,4500,3804,696,7947,139095,285,269,16,300,1533,1563,1459,104,1729,8134,430,380,50,533,3257,1708,1414,294,2442,25619,162,89,73,372,5855,121,41,80,500,12706,37,6,31,826,36101,17,4,13,480,16281,12,3,9,545,24118,7,1,6,42,4054,3686,3324,362,4436,29512,4187,3629,558,5510,48956,4286,3653,633,6621,89087,4308,3660,648,6704,93222
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,7343,7438,18426,4357,4371,9074,2986,2867,119,3067,9352,231,227,4,232,630,1250,1209,41,1275,3613,315,302,13,325,1020,1020,973,47,1051,3547,46,41,5,51,174,18,15,3,20,59,3,2,1,5,12,2,2,-,2,2,2,2,-,2,12,1,-,1,3,1,2704,2606,98,2764,8374,2871,2758,113,2945,9011,2881,2767,114,2957,9048,2884,2770,114,2960,9056
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,834,932,6845,223,236,1704,611,526,85,696,5141,25,22,3,28,188,181,156,25,205,1468,63,51,12,74,519,276,242,34,313,2434,28,23,5,33,248,8,7,1,10,78,1,1,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,501,432,69,572,4213,573,494,79,653,4857,582,502,80,664,4942,582,502,80,664,4942
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,443,602,7183,56,59,818,387,264,123,543,6365,16,12,4,20,257,84,71,13,102,1238,28,21,7,36,413,192,123,69,290,3358,27,13,14,42,453,16,7,9,24,273,1,-,1,2,11,1,1,-,1,16,-,-,-,-,-,-,-,-,-,-,271,199,72,370,4481,353,245,108,497,5819,363,247,116,514,5992,365,248,117,517,6019
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,170,319,4526,6,8,150,164,87,77,311,4376,9,6,3,12,255,22,15,7,44,533,11,2,9,28,290,90,49,41,162,2427,11,4,7,30,309,13,7,6,21,356,1,-,1,3,21,2,1,1,3,58,-,-,-,-,-,-,-,-,-,-,91,55,36,160,2390,149,80,69,287,3980,156,83,73,297,4170,157,83,74,300,4191
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,123,370,5175,-,-,-,123,31,92,370,5175,2,1,1,3,73,18,8,10,36,711,6,2,4,35,348,57,15,42,174,2450,22,3,19,66,893,15,1,14,49,578,1,-,1,3,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,22,38,163,2551,108,30,78,319,4597,120,30,90,363,5053,121,30,91,366,5092
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,96,496,6774,2,3,122,94,16,78,493,6652,2,1,1,5,130,6,-,6,51,338,5,1,4,27,372,36,6,30,185,2570,15,2,13,77,1107,19,3,16,93,1423,8,1,7,51,517,-,-,-,-,-,1,1,-,1,63,2,1,1,3,132,36,6,30,204,2521,69,12,57,358,4891,86,13,73,478,6133,91,14,77,489,6457
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,88,547,15306,-,-,-,88,12,76,547,15306,-,-,-,-,-,2,-,2,16,233,2,1,1,8,295,30,5,25,196,5463,10,3,7,41,1474,24,1,23,143,4344,12,2,10,90,2001,5,-,5,41,915,-,-,-,-,-,1,-,1,5,181,19,3,16,138,3216,52,9,43,309,9021,73,10,63,452,12532,80,12,68,494,13810
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,34,479,18820,-,-,-,34,1,33,479,18820,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,1,6,71,3370,3,-,3,32,1197,7,-,7,104,3851,6,-,6,66,4146,4,-,4,78,1899,6,-,6,116,3355,1,-,1,12,1002,4,1,3,65,1766,11,1,10,106,5036,20,1,19,255,10126,23,1,22,273,12564
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,7,142,10416,-,-,-,7,-,7,142,10416,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,36,1744,2,-,2,26,3160,1,-,1,28,1750,1,-,1,33,1024,2,-,2,19,2738,-,-,-,-,-,1,-,1,36,1744,3,-,3,62,4904,3,-,3,62,4904
4,13117,北区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,1,221,3623,-,-,-,1,-,1,221,3623,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,221,3623,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,221,3623,1,-,1,221,3623
