地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,1801,2099,14353,944,950,2992,857,739,118,1149,11361,80,74,6,85,419,350,317,33,412,2660,88,76,12,103,574,264,222,42,393,3808,22,16,6,42,787,18,8,10,50,1187,3,1,2,23,1123,3,1,2,8,641,-,-,-,-,-,-,-,-,-,-,730,648,82,923,6351,810,708,102,1061,8719,824,714,110,1091,9516,825,714,111,1108,10558
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,1394,1413,3622,837,840,1858,557,535,22,573,1764,60,57,3,61,163,257,249,8,263,780,60,57,3,62,195,151,146,5,157,528,7,6,1,7,31,4,3,1,4,15,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,507,488,19,522,1582,537,516,21,552,1709,540,519,21,555,1713,540,519,21,555,1713
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,207,226,1634,74,76,553,133,113,20,150,1081,11,11,-,11,89,44,38,6,50,373,16,12,4,19,130,51,43,8,57,398,3,3,-,3,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,93,17,124,895,125,107,18,140,1020,125,107,18,140,1020,125,107,18,140,1020
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,99,127,1541,24,24,367,75,54,21,103,1174,7,5,2,11,122,24,18,6,34,353,7,5,2,11,127,25,18,7,32,388,5,4,1,6,87,2,1,1,3,34,-,-,-,-,-,1,1,-,1,13,-,-,-,-,-,-,-,-,-,-,57,41,16,80,880,69,51,18,95,1092,70,51,19,97,1111,70,51,19,97,1111
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,47,71,1336,9,10,214,38,23,15,61,1122,2,1,1,2,45,15,9,6,24,378,4,2,2,7,88,12,8,4,19,327,3,1,2,7,225,2,2,-,2,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,18,12,48,758,36,21,15,59,1063,38,23,15,61,1122,38,23,15,61,1122
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,15,36,602,-,-,-,15,5,10,36,602,-,-,-,-,-,3,1,2,6,121,1,-,1,4,34,8,3,5,20,318,1,1,-,1,39,2,-,2,5,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,4,5,22,352,13,5,8,31,512,15,5,10,36,602,15,5,10,36,602
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,22,94,1519,-,-,-,22,7,15,94,1519,-,-,-,-,-,5,2,3,21,319,-,-,-,-,-,10,3,7,56,650,1,-,1,2,97,5,2,3,10,373,1,-,1,5,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,3,7,66,625,17,6,11,80,1127,22,7,15,94,1519,22,7,15,94,1519
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,14,109,2401,-,-,-,14,1,13,109,2401,-,-,-,-,-,2,-,2,14,336,-,-,-,-,-,6,-,6,51,884,2,1,1,16,278,3,-,3,26,616,-,-,-,-,-,1,-,1,2,287,-,-,-,-,-,-,-,-,-,-,6,-,6,60,944,12,1,11,103,1881,13,1,12,107,2114,13,1,12,107,2114
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,2,6,656,-,-,-,2,1,1,6,656,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,5,341,-,-,-,-,-,-,-,-,-,-,1,1,-,1,315,1,1,-,1,315,1,1,-,1,315,1,1,-,1,315
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,1,17,1042,-,-,-,1,-,1,17,1042,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,17,1042,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,17,1042
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
