地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,3468,3841,24195,1998,2009,5388,1470,1297,173,1832,18807,77,67,10,88,585,542,511,31,574,3117,237,223,14,251,1575,485,415,70,597,7700,55,33,22,87,1640,31,16,15,160,2924,5,2,3,16,271,4,1,3,23,753,-,-,-,-,-,-,-,-,-,-,1220,1114,106,1360,10422,1407,1254,153,1622,15220,1429,1266,163,1760,17621,1434,1267,167,1790,18348
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,2720,2749,7287,1896,1902,4323,824,790,34,847,2964,53,51,2,53,178,393,378,15,404,1326,153,149,4,156,568,187,177,10,195,760,10,9,1,11,47,5,5,-,5,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,757,727,30,778,2693,797,765,32,820,2883,801,769,32,824,2895,801,769,32,824,2895
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,402,434,3566,82,85,709,320,288,32,349,2857,12,9,3,14,104,103,95,8,112,854,55,50,5,59,484,128,119,9,138,1194,14,10,4,16,151,1,-,1,2,13,1,1,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,267,246,21,287,2311,313,283,30,341,2800,313,283,30,341,2800,314,284,30,342,2807
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,190,230,3011,15,17,227,175,146,29,213,2784,7,5,2,10,111,32,27,5,36,440,26,22,4,31,404,94,79,15,115,1553,5,4,1,6,88,6,5,1,9,93,1,-,1,2,15,1,1,-,1,12,-,-,-,-,-,-,-,-,-,-,127,107,20,153,1966,166,139,27,200,2625,171,142,29,209,2704,171,142,29,209,2704
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,52,69,1374,5,5,129,47,33,14,64,1245,3,1,2,6,71,5,4,1,5,125,1,1,-,1,31,28,20,8,38,747,5,3,2,8,132,4,3,1,5,115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,16,10,37,661,44,30,14,61,1163,46,32,14,63,1221,46,32,14,63,1221
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,53,98,2099,-,-,-,53,32,21,98,2099,1,1,-,1,47,8,6,2,16,309,1,1,-,1,35,25,16,9,42,979,14,7,7,27,585,3,1,2,9,113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,17,8,45,991,51,32,19,91,2031,52,32,20,96,2068,52,32,20,96,2068
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,34,83,2354,-,-,-,34,8,26,83,2354,1,-,1,4,74,1,1,-,1,63,1,-,1,3,53,16,4,12,39,1088,5,-,5,12,352,7,2,5,18,534,2,1,1,3,127,1,-,1,3,63,-,-,-,-,-,-,-,-,-,-,12,1,11,31,811,26,5,21,65,1811,32,8,24,78,2229,34,8,26,83,2354
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,13,70,2084,-,-,-,13,-,13,70,2084,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,6,29,989,2,-,2,7,285,4,-,4,24,688,1,-,1,10,122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,6,29,989,9,-,9,43,1517,12,-,12,60,1962,13,-,13,70,2084
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,3,20,1068,-,-,-,3,-,3,20,1068,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,19,678,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,390,1,-,1,1,390,2,-,2,15,863
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,1,88,1352,-,-,-,1,-,1,88,1352,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,88,1352,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,88,1352,1,-,1,88,1352
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13550,町村部,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
