地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,21281,30561,380259,8725,8772,23752,12556,10607,1949,21789,356507,764,707,57,819,4174,4318,4046,272,4699,21423,1289,1178,111,1438,8302,4607,3778,829,6264,70353,547,330,217,1218,23890,401,168,233,2129,72114,141,45,96,1066,30285,61,10,51,715,16845,27,5,22,1579,39897,18,1,17,1355,65078,10058,9041,1017,11727,78363,11676,10098,1578,15362,169124,12004,10234,1770,17151,222216,12069,10253,1816,17639,230941
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,16082,16322,41519,8048,8068,16782,8034,7740,294,8254,24737,600,580,20,609,1532,3523,3425,98,3603,9991,948,913,35,979,2955,2497,2379,118,2588,8592,151,144,7,153,674,64,57,7,68,229,13,13,-,13,50,1,1,-,1,2,2,2,-,2,13,1,1,-,1,9,7256,7004,252,7454,21899,7741,7459,282,7956,23814,7791,7506,285,8008,24000,7796,7511,285,8013,24023
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,2307,2574,19448,482,492,3778,1825,1558,267,2082,15670,93,77,16,101,706,470,414,56,527,3887,214,190,24,238,1819,866,733,133,1000,7722,75,56,19,94,669,35,25,10,44,318,5,5,-,5,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1452,1249,203,1648,12273,1737,1484,253,1984,14974,1753,1495,258,2004,15121,1758,1500,258,2009,15167
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,1293,1733,20417,164,179,2349,1129,793,336,1554,18068,48,39,9,60,765,215,152,63,292,3262,80,52,28,119,1222,593,417,176,815,9692,80,51,29,111,1314,42,29,13,60,690,14,7,7,22,238,2,2,-,2,35,-,-,-,-,-,-,-,-,-,-,775,542,233,1076,12238,1032,721,311,1421,16514,1067,745,322,1469,17104,1072,747,325,1479,17183
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,486,841,12910,25,25,589,461,247,214,816,12321,8,7,1,9,197,61,35,26,114,1613,21,12,9,44,538,242,126,116,412,6481,66,35,31,118,1796,37,18,19,69,1006,10,4,6,23,291,2,1,1,4,54,-,-,-,-,-,-,-,-,-,-,255,140,115,447,6700,406,220,186,709,10832,441,235,206,782,11807,445,237,208,789,11922
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,420,973,17277,4,4,140,416,157,259,969,17137,11,4,7,21,465,34,15,19,91,1316,17,8,9,27,663,194,71,123,448,7986,73,29,44,169,3074,59,20,39,147,2508,18,8,10,39,722,3,1,2,7,129,2,-,2,4,80,-,-,-,-,-,170,66,104,400,6963,355,134,221,818,14617,398,153,245,918,16414,406,155,251,942,16734
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,323,1227,23302,2,4,114,321,69,252,1223,23188,1,-,1,6,65,9,3,6,39,590,4,1,3,11,288,138,33,105,475,9813,54,9,45,203,4018,77,15,62,336,5594,21,3,18,88,1589,7,1,6,36,507,4,3,1,12,293,1,-,1,4,81,91,25,66,286,6517,231,50,181,818,16491,292,63,229,1104,21069,304,64,240,1158,21957
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,239,1588,40143,-,-,-,239,37,202,1588,40143,3,-,3,13,444,6,2,4,33,764,5,2,3,20,817,62,16,46,313,10089,33,6,27,179,5439,54,3,51,329,9243,40,4,36,302,6828,27,3,24,332,5016,7,-,7,57,1253,1,-,1,9,133,51,14,37,264,8203,130,26,104,686,21234,185,32,153,1057,30641,205,34,171,1195,34024
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,96,1780,50340,-,-,-,96,5,91,1780,50340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,3,10,186,6605,15,-,15,191,6906,27,1,26,559,14925,11,-,11,258,5441,17,1,16,297,8600,8,-,8,179,4651,3,-,3,39,2115,8,1,7,152,3570,39,4,35,498,19637,61,4,57,1056,31235,66,4,62,1194,33877
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,17,454,25367,-,-,-,17,1,16,454,25367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,27,3373,-,-,-,-,-,1,-,1,22,1813,7,1,6,306,9659,2,-,2,36,2502,1,-,1,9,1902,4,-,4,54,6118,-,-,-,-,-,2,-,2,27,3373,9,1,8,248,13616,10,1,9,355,14845
4,13111,大田区,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,11,1153,36174,-,-,-,11,-,11,1153,36174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,68,10152,2,-,2,10,5421,-,-,-,-,-,1,-,1,417,4242,5,-,5,658,16359,-,-,-,-,-,1,-,1,18,2002,5,-,5,78,15573,5,-,5,78,15573
