地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,個人及び会社企業／企業数（企業）,個人及び会社企業／事業所数（事業所）,個人及び会社企業／企業従業者数（人）,個人／企業数（企業）,個人／事業所数（事業所）,個人／企業従業者数（人）,会社企業／総数／企業数（企業）,会社企業／総数／企業数のうち単一事業所企業（企業）,会社企業／総数／企業数のうち複数事業所企業（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／企業数（企業）,会社企業／資本金階級／300万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万円未満／事業所数（事業所）,会社企業／資本金階級／300万円未満／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／企業数（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／300万～500万円未満／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／企業数（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／500万～1000万円未満／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／企業数（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1000万～3000万円未満／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／企業数（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3000万～5000万円未満／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／企業数（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／5000万～1億円未満／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／企業数（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／1億～3億円未満／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／企業数（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／3億～10億円未満／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／企業数（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／10億～50億円未満／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／企業従業者数（人）,会社企業／資本金階級／50億円以上／企業数（企業）,会社企業／資本金階級／50億円以上／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／50億円以上／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／50億円以上／事業所数（事業所）,会社企業／資本金階級／50億円以上／企業従業者数（人）,会社企業／資本金階級／（再掲）1000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）5000万円以下／企業数（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）5000万円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）5000万円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）1億円以下／企業数（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）1億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）1億円以下／企業従業者数（人）,会社企業／資本金階級／（再掲）3億円以下／企業数（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち単一事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／企業数のうち複数事業所企業（企業）,会社企業／資本金階級／（再掲）3億円以下／事業所数（事業所）,会社企業／資本金階級／（再掲）3億円以下／企業従業者数（人）
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,0,00,全ての規模,4818,6595,64516,2270,2286,6983,2548,2151,397,4309,57533,178,160,18,198,1220,1018,922,96,1173,6716,259,233,26,301,2399,792,654,138,1073,13218,99,58,41,239,4658,65,28,37,401,10218,27,6,21,99,7392,7,1,6,66,2223,6,1,5,646,8512,-,-,-,-,-,2083,1845,238,2494,19092,2372,2041,331,3105,30913,2428,2060,368,3454,42854,2439,2061,378,3500,46161
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,01,0～4人,3636,3689,9832,2025,2031,4500,1611,1546,65,1658,5332,131,125,6,131,348,779,753,26,801,2468,186,179,7,192,597,429,408,21,447,1625,18,17,1,18,67,11,9,2,11,37,3,2,1,3,7,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,1475,1415,60,1521,4843,1550,1487,63,1596,5128,1555,1492,63,1601,5146,1557,1493,64,1603,5149
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,02,5～9人,537,594,4457,178,183,1388,359,302,57,411,3069,22,20,2,23,200,112,93,19,128,958,48,42,6,52,394,134,113,21,156,1140,13,10,3,16,135,7,6,1,10,70,-,-,-,-,-,-,-,-,-,-,1,-,1,2,5,-,-,-,-,-,284,239,45,324,2402,331,280,51,377,2845,336,284,52,385,2897,336,284,52,385,2897
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,03,10～19人,306,392,4734,57,61,834,249,173,76,331,3900,15,9,6,22,221,70,49,21,94,1062,12,7,5,16,184,109,77,32,141,1751,19,10,9,29,304,9,7,2,14,149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,172,118,54,231,2679,230,156,74,308,3606,234,159,75,316,3671,234,159,75,316,3671
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,04,20～29人,106,179,2763,8,8,190,98,55,43,171,2573,6,5,1,7,154,30,16,14,53,767,5,2,3,9,142,41,24,17,67,1050,10,3,7,28,296,1,-,1,2,26,2,2,-,2,54,1,1,-,1,25,-,-,-,-,-,-,-,-,-,-,65,37,28,113,1672,92,50,42,164,2409,95,52,43,168,2489,95,52,43,168,2489
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,05,30～49人,82,198,3555,2,3,71,80,39,41,195,3484,1,-,1,4,48,19,9,10,59,770,5,2,3,18,221,30,16,14,63,1378,15,7,8,32,670,4,2,2,10,163,2,1,1,3,88,1,-,1,3,31,-,-,-,-,-,-,-,-,-,-,43,19,24,123,1713,71,34,37,181,3131,76,37,39,189,3338,76,37,39,189,3338
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,06,50～99人,72,255,5194,-,-,-,72,23,49,255,5194,2,1,1,7,112,7,2,5,31,496,2,1,1,5,158,29,9,20,106,2056,15,9,6,43,1050,13,1,12,50,1008,3,-,3,7,241,1,-,1,6,73,-,-,-,-,-,-,-,-,-,-,27,10,17,107,1926,60,23,37,219,4241,69,23,46,244,4957,71,23,48,249,5121
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,07,100～299人,48,267,8390,-,-,-,48,11,37,267,8390,1,-,1,4,137,1,-,1,7,195,-,-,-,-,-,16,6,10,78,2604,7,2,5,34,1082,10,2,8,86,1873,10,1,9,33,2090,-,-,-,-,-,1,-,1,10,184,-,-,-,-,-,13,6,7,54,2031,29,10,19,142,4632,42,11,31,235,7415,45,11,34,242,7981
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,08,300～999人,26,303,14191,-,-,-,26,2,24,303,14191,-,-,-,-,-,-,-,-,-,-,1,-,1,9,703,4,1,3,15,1614,2,-,2,39,1054,8,1,7,131,4283,6,-,6,47,3825,4,-,4,56,2094,1,-,1,6,618,-,-,-,-,-,4,1,3,21,1826,9,1,8,118,4921,19,2,17,229,10332,22,2,20,257,11819
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,09,1000人～1999人,4,96,5420,-,-,-,4,-,4,96,5420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,87,2609,1,-,1,4,1087,-,-,-,-,-,1,-,1,5,1724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,87,2609,3,-,3,91,3696
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,10,2000人～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13206,府中市,0,A～R,00,000,全産業（Ｓ公務を除く）,1,11,5000人以上,1,622,5980,-,-,-,1,-,1,622,5980,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,622,5980,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
