１　上屋月別利用実績,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,（単位：トン）
施設別,,前年末在庫,合計,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,,当年末在庫,,,,,,,,,,,,,
合計,（搬入）,"68,558","1,239,215","95,313","106,616","110,760","113,548","95,508","106,254","96,285","105,273","99,837","113,586","101,054","95,180"
,（搬出）,"68,082","1,239,692","91,869","106,879","113,529","109,939","95,801","103,618","99,728","105,185","101,646","109,573","102,445","99,478"
品川,（搬入）,"10,556","187,972","12,632","18,390","15,539","18,452","13,238","18,047","12,485","16,972","12,401","17,926","13,891","17,999"
,（搬出）,"10,369","188,159","12,217","18,736","14,972","19,592","12,659","18,112","12,186","17,231","12,530","18,158","13,486","18,280"
芝浦,（搬入）,"13,467","161,482","12,656","14,201","13,476","13,513","13,208","13,547","11,579","12,701","14,263","16,200","12,571","13,567"
,（搬出）,"12,284","162,665","12,761","13,266","13,578","13,171","13,536","12,820","13,294","13,363","14,550","14,751","12,920","14,655"
日の出,（搬入）,"10,678","53,295","5,225","3,813","1,913","4,372","4,647","5,404","4,192","4,082","4,738","4,941","5,015","4,953"
,（搬出）,"13,763","50,210","4,157","4,898","3,173","3,792","3,583","3,118","5,436","3,697","3,565","4,602","4,955","5,234"
10号地,（搬入）,"30,254","719,554","53,948","58,237","69,727","64,132","53,326","59,194","58,181","62,820","59,751","65,138","62,055","53,045"
,（搬出）,"29,729","720,079","51,820","58,355","70,575","60,611","54,417","59,250","58,878","62,036","61,927","62,825","63,832","55,553"
大井,（搬入）,"1,264","100,589","9,450","10,432","9,132","11,767","9,766","8,750","8,153","7,201","7,371","8,112","6,047","4,407"
,（搬出）,743,"101,111","9,379","10,027","9,504","11,717","10,015","8,857","8,405","7,484","7,371","8,143","5,773","4,434"
辰巳,（搬入）,"2,339","16,323","1,402","1,543",973,"1,312","1,323","1,312","1,695","1,497","1,313","1,269","1,475","1,209"
,（搬出）,"1,194","17,468","1,535","1,597","1,727","1,056","1,591","1,461","1,529","1,374","1,703","1,094","1,479","1,322"
（注）四捨五入の関係上、合計値が合わない場合がある。,,,,,,,,,,,,,,,
