規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,960929,1176494,598207,416799,490767,292336,382515,34284,544130,685727,305871
100～499人,690161,826274,442583,361809,417192,261073,335439,26370,328352,409082,181510
100人以上,815727,986222,516674,387310,450794,275957,357270,30040,428417,535428,240717
30～99人,522569,627423,383128,312180,374753,228966,291977,20203,210389,252670,154162
５～29人,346957,440775,234460,253439,314362,180387,241905,11534,93518,126413,54073
30人以上,713098,869406,464722,361008,426037,257677,334412,26596,352090,443369,207045
５人以上,601328,749062,386217,328171,394683,231326,306172,21999,273157,354379,154891
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年６月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
