事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,TL 調査産業計,平成22,2010,年平均,6909804,4180989,2728815,139408,71730,67678,141713,74861,66852,6907499,4177858,2729641,21.4,11.8,36.1
５人以上,TL 調査産業計,平成23,2011,年平均,6880393,4136792,2743601,133143,68415,64728,137424,72434,64990,6876112,4132773,2743339,22.1,12.3,36.8
５人以上,TL 調査産業計,平成24,2012,年平均,7184606,4318675,2865931,142218,74404,67813,144126,76476,67650,7182698,4316603,2866094,22.8,12.3,38.5
５人以上,TL 調査産業計,平成25,2013,年平均,7170624,4312369,2858254,149495,79217,70278,147002,79747,67255,7173117,4311839,2861277,23.3,12.8,39.2
５人以上,TL 調査産業計,平成26,2014,年平均,7260718,4324756,2935962,153349,78862,74487,143719,75726,67994,7270348,4327892,2942455,23.7,13.1,39.3
５人以上,TL 調査産業計,平成27,2015,年平均,7266994,4327113,2939882,163454,84595,78858,159153,83562,75591,7271295,4328146,2943149,24.5,14,39.8
５人以上,TL 調査産業計,平成27,2015,1月,7264876,4336376,2928500,98390,47351,51039,105132,53185,51947,7258134,4330542,2927592,24.4,13.7,40.1
５人以上,TL 調査産業計,平成27,2015,2月,7255714,4326497,2929217,115223,56126,59097,137325,71922,65403,7233612,4310701,2922911,24.5,13.9,40.2
５人以上,TL 調査産業計,平成27,2015,3月,7220980,4296996,2923984,131147,62298,68849,186897,91838,95059,7165230,4267456,2897774,24.8,14,40.8
５人以上,TL 調査産業計,平成27,2015,4月,7145210,4244540,2900670,450846,244481,206365,316506,175199,141307,7279550,4313822,2965728,24.4,13.7,39.9
５人以上,TL 調査産業計,平成27,2015,5月,7278512,4317359,2961153,183105,91658,91447,188450,97750,90700,7273167,4311267,2961900,24,13.6,39.1
５人以上,TL 調査産業計,平成27,2015,6月,7284723,4323107,2961616,151003,75672,75331,129611,71755,57856,7306115,4327024,2979091,24.4,13.9,39.5
５人以上,TL 調査産業計,平成27,2015,7月,7315333,4349960,2965373,143942,80999,62943,150288,83393,66895,7308987,4347566,2961421,24.4,14.1,39.4
５人以上,TL 調査産業計,平成27,2015,8月,7307714,4346096,2961618,124199,68521,55678,156001,75449,80552,7275912,4339168,2936744,24.1,13.9,39.2
