規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7145210,4244540,2900670,450846,244481,206365,316506,175199,141307,7279550,4313822,2965728,24.4,13.7,39.9
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,338010,288472,49538,14709,11849,2860,8675,7574,1101,344044,292747,51297,2.3,1,9.8
５人以上,製造業,631886,458987,172899,28741,19736,9005,20286,15820,4466,640341,462903,177438,8.1,2.5,23
５人以上,電気・ガス・熱供給・水道業,21287,17690,3597,2657,2012,645,1892,1444,448,22052,18258,3794,6.9,8.1,0.8
５人以上,情報通信業,762475,573734,188741,44596,30948,13648,27642,20919,6723,779429,583763,195666,5,2.2,13.4
５人以上,"運輸業,郵便業",448628,356681,91947,20182,14820,5362,12697,10242,2455,456113,361259,94854,12,9.4,21.9
５人以上,"卸売業,小売業",1413387,789349,624038,65890,37320,28570,51577,30403,21174,1427700,796266,631434,31.1,16.7,49.3
５人以上,"金融業,保険業",379634,208161,171473,25338,13909,11429,17630,12216,5414,387342,209854,177488,8.3,1.7,16.1
５人以上,"不動産業,物品賃貸業",192681,129083,63598,12503,7498,5005,6516,4128,2388,198668,132453,66215,15.8,8.7,30
５人以上,"学術研究,専門・技術サービス業",376919,254653,122266,23094,15154,7940,10273,6044,4229,389740,263763,125977,7,2.4,16.6
５人以上,"宿泊業,飲食サービス業",606929,276196,330733,38786,17195,21591,38124,15749,22375,607591,277642,329949,72.8,57.8,85.5
５人以上,"生活関連サービス業,娯楽業",218592,98461,120131,12488,5189,7299,11945,5058,6887,219135,98592,120543,40.7,31,48.6
５人以上,"教育,学習支援業",398102,186357,211745,64213,28688,35525,46530,21278,25252,415785,193767,222018,38.7,34.1,42.7
５人以上,"医療,福祉",558783,143094,415689,50095,14772,35323,32064,8864,23200,576814,149002,427812,34.9,26.2,37.9
５人以上,複合サービス事業,19789,10872,8917,3426,1496,1930,1721,1134,587,21494,11234,10260,14.7,6.2,24.1
５人以上,サービス業（他に分類されないもの）,778108,452750,325358,44128,23895,20233,28934,14326,14608,793302,462319,330983,23.5,16.6,33
30人以上,調査産業計,4941893,3043486,1898407,337846,190450,147396,218477,126555,91922,5061262,3107381,1953881,18.9,10.2,32.6
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,209340,182389,26951,9969,7905,2064,4364,3865,499,214945,186429,28516,0.8,0.4,3.1
30人以上,製造業,475806,352522,123284,25462,18116,7346,18092,14096,3996,483176,356542,126634,5.9,1.7,17.8
30人以上,電気・ガス・熱供給・水道業,18162,14565,3597,2006,1491,515,1111,663,448,19057,15393,3664,1.1,1.2,0.8
30人以上,情報通信業,644664,490123,154541,36626,24920,11706,24160,18602,5558,657130,496441,160689,4.6,1.8,13.4
30人以上,"運輸業,郵便業",367308,295009,72299,18121,13501,4620,11065,8741,2324,374364,299769,74595,9.6,8.1,15.4
30人以上,"卸売業,小売業",846597,490810,355787,44702,27672,17030,28993,18307,10686,862306,500175,362131,25.7,12.7,43.7
30人以上,"金融業,保険業",318386,174357,144029,20355,11468,8887,14849,10453,4396,323892,175372,148520,7.9,1.7,15.3
30人以上,"不動産業,物品賃貸業",127355,83472,43883,9576,6107,3469,4470,2967,1503,132461,86612,45849,15.3,7.3,30.5
30人以上,"学術研究,専門・技術サービス業",268207,190173,78034,17306,11875,5431,6255,4397,1858,279258,197651,81607,4.6,1.8,11.5
30人以上,"宿泊業,飲食サービス業",215196,96142,119054,13198,6069,7129,13207,4890,8317,215187,97321,117866,68,52.3,81
30人以上,"生活関連サービス業,娯楽業",118014,51615,66399,7563,2897,4666,7538,2902,4636,118039,51610,66429,39.3,25.1,50.3
30人以上,"教育,学習支援業",311745,151804,159941,54314,24497,29817,37537,17250,20287,328522,159051,169471,35,30.1,39.6
30人以上,"医療,福祉",377695,103281,274414,38956,12714,26242,19884,6518,13366,396767,109477,287290,26.7,19.3,29.6
30人以上,複合サービス事業,6967,4560,2407,1403,909,494,1075,772,303,7295,4697,2598,9.8,4.9,18.6
30人以上,サービス業（他に分類されないもの）,636451,362664,273787,38289,20309,17980,25877,12132,13745,648863,370841,278022,25.1,18.2,34.2
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年４月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
