事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成22,2010,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成23,2011,年平均,99.2,101.5,103.1,101.3,99.9,103.9,97.4,96.8,96.9,92.2,102.5,99.2,104.7,97.7,98.1,92.8,94.8
５人以上,平成24,2012,年平均,100.1,85.6,104.9,101.3,93.5,105.1,98.6,98.8,98.6,90.2,103.2,98.7,108.8,94.8,98.2,88.6,98.7
５人以上,平成25,2013,年平均,99.3,50.8,102.2,100.4,91.6,100.4,103.4,98.9,100.6,96.9,98.4,94,105.3,95.2,97.1,92.5,99.4
５人以上,平成26,2014,年平均,95.7,17.7,97.2,97.8,84.7,93.5,102.6,96.1,99.9,100.1,94.5,89.3,101.1,87.8,91.1,95.7,98.1
５人以上,平成27,2015,年平均,95.2,－,96.8,96.5,86,93,100.5,96.6,99.8,99.5,92.7,91.8,94.7,86.9,89.3,95,99.5
５人以上,平成27,2015,1月,94.6,－,96.5,95.3,81.6,92.7,102.6,95.2,99.6,99.3,91.6,90.4,97.8,85.3,89.1,97,97.7
５人以上,平成27,2015,2月,95.1,－,97.8,96.4,81.3,92.8,102.3,95.4,100.8,101,92.1,88.9,96.8,87.4,90,95,98.7
５人以上,平成27,2015,3月,95.3,－,96.9,96.5,83.2,93.3,100.7,95.3,100.7,100.4,95.3,91.5,93.4,88.3,88.3,95.2,99.4
５人以上,平成27,2015,4月,96,－,97.2,97.9,84,93.4,101.9,96.7,101,101.2,94.1,92.4,96.7,88.6,90.8,97.5,98.6
５人以上,平成27,2015,5月,94.2,－,94.4,96.1,80.9,90,99.4,95.2,99.3,97.6,93.4,92.5,95.1,85.5,88.8,90.8,99
５人以上,平成27,2015,6月,95.6,－,95.9,96,81.2,93.2,99.2,99.5,99.1,97,91.5,91.6,96.3,86.7,91.9,93.4,99.5
５人以上,平成27,2015,7月,95.9,－,97.1,96.3,84.7,93.7,102.8,98.5,101.4,97.4,93.1,91.5,94.6,85.4,89.8,93.7,100.7
５人以上,平成27,2015,8月,94.8,－,95.6,96.2,92.4,92.2,99.9,96.6,99.5,99.4,92.2,92.4,93.4,85.8,87.5,94.1,100.5
５人以上,平成27,2015,9月,94.8,－,96.7,95.5,84.2,93.3,96.6,96,99.5,99.5,92.3,92.9,94.4,88.9,88.6,93.1,99.5
５人以上,平成27,2015,10月,95.4,－,97.3,97.2,93,93.7,97.9,96.7,98.9,98.1,92.1,91.8,92.1,90.7,90.1,94.9,100.5
５人以上,平成27,2015,11月,95.3,－,97.8,97.2,93.2,93.7,100.6,96.9,99.7,102,92.4,92,92.2,85.9,88.8,96.7,99.9
５人以上,平成27,2015,12月,95.1,－,97.9,97.2,92.9,93.7,101.2,96.3,98.3,100.5,92.4,93.3,93,84.4,87.9,97.5,100
５人以上,平成23,2011,年平均（前年比（％））,-0.8,1.5,3.1,1.3,-0.1,3.9,-2.6,-3.2,-3.1,-7.8,2.5,-0.8,4.7,-2.3,-1.9,-7.2,-5.2
５人以上,平成24,2012,年平均（前年比（％））,0.9,-15.7,1.7,0,-6.4,1.2,1.2,2.1,1.8,-2.2,0.7,-0.5,3.9,-3,0.1,-4.5,4.1
５人以上,平成25,2013,年平均（前年比（％））,-0.8,-40.7,-2.6,-0.9,-2,-4.5,4.9,0.1,2,7.4,-4.7,-4.8,-3.2,0.4,-1.1,4.4,0.7
５人以上,平成26,2014,年平均（前年比（％））,-3.6,-65.2,-4.9,-2.6,-7.5,-6.9,-0.8,-2.8,-0.7,3.3,-4,-5,-4,-7.8,-6.2,3.5,-1.3
５人以上,平成27,2015,年平均（前年比（％））,-0.5,－,-0.4,-1.3,1.5,-0.5,-2,0.5,-0.1,-0.6,-1.9,2.8,-6.3,-1,-2,-0.7,1.4
５人以上,平成27,2015,1月（前年同月比（％））,-3,－,-2.1,-4,-9.3,-3.7,-2.4,-4.2,-0.1,-0.7,-5.9,-0.4,-3.5,-7.3,-3.7,-1.1,1.1
