事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
30人以上,TL 調査産業計,平成22,2010,年平均,535754,417743,387063,30680,118011,119530,115806,110438,5368,3724
30人以上,TL 調査産業計,平成23,2011,年平均,539512,418033,387145,30888,121479,120131,116455,111134,5321,3676
30人以上,TL 調査産業計,平成24,2012,年平均,529841,415869,382508,33361,113972,120346,116469,111474,4995,3877
30人以上,TL 調査産業計,平成25,2013,年平均,538877,418144,384313,33831,120733,117813,114244,108846,5398,3569
30人以上,TL 調査産業計,平成26,2014,年平均,543914,419117,384426,34691,124797,116190,112525,107152,5373,3665
30人以上,TL 調査産業計,平成27,2015,年平均,537062,415698,383671,32027,121364,116411,113102,108501,4601,3309
30人以上,TL 調査産業計,平成27,2015,1月,427157,411640,380262,31378,15517,109496,108185,103552,4633,1311
30人以上,TL 調査産業計,平成27,2015,2月,418581,411212,378774,32438,7369,122240,121031,116775,4256,1209
30人以上,TL 調査産業計,平成27,2015,3月,479548,417444,384207,33237,62104,115836,113675,108986,4689,2161
30人以上,TL 調査産業計,平成27,2015,4月,450115,421532,387420,34112,28583,116939,115496,110659,4837,1443
30人以上,TL 調査産業計,平成27,2015,5月,459449,411890,380089,31801,47559,112708,111073,106454,4619,1635
30人以上,TL 調査産業計,平成27,2015,6月,848233,417345,385656,31689,430888,121143,114225,109938,4287,6918
30人以上,TL 調査産業計,平成27,2015,7月,609279,419228,386406,32822,190051,119587,114660,110015,4645,4927
30人以上,TL 調査産業計,平成27,2015,8月,429687,413571,383208,30363,16116,113838,111602,107033,4569,2236
