規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5502029,44786,63986,5483577,1808446,62486,53283,1816901
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,337117,2462,3590,335989,8569,298,224,8643
５人以上,製造業,609561,3740,7531,605799,54484,2771,1037,56189
５人以上,電気・ガス・熱供給・水道業,13598,54,32,13620,222,－,－,222
５人以上,情報通信業,743015,5359,5609,742750,25592,664,1211,25060
５人以上,"運輸業,郵便業",399268,2174,3604,397838,56276,3568,1023,58821
５人以上,"卸売業,小売業",975756,6748,8729,974083,447022,12126,9141,449699
５人以上,"金融業,保険業",351217,2840,2508,351539,34567,511,385,34703
５人以上,"不動産業,物品賃貸業",163130,2573,2286,163413,32642,772,1487,31931
５人以上,"学術研究,専門・技術サービス業",368883,2309,4596,366595,26809,957,538,27229
５人以上,"宿泊業,飲食サービス業",170754,2445,3740,169767,460875,20525,15408,465684
５人以上,"生活関連サービス業,娯楽業",127089,1204,2058,126312,96415,2776,2392,96722
５人以上,"教育,学習支援業",255088,968,879,255175,168046,6653,9169,165532
５人以上,"医療,福祉",369924,2998,3587,369633,203370,6312,5813,203571
５人以上,複合サービス事業,16878,2,80,16799,4069,147,117,4100
５人以上,サービス業（他に分類されないもの）,600751,8910,15157,594265,189488,4406,5338,188795
30人以上,調査産業計,4103734,31274,46974,4088559,962935,31878,30093,964195
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,213356,2036,2164,213228,1604,6,9,1601
30人以上,製造業,470710,3127,6439,467395,31520,1923,728,32718
30人以上,電気・ガス・熱供給・水道業,13598,54,32,13620,222,－,－,222
30人以上,情報通信業,629266,3152,4074,628329,18447,466,1065,17863
30人以上,"運輸業,郵便業",337917,1886,3604,336199,35256,3121,633,37744
30人以上,"卸売業,小売業",639495,3027,5162,637440,219142,5114,3906,220270
30人以上,"金融業,保険業",294994,2566,2259,295291,27590,511,334,27777
30人以上,"不動産業,物品賃貸業",110017,1031,1007,110038,19009,280,221,19071
30人以上,"学術研究,専門・技術サービス業",273805,1772,3675,271901,9533,144,138,9540
30人以上,"宿泊業,飲食サービス業",68107,1251,1629,67665,150903,5839,5828,150978
30人以上,"生活関連サービス業,娯楽業",72351,772,984,72216,49798,1176,1058,49839
30人以上,"教育,学習支援業",214754,759,649,214862,122633,4881,8000,119516
30人以上,"医療,福祉",280515,2219,1513,281388,109695,4264,3146,110646
30人以上,複合サービス事業,6491,2,80,6412,740,76,77,740
30人以上,サービス業（他に分類されないもの）,478358,7620,13703,472575,166843,4077,4950,165670
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１２月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
