事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成22,2010,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成23,2011,年平均,98.7,101,102.6,100.8,99.4,103.4,96.9,96.3,96.4,91.7,102,98.7,104.2,97.2,97.6,92.3,94.3
５人以上,平成24,2012,年平均,99.1,84.7,103.9,100.3,92.6,104,97.6,97.8,97.6,89.3,102.2,97.7,107.7,93.9,97.2,87.7,97.7
５人以上,平成25,2013,年平均,98.5,50.4,101.4,99.6,90.9,99.6,102.6,98.1,99.8,96.1,97.6,93.2,104.5,94.4,96.3,91.8,98.6
５人以上,平成26,2014,年平均,97.8,18.1,99.3,100,86.6,95.6,104.9,98.2,102.1,102.3,96.6,91.3,103.3,89.7,93.1,97.8,100.3
５人以上,平成27,2015,年平均,98.2,－,99.9,99.6,88.8,96,103.7,99.7,103,102.7,95.7,94.7,97.7,89.7,92.2,98,102.7
５人以上,平成27,2015,1月,97.3,－,99.3,98.1,84,95.4,105.6,98,102.5,102.2,94.3,93,100.6,87.8,91.7,99.8,100.5
５人以上,平成27,2015,2月,97.6,－,100.3,98.9,83.4,95.2,105,97.9,103.4,103.6,94.5,91.2,99.3,89.7,92.3,97.5,101.3
５人以上,平成27,2015,3月,98.3,－,100,99.6,85.9,96.3,103.9,98.3,103.9,103.6,98.4,94.4,96.4,91.1,91.1,98.2,102.6
５人以上,平成27,2015,4月,99.5,－,100.7,101.4,87,96.8,105.6,100.2,104.6,104.8,97.5,95.7,100.2,91.8,94.1,101,102.1
５人以上,平成27,2015,5月,97.8,－,98,99.8,84,93.4,103.2,98.8,103.1,101.3,97,96,98.7,88.8,92.2,94.3,102.8
５人以上,平成27,2015,6月,98.8,－,99.2,99.3,84,96.4,102.6,102.9,102.5,100.3,94.6,94.7,99.6,89.6,95,96.6,102.9
５人以上,平成27,2015,7月,98.9,－,100.1,99.3,87.3,96.6,106,101.6,104.5,100.4,96,94.3,97.5,88,92.6,96.6,103.8
５人以上,平成27,2015,8月,97.9,－,98.8,99.4,95.4,95.2,103.2,99.8,102.8,102.7,95.2,95.4,96.5,88.6,90.4,97.2,103.8
５人以上,平成27,2015,9月,98,－,100,98.7,87.1,96.5,99.9,99.3,102.9,102.9,95.4,96.1,97.6,91.9,91.6,96.3,102.9
５人以上,平成27,2015,10月,98.6,－,100.6,100.5,96.2,96.9,101.2,100,102.3,101.4,95.2,94.9,95.2,93.8,93.2,98.1,103.9
５人以上,平成27,2015,11月,98.2,－,100.7,100.1,96,96.5,103.6,99.8,102.7,105.1,95.2,94.8,95,88.5,91.5,99.6,102.9
５人以上,平成27,2015,12月,98,－,100.8,100.1,95.7,96.5,104.2,99.2,101.3,103.5,95.2,96.1,95.8,86.9,90.5,100.4,103
５人以上,平成23,2011,年平均（前年比（％））,-1.3,1,2.6,0.8,-0.6,3.4,-3.2,-3.7,-3.6,-8.3,2,-1.3,4.2,-2.8,-2.4,-7.7,-5.7
５人以上,平成24,2012,年平均（前年比（％））,0.4,-16.1,1.3,-0.5,-6.8,0.6,0.7,1.6,1.2,-2.6,0.2,-1,3.4,-3.4,-0.4,-5,3.6
５人以上,平成25,2013,年平均（前年比（％））,-0.6,-40.5,-2.4,-0.7,-1.8,-4.2,5.1,0.3,2.3,7.6,-4.5,-4.6,-3,0.5,-0.9,4.7,0.9
５人以上,平成26,2014,年平均（前年比（％））,-0.7,-64.1,-2.1,0.4,-4.7,-4,2.2,0.1,2.3,6.5,-1,-2,-1.1,-5,-3.3,6.5,1.7
５人以上,平成27,2015,年平均（前年比（％））,0.4,－,0.6,-0.4,2.5,0.4,-1.1,1.5,0.9,0.4,-0.9,3.7,-5.4,0,-1,0.2,2.4
５人以上,平成27,2015,1月（前年同月比（％））,0.2,－,1.1,-0.8,-6.3,-0.5,0.9,-1,3.2,2.6,-2.7,2.9,-0.3,-4.1,-0.4,2.1,4.5
５人以上,平成27,2015,2月（前年同月比（％））,-0.1,－,1,-0.2,-6.9,-2.3,1.1,-1.3,4.3,4.3,-1.6,-1.3,-5.5,-3.1,-1,-0.4,4.2
５人以上,平成27,2015,3月（前年同月比（％））,-0.2,－,-0.7,-1.3,-5.4,-1.1,-0.9,0.5,3.1,0.7,1.3,2.2,-9,-3.7,0.2,-0.9,1.4
５人以上,平成27,2015,4月（前年同月比（％））,-0.6,－,0.3,-0.9,-2.9,-2.3,-0.7,0,2.2,2.1,0.7,1.9,-5,-5,-1.3,4,0.5
５人以上,平成27,2015,5月（前年同月比（％））,-0.1,－,0.3,-0.8,-4.7,-2.2,0.5,0.3,1.1,-2.3,0.9,5.7,-7.8,-3.3,-0.5,-4.2,3.7
５人以上,平成27,2015,6月（前年同月比（％））,0.7,－,-0.3,-1.2,-0.2,1.5,-2.1,3.8,0.9,-4.3,-2.3,4.5,-4.4,-0.2,1.2,-2.3,1.9
５人以上,平成27,2015,7月（前年同月比（％））,1.5,－,0.7,-0.3,3.6,2.8,0.3,5,2,-2,-0.2,4.4,-2.5,1.6,-1.2,-1,-0.9
５人以上,平成27,2015,8月（前年同月比（％））,0.7,－,0,0.1,12.2,0.1,-1,1.7,-0.6,0.5,-0.7,3.9,-2.9,1,-2.3,0.6,4
５人以上,平成27,2015,9月（前年同月比（％））,0,－,0.4,-1.4,7.1,2.2,-4,1.2,-0.4,0.1,-6.3,1.3,-5.2,4.8,-1.6,0.5,2.3
５人以上,平成27,2015,10月（前年同月比（％））,1.3,－,2.3,1.2,9.8,1.3,-3.2,3.3,-1.4,-0.2,0.3,5.9,-7,7.3,-0.6,0.1,1.9
５人以上,平成27,2015,11月（前年同月比（％））,0.9,－,0.5,0.4,12.4,2,-2.1,1.7,-1.6,2.9,-0.7,9.7,-10,3.5,-1.8,1.7,3.7
５人以上,平成27,2015,12月（前年同月比（％））,1.1,－,1.7,0.3,14.5,4.1,-3.3,2.2,-1.9,-0.5,0.2,4.9,-4.6,3.2,-2,2.1,2.2
30人以上,平成22,2010,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成23,2011,年平均,98.7,101,102.7,100.5,100.1,103,97.1,96.5,96,96.8,99,100.3,102,97.2,101,90.3,94.3
30人以上,平成24,2012,年平均,99.2,84.7,103.6,100.6,93.6,103.3,98.4,98.1,98.4,94.2,98.4,99.9,106.6,94.4,100.7,86.7,97.2
30人以上,平成25,2013,年平均,98.6,50.4,100.8,99.1,92.7,99.3,103,100.3,101.2,96.1,93.5,92.4,107.7,93.3,98.6,94.1,98.6
30人以上,平成26,2014,年平均,98.2,18.1,98.5,99.8,87.8,95.2,105.6,100.5,104.3,101.5,90.6,87.6,106.7,89.2,96.1,96.8,103.1
30人以上,平成27,2015,年平均,98.4,－,98.9,100,88.4,94.8,104.9,101.8,105,104.5,91.6,84.9,98.5,90.7,94.8,100,103.1
30人以上,平成27,2015,1月,97.4,－,98.7,98.4,85,94.5,106.4,100,104.1,103.4,89.2,84.1,102.7,89.1,94.4,101,100.8
30人以上,平成27,2015,2月,97.7,－,100.3,98.8,84.5,94.1,105.8,100,105.2,106.8,89,80.4,100.5,91.8,94.8,96.4,101.6
30人以上,平成27,2015,3月,98.4,－,99.7,100,87,95.1,104.9,100.5,105.6,105.8,93.4,82.4,97.9,92.6,93.4,99.6,103.2
30人以上,平成27,2015,4月,99.6,－,100.1,102.7,86,95.8,107,102.2,106.2,106.2,93.3,85,100.6,93.3,96.9,103.5,102.3
