事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,TL 調査産業計,平成22,2010,年平均,3962755,63265,64253,3961691,744268,24808,25958,743195
30人以上,TL 調査産業計,平成23,2011,年平均,3928539,59178,61119,3926584,767173,25792,25548,767431
30人以上,TL 調査産業計,平成24,2012,年平均,4135805,61252,64554,4132520,880523,31085,29837,881753
30人以上,TL 調査産業計,平成25,2013,年平均,4113454,62412,62041,4113814,891483,32959,31640,892815
30人以上,TL 調査産業計,平成26,2014,年平均,4163550,62007,58672,4167294,888014,32813,30889,889529
30人以上,TL 調査産業計,平成27,2015,年平均,4093908,66952,64591,4096860,945116,37283,36800,945007
30人以上,TL 調査産業計,平成27,2015,1月,4099965,33304,36976,4096490,935314,19513,23849,930781
30人以上,TL 調査産業計,平成27,2015,2月,4078805,36416,45350,4071760,946046,27330,31528,939959
30人以上,TL 調査産業計,平成27,2015,3月,4034069,45333,62760,4016803,965018,31356,51103,945110
30人以上,TL 調査産業計,平成27,2015,4月,4001442,264175,161131,4106845,940451,73671,57346,954417
30人以上,TL 調査産業計,平成27,2015,5月,4130315,74393,78370,4126772,929908,42270,46321,925423
30人以上,TL 調査産業計,平成27,2015,6月,4125507,54164,52494,4127268,938244,34898,27306,945745
30人以上,TL 調査産業計,平成27,2015,7月,4127950,64157,74866,4117889,953648,31614,28588,956026
30人以上,TL 調査産業計,平成27,2015,8月,4125957,45526,51766,4120128,946685,27624,48072,925826
30人以上,TL 調査産業計,平成27,2015,9月,4109720,42834,51955,4100505,930578,43236,29563,944345
30人以上,TL 調査産業計,平成27,2015,10月,4097725,69735,69211,4098561,937474,47063,35994,948231
30人以上,TL 調査産業計,平成27,2015,11月,4091704,42107,43242,4090726,955089,36945,31842,960035
30人以上,TL 調査産業計,平成27,2015,12月,4103734,31274,46974,4088559,962935,31878,30093,964195
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,2094,42,33,2101,5,1,1,6
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,2209,37,29,2216,9,0,0,9
30人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,1815,36,33,1819,19,0,0,19
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,1690,27,24,1693,37,0,0,37
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,1856,36,29,1862,50,0,0,51
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,1月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,2月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,3月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,4月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,5月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,6月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,7月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,8月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,9月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,10月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,11月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,12月,－,－,－,－,－,－,－,－
30人以上,D 建設業,平成22,2010,年平均,194300,2327,2497,194129,3390,54,104,3341
30人以上,D 建設業,平成23,2011,年平均,190879,2033,2270,190641,3160,58,37,3182
30人以上,D 建設業,平成24,2012,年平均,206826,2647,2621,206883,3297,105,56,3316
30人以上,D 建設業,平成25,2013,年平均,208487,2299,2566,208220,3762,131,25,3868
30人以上,D 建設業,平成26,2014,年平均,207067,2560,2353,207274,4565,130,85,4609
30人以上,D 建設業,平成27,2015,年平均,211504,2346,2007,211844,1689,28,54,1662
30人以上,D 建設業,平成27,2015,1月,208958,646,886,208718,2118,27,27,2118
30人以上,D 建設業,平成27,2015,2月,208784,1273,790,209267,2052,15,15,2052
30人以上,D 建設業,平成27,2015,3月,209582,1284,3244,207623,1737,22,41,1717
30人以上,D 建設業,平成27,2015,4月,207644,9941,4290,213294,1696,28,74,1651
30人以上,D 建設業,平成27,2015,5月,213295,2677,2463,213508,1650,9,352,1308
30人以上,D 建設業,平成27,2015,6月,213280,1306,2286,212301,1536,3,9,1529
30人以上,D 建設業,平成27,2015,7月,212300,1967,2360,211908,1530,48,32,1545
30人以上,D 建設業,平成27,2015,8月,211988,2457,1521,212923,1465,49,0,1515
30人以上,D 建設業,平成27,2015,9月,212923,1560,1659,212824,1515,43,19,1539
30人以上,D 建設業,平成27,2015,10月,212664,2005,1443,213228,1699,45,31,1711
30人以上,D 建設業,平成27,2015,11月,213270,1000,976,213295,1669,39,42,1665
30人以上,D 建設業,平成27,2015,12月,213356,2036,2164,213228,1604,6,9,1601
30人以上,E 製造業,平成22,2010,年平均,488565,6793,7166,488191,27882,897,786,27994
30人以上,E 製造業,平成23,2011,年平均,483178,5829,6216,482789,29683,800,841,29644
30人以上,E 製造業,平成24,2012,年平均,523620,6486,6385,523724,27348,671,598,27419
30人以上,E 製造業,平成25,2013,年平均,515784,5959,6605,515152,28633,572,610,28581
30人以上,E 製造業,平成26,2014,年平均,511761,5523,5861,511441,28853,741,699,28877
30人以上,E 製造業,平成27,2015,年平均,465266,5925,6148,465067,29524,820,883,29437
30人以上,E 製造業,平成27,2015,1月,483383,3437,3726,483090,32349,496,1743,31106
30人以上,E 製造業,平成27,2015,2月,479664,2879,4331,478202,32112,868,1668,31322
30人以上,E 製造業,平成27,2015,3月,466715,3308,4285,465726,30177,846,935,30100
30人以上,E 製造業,平成27,2015,4月,447332,24225,16911,454749,28474,1237,1181,28427
30人以上,E 製造業,平成27,2015,5月,454647,8820,9693,453924,27490,789,842,27287
30人以上,E 製造業,平成27,2015,6月,465218,3562,3820,465065,27549,212,1069,26587
