規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7307175,4350128,2957047,109949,58683,51266,129902,72693,57209,7287222,4336118,2951104,24,13.2,39.8
５人以上,"鉱業,採石業,砂利採取業",1946,1548,398,48,44,4,28,22,6,1966,1570,396,2.8,2.6,3.5
５人以上,建設業,339886,289319,50567,3907,3446,461,3281,2820,461,340512,289945,50567,3.5,1.7,13.8
５人以上,製造業,695956,512069,183887,6025,4123,1902,7593,5255,2338,694388,510937,183451,7.6,2.7,21
５人以上,電気・ガス・熱供給・水道業,21649,19264,2385,86,86,0,32,28,4,21703,19322,2381,13.5,13.5,13.4
５人以上,情報通信業,766850,577202,189648,8145,5256,2889,13283,9902,3381,761712,572556,189156,3.1,1.8,7.3
５人以上,"運輸業,郵便業",450732,358134,92598,7017,4739,2278,5007,3340,1667,452742,359533,93209,19.6,15.6,35.3
５人以上,"卸売業,小売業",1431635,790280,641355,19921,9488,10433,19962,10051,9911,1431594,789717,641877,30.4,15.5,48.7
５人以上,"金融業,保険業",381065,198607,182458,5608,2974,2634,6267,3395,2872,380406,198186,182220,9.6,1.2,18.8
５人以上,"不動産業,物品賃貸業",196026,134797,61229,2209,1178,1031,2306,1387,919,195929,134588,61341,16.1,11.3,26.6
５人以上,"学術研究,専門・技術サービス業",373839,261864,111975,6535,4394,2141,7465,5603,1862,372909,260655,112254,5.4,1.6,14
５人以上,"宿泊業,飲食サービス業",646585,296657,349928,19367,9453,9914,25338,13407,11931,640614,292703,347911,66.6,51.9,78.8
５人以上,"生活関連サービス業,娯楽業",223370,108869,114501,2755,1327,1428,4216,1659,2557,221909,108537,113372,36.1,24.5,47.2
５人以上,"教育,学習支援業",418775,210619,208156,8416,5156,3260,10035,6328,3707,417156,209447,207709,32.8,28.5,37.2
５人以上,"医療,福祉",564472,154813,409659,7554,1892,5662,8480,2003,6477,563546,154702,408844,33.2,26.6,35.8
５人以上,複合サービス事業,19824,10665,9159,60,60,0,171,8,163,19713,10717,8996,21.5,9.3,36.1
５人以上,サービス業（他に分類されないもの）,774565,425421,349144,12296,5067,7229,16438,7485,8953,770423,423003,347420,26.9,14,42.6
30人以上,調査産業計,5077578,3122259,1955319,63582,34934,28648,84717,48522,36195,5056443,3108671,1947772,18,9.3,32
30人以上,"鉱業,採石業,砂利採取業",1946,1548,398,48,44,4,28,22,6,1966,1570,396,2.8,2.6,3.5
30人以上,建設業,211076,183949,27127,957,893,64,1859,1787,72,210174,183055,27119,2.7,1.7,9.3
30人以上,製造業,539486,404519,134967,4069,2914,1155,5556,3863,1693,537999,403570,134429,5.6,2.2,15.9
30人以上,電気・ガス・熱供給・水道業,18524,16139,2385,86,86,0,32,28,4,18578,16197,2381,8.1,7.3,13.4
30人以上,情報通信業,649076,493670,155406,5084,2660,2424,11118,8109,3009,643042,488221,154821,2.2,1,6.1
30人以上,"運輸業,郵便業",368774,296211,72563,6175,4257,1918,4297,3117,1180,370652,297351,73301,19.1,15.5,34
30人以上,"卸売業,小売業",859076,486485,372591,7920,4323,3597,11172,5974,5198,855824,484834,370990,24.1,10.9,41.3
30人以上,"金融業,保険業",318945,164313,154632,4134,2233,1901,5028,3035,1993,318051,163511,154540,9.6,1,18.6
30人以上,"不動産業,物品賃貸業",129803,84868,44935,1112,661,451,1264,649,615,129651,84880,44771,14.2,7.9,26.1
30人以上,"学術研究,専門・技術サービス業",266123,196847,69276,5240,3634,1606,5715,4261,1454,265648,196220,69428,2,0.7,5.8
30人以上,"宿泊業,飲食サービス業",238214,105642,132572,6202,2937,3265,8474,3885,4589,235942,104694,131248,51,35.3,63.6
30人以上,"生活関連サービス業,娯楽業",119396,59547,59849,1221,633,588,1459,519,940,119158,59661,59497,33.9,20.2,47.5
30人以上,"教育,学習支援業",330545,173761,156784,7437,4379,3058,8795,5676,3119,329187,172464,156723,27.1,22.5,32.3
30人以上,"医療,福祉",385086,114561,270525,3641,1098,2543,4538,820,3718,384189,114839,269350,24.5,20.7,26.1
30人以上,複合サービス事業,7124,4502,2622,2,2,0,113,8,105,7013,4496,2517,28.2,13.3,54.7
30人以上,サービス業（他に分類されないもの）,634384,335697,298687,10254,4180,6074,15269,6769,8500,629369,333108,296261,29.1,14.9,45
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
