規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,452164,400516,370933,29583,51648,105436,104035,100127,3908,1401
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－
５人以上,建設業,414550,397464,362930,34534,17086,141183,140271,136995,3276,912
５人以上,製造業,478516,415121,383331,31790,63395,127638,125255,118391,6864,2383
５人以上,電気・ガス・熱供給・水道業,468576,445128,397067,48061,23448,185155,185033,182911,2122,122
５人以上,情報通信業,468200,414514,374081,40433,53686,159863,157578,152654,4924,2285
５人以上,"運輸業,郵便業",430085,408213,356995,51218,21872,132261,131648,115034,16614,613
５人以上,"卸売業,小売業",449914,398440,379192,19248,51474,102739,100083,96898,3185,2656
５人以上,"金融業,保険業",730855,519862,481275,38587,210993,132382,128983,126369,2614,3399
５人以上,"不動産業,物品賃貸業",438980,407090,381861,25229,31890,105488,103085,97413,5672,2403
５人以上,"学術研究,専門・技術サービス業",475399,443390,416387,27003,32009,123913,122010,117794,4216,1903
５人以上,"宿泊業,飲食サービス業",326860,310477,286584,23893,16383,85143,84899,81562,3337,244
５人以上,"生活関連サービス業,娯楽業",331443,320052,301461,18591,11391,96913,96671,93779,2892,242
５人以上,"教育,学習支援業",470857,438500,421829,16671,32357,84912,83847,83069,778,1065
５人以上,"医療,福祉",421174,351872,333159,18713,69302,119006,117146,114687,2459,1860
５人以上,複合サービス事業,465904,369854,351104,18750,96050,138846,138423,135633,2790,423
５人以上,サービス業（他に分類されないもの）,340939,325524,298456,27068,15415,130532,129822,123246,6576,710
30人以上,調査産業計,479548,417444,384207,33237,62104,115836,113675,108986,4689,2161
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－
30人以上,建設業,446380,424240,381421,42819,22140,196445,196288,189769,6519,157
30人以上,製造業,512661,434852,399645,35207,77809,128661,124992,116246,8746,3669
30人以上,電気・ガス・熱供給・水道業,466149,440488,393930,46558,25661,180398,179543,176143,3400,855
30人以上,情報通信業,482700,421614,377092,44522,61086,167147,164317,158329,5988,2830
30人以上,"運輸業,郵便業",437947,412581,357816,54765,25366,149868,148966,128020,20946,902
30人以上,"卸売業,小売業",492276,427044,404318,22726,65232,113901,109194,105249,3945,4707
30人以上,"金融業,保険業",787099,542394,500980,41414,244705,138558,134671,131964,2707,3887
30人以上,"不動産業,物品賃貸業",463870,422329,394136,28193,41541,100575,96614,91834,4780,3961
30人以上,"学術研究,専門・技術サービス業",483529,462294,431189,31105,21235,137991,137169,131361,5808,822
30人以上,"宿泊業,飲食サービス業",346927,335520,312441,23079,11407,83612,83012,79738,3274,600
30人以上,"生活関連サービス業,娯楽業",363539,344637,318706,25931,18902,93576,93445,90560,2885,131
30人以上,"教育,学習支援業",495521,459891,443913,15978,35630,94602,93085,92296,789,1517
30人以上,"医療,福祉",444412,358161,338285,19876,86251,127333,125210,122556,2654,2123
30人以上,複合サービス事業,524251,381594,355184,26410,142657,125271,123452,119366,4086,1819
30人以上,サービス業（他に分類されないもの）,329455,316498,290150,26348,12957,136420,135816,128974,6842,604
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年３月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
