規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7307714,4346096,2961618,124199,68521,55678,156001,75449,80552,7275912,4339168,2936744,24.1,13.9,39.2
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,343197,290285,52912,5562,4789,773,2896,1847,1049,345863,293227,52636,2.5,1.2,10
５人以上,製造業,661584,481208,180376,5295,3469,1826,6080,4129,1951,660799,480548,180251,8.2,2.6,23
５人以上,電気・ガス・熱供給・水道業,13996,11244,2752,73,65,8,77,70,7,13992,11239,2753,1.6,1.8,1
５人以上,情報通信業,766355,572403,193952,10434,8204,2230,10563,5919,4644,766226,574688,191538,3.2,1.2,8.9
５人以上,"運輸業,郵便業",455762,360498,95264,5790,3813,1977,8745,6507,2238,452807,357804,95003,12.8,10.1,23.2
５人以上,"卸売業,小売業",1428367,807162,621205,22435,11391,11044,25313,12437,12876,1425489,806116,619373,30.9,17.1,48.8
５人以上,"金融業,保険業",385140,207257,177883,4294,2007,2287,5496,2825,2671,383938,206439,177499,8.8,2.2,16.5
５人以上,"不動産業,物品賃貸業",197052,129503,67549,3591,2135,1456,3977,1672,2305,196666,129966,66700,15.7,8.9,29.1
５人以上,"学術研究,専門・技術サービス業",390252,264586,125666,6518,4906,1612,5212,2996,2216,391558,266496,125062,6.7,2.5,15.5
５人以上,"宿泊業,飲食サービス業",625004,295283,329721,21442,10784,10658,28191,12818,15373,618255,293249,325006,71.8,58.6,83.7
５人以上,"生活関連サービス業,娯楽業",222022,100690,121332,3716,1823,1893,6088,2557,3531,219650,99956,119694,43.9,32.2,53.6
５人以上,"教育,学習支援業",427126,196915,230211,5641,2834,2807,24166,9641,14525,408601,190108,218493,36.5,32.7,39.8
５人以上,"医療,福祉",577410,149929,427481,11489,2641,8848,10877,3199,7678,578022,149371,428651,35.1,25.9,38.3
５人以上,複合サービス事業,20787,10830,9957,314,0,314,62,59,3,21039,10771,10268,19.1,6.2,32.6
５人以上,サービス業（他に分類されないもの）,793660,468303,325357,17605,9660,7945,18258,8773,9485,793007,469190,323817,22.8,16.2,32.5
30人以上,調査産業計,5072642,3106686,1965956,73150,42171,30979,99838,50145,49693,5045954,3098712,1947242,18.3,10,31.6
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,213453,184837,28616,2506,2147,359,1521,1196,325,214438,185788,28650,0.7,0.5,2
30人以上,製造業,499671,367334,132337,3979,2464,1515,4476,2998,1478,499174,366800,132374,6.2,1.9,18
30人以上,電気・ガス・熱供給・水道業,13996,11244,2752,73,65,8,77,70,7,13992,11239,2753,1.6,1.8,1
30人以上,情報通信業,644602,487686,156916,8507,6558,1949,6666,4344,2322,646443,489900,156543,2.8,0.9,8.6
30人以上,"運輸業,郵便業",375468,297051,78417,5484,3687,1797,8277,6273,2004,372675,294465,78210,10.9,9.1,17.8
30人以上,"卸売業,小売業",862358,497225,365133,12986,7867,5119,13714,6646,7068,861630,498446,363184,25,12.3,42.4
30人以上,"金融業,保険業",320975,172924,148051,3235,1736,1499,4109,2642,1467,320101,172018,148083,8.5,2,16
30人以上,"不動産業,物品賃貸業",131381,85922,45459,924,563,361,1943,1129,814,130362,85356,45006,14.4,7.2,28
30人以上,"学術研究,専門・技術サービス業",279912,201358,78554,4064,3555,509,3263,2220,1043,280713,202693,78020,3.3,1.8,7.2
30人以上,"宿泊業,飲食サービス業",215237,98049,117188,5239,2259,2980,7634,2963,4671,212842,97345,115497,67.3,52.4,79.9
30人以上,"生活関連サービス業,娯楽業",122124,54311,67813,1819,760,1059,3249,1254,1995,120694,53817,66877,40.5,26.4,51.7
30人以上,"教育,学習支援業",340208,163791,176417,3620,1987,1633,22887,9143,13744,320941,156635,164306,32.5,27.9,36.9
30人以上,"医療,福祉",394784,109414,285370,6591,1714,4877,5990,1921,4069,395385,109207,286178,27.5,19.4,30.6
30人以上,複合サービス事業,7348,4745,2603,1,0,1,8,5,3,7341,4740,2601,11.3,6,21
30人以上,サービス業（他に分類されないもの）,651125,370795,280330,14122,6809,7313,16024,7341,8683,649223,370263,278960,24.4,17.7,33.3
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年８月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
