規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,439948,517357,311516,416035,489890,293501,381162,34873,23913,27467,18015
100～499人,394653,460804,272086,368494,426814,260436,341669,26825,26159,33990,11650
100人以上,416017,486914,291376,390917,455935,276612,360296,30621,25100,30979,14764
30～99人,316627,382368,228346,306146,369152,221538,286936,19210,10481,13216,6808
５～29人,259546,323550,178973,251531,312286,175049,238766,12765,8015,11264,3924
30人以上,381044,452618,266799,361088,427466,255137,334482,26606,19956,25152,11662
５人以上,343703,415596,237137,327417,394428,228089,305065,22352,16286,21168,9048
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１０月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
