事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,TL 調査産業計,平成22,2010,年平均,18.7,19.2,17.8,150.3,159.2,135.4,137,143.8,125.7,13.3,15.4,9.7
30人以上,TL 調査産業計,平成23,2011,年平均,18.6,19.2,17.6,149.5,159.2,133.7,136.5,143.9,124.6,13,15.3,9.1
30人以上,TL 調査産業計,平成24,2012,年平均,18.9,19.4,18.1,152.4,162.4,135.7,138.7,145.8,127,13.7,16.6,8.7
30人以上,TL 調査産業計,平成25,2013,年平均,18.6,19.1,17.7,150.1,160,133.6,136.4,143.4,124.7,13.7,16.6,8.9
30人以上,TL 調査産業計,平成26,2014,年平均,18.5,19,17.7,149.9,159.8,133.7,135.9,142.9,124.5,14,16.9,9.2
30人以上,TL 調査産業計,平成27,2015,年平均,18.3,18.8,17.4,147.7,158.3,130.8,134.2,141.7,122.2,13.5,16.6,8.6
30人以上,TL 調査産業計,平成27,2015,1月,17.2,17.8,16.4,139.2,149.2,123,126,133,114.6,13.2,16.2,8.4
30人以上,TL 調査産業計,平成27,2015,2月,17.7,18.3,16.8,144.1,154.8,126.7,130.3,137.8,118.2,13.8,17,8.5
30人以上,TL 調査産業計,平成27,2015,3月,18.6,19.2,17.6,150.5,162.1,132,136.2,144.5,123,14.3,17.6,9
30人以上,TL 調査産業計,平成27,2015,4月,19.3,19.9,18.3,155.4,166.8,137.4,141.3,149.5,128.2,14.1,17.3,9.2
30人以上,TL 調査産業計,平成27,2015,5月,17.5,17.9,16.9,141.3,150.5,126.6,128.1,134.5,117.9,13.2,16,8.7
30人以上,TL 調査産業計,平成27,2015,6月,19.2,19.7,18.3,154.3,165.1,137.1,140.5,148,128.5,13.8,17.1,8.6
30人以上,TL 調査産業計,平成27,2015,7月,19.5,20.1,18.6,159.2,170.9,140.7,145,153.4,131.7,14.2,17.5,9
30人以上,TL 調査産業計,平成27,2015,8月,18,18.5,17.3,145,154.8,129.4,132.4,139.4,121.3,12.6,15.4,8.1
30人以上,TL 調査産業計,平成27,2015,9月,17.8,18.3,17.1,143.7,153.7,127.9,130.9,137.9,119.7,12.8,15.8,8.2
30人以上,TL 調査産業計,平成27,2015,10月,18.3,18.9,17.4,147.4,157.9,130.6,134.1,141.6,122.1,13.3,16.3,8.5
30人以上,TL 調査産業計,平成27,2015,11月,18.2,18.8,17.3,147.4,158.2,130.1,133.8,141.6,121.4,13.6,16.6,8.7
30人以上,TL 調査産業計,平成27,2015,12月,17.9,18.5,17,145,155.5,128.3,131.7,139.2,119.8,13.3,16.3,8.5
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,18.9,19.1,18.5,151.2,152.5,146.2,138.1,139.3,133.6,13.1,13.2,12.6
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,19,19.1,18.7,150.2,151.2,146.7,138.9,139.8,135.7,11.3,11.4,11
30人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,19.6,19.7,19,159.8,163.4,144.9,142.8,145.2,132.8,17,18.2,12.1
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,19.1,19.3,18.5,156.1,158.9,144.7,139.2,140.7,133,16.9,18.2,11.7
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,19,19.2,18.4,156.7,160.2,144,138.2,139.8,132.2,18.5,20.4,11.8
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,1月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,2月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,3月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,4月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,5月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,6月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,7月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,8月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,9月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,10月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,11月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,12月,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,D 建設業,平成22,2010,年平均,19.9,20,18.8,169.2,172.1,150.8,151.7,153.4,140.8,17.5,18.7,10
30人以上,D 建設業,平成23,2011,年平均,19.9,20,18.9,169.4,172,151.3,151.2,152.6,141.3,18.2,19.4,10
30人以上,D 建設業,平成24,2012,年平均,20.8,21,19.4,180.9,183.1,166.5,155.6,156.4,150.5,25.3,26.7,16
30人以上,D 建設業,平成25,2013,年平均,20.4,20.7,19,177.2,179.3,163.2,153.7,154.6,147.5,23.5,24.7,15.7
30人以上,D 建設業,平成26,2014,年平均,20.4,20.6,19,176.3,178.4,162.8,152.3,153.1,147,24,25.3,15.8
