規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17,17.7,15.9,135.4,147.5,117.4,123.7,132.7,110.3,11.7,14.8,7.1
５人以上,"鉱業,採石業,砂利採取業",-,-,-,-,-,-,-,-,-,-,-,-
５人以上,建設業,18,18.2,16.6,154.4,157.6,136.7,136.4,138.1,126.8,18,19.5,9.9
５人以上,製造業,17.3,17.7,16.5,145.1,150.8,129.7,132.4,136.4,121.5,12.7,14.4,8.2
５人以上,電気・ガス・熱供給・水道業,17.7,17.8,17,148.6,149.4,144.3,134.8,135.3,132.3,13.8,14.1,12
５人以上,情報通信業,17.6,18,16.7,153.3,158.4,138.6,134.1,137.3,124.9,19.2,21.1,13.7
５人以上,"運輸業,郵便業",18.4,18.8,17.1,157,163.3,133,138.5,142.6,122.8,18.5,20.7,10.2
５人以上,"卸売業,小売業",17.2,18,16.3,133.8,145.6,119,125.6,135.6,113,8.2,10,6
５人以上,"金融業,保険業",17.5,18,16.8,146.2,156.8,132.7,128.6,135.2,120.3,17.6,21.6,12.4
５人以上,"不動産業,物品賃貸業",17.9,18.4,16.9,145.8,153.5,129,132.8,138.9,119.3,13,14.6,9.7
５人以上,"学術研究,専門・技術サービス業",16.8,17.4,15.7,139.7,146.3,126.6,125.4,130.2,115.9,14.3,16.1,10.7
５人以上,"宿泊業,飲食サービス業",15,16.5,13.7,104.3,128.3,84,97.6,117.3,80.9,6.7,11,3.1
５人以上,"生活関連サービス業,娯楽業",17.7,18.9,16.6,138.8,151.2,127.8,128.3,138.6,119.2,10.5,12.6,8.6
５人以上,"教育,学習支援業",14,14.2,13.9,99,98.6,99.2,95.1,94.3,95.8,3.9,4.3,3.4
５人以上,"医療,福祉",16.3,16.2,16.3,116.3,124.1,113.6,110.6,117.7,108.1,5.7,6.4,5.5
５人以上,複合サービス事業,17.1,17.3,16.8,135.3,140.2,129.5,128.4,132.1,124.1,6.9,8.1,5.4
５人以上,サービス業（他に分類されないもの）,17.4,18,16.4,138.6,149.6,122,126.7,134.7,114.7,11.9,14.9,7.3
30人以上,調査産業計,17.2,17.8,16.4,139.2,149.2,123,126,133,114.6,13.2,16.2,8.4
30人以上,"鉱業,採石業,砂利採取業",-,-,-,-,-,-,-,-,-,-,-,-
30人以上,建設業,17.6,17.9,16,154.4,157,138.1,133.1,134.7,123.1,21.3,22.3,15
30人以上,製造業,17.4,17.6,16.5,146.4,151.2,132.2,133,136.5,122.8,13.4,14.7,9.4
30人以上,電気・ガス・熱供給・水道業,18,18.3,17,152.3,154.3,144.3,137.4,138.7,132.3,14.9,15.6,12
30人以上,情報通信業,17.6,18,16.6,153.5,158.6,137.9,133.2,136.4,123.5,20.3,22.2,14.4
30人以上,"運輸業,郵便業",18.3,18.6,17.4,157.8,162.7,137.8,138.7,141.9,125.8,19.1,20.8,12
30人以上,"卸売業,小売業",17.8,18.3,17,139.6,149.7,125.8,129.9,138,118.8,9.7,11.7,7
30人以上,"金融業,保険業",17.5,18,16.8,147.2,157.6,134.2,128.3,134.4,120.7,18.9,23.2,13.5
30人以上,"不動産業,物品賃貸業",17.9,18.4,16.9,143.4,151.8,127.6,129.8,136.5,117.1,13.6,15.3,10.5
30人以上,"学術研究,専門・技術サービス業",16.9,17.4,15.6,142.1,147.5,129.8,125.2,129.2,116.1,16.9,18.3,13.7
30人以上,"宿泊業,飲食サービス業",15.4,16.7,14.4,105.9,127.8,89.1,99.6,117.5,85.9,6.3,10.3,3.2
30人以上,"生活関連サービス業,娯楽業",16.8,18.1,15.8,129.6,138.6,121.8,118.3,125,112.5,11.3,13.6,9.3
30人以上,"教育,学習支援業",14.1,14.3,14,100.9,100.7,101.2,96.9,96.3,97.5,4,4.4,3.7
30人以上,"医療,福祉",17.4,17.2,17.4,124.8,131.5,122.4,118.5,124.4,116.3,6.3,7.1,6.1
30人以上,複合サービス事業,17.5,18.1,16.3,139.5,146.4,126.3,130.8,135.1,122.6,8.7,11.3,3.7
30人以上,サービス業（他に分類されないもの）,17.4,18.1,16.5,137.8,149,121.6,126.1,134.4,114.2,11.7,14.6,7.4
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
