規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.8,18.5,16.8,141.9,154,124,130.6,139.7,117.1,11.3,14.3,6.9
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,19.6,19.8,18.3,166.3,169.8,147.2,150.7,152.8,139.2,15.6,17,8
５人以上,製造業,18.5,18.7,17.9,152.7,157.6,139.5,141.6,145.2,132.1,11.1,12.4,7.4
５人以上,電気・ガス・熱供給・水道業,17.4,17.5,17.1,164.9,167.4,154.4,148.5,149.8,143.2,16.4,17.6,11.2
５人以上,情報通信業,18.9,19.1,18.3,162.2,166.1,150.9,144.4,146.8,137.5,17.8,19.3,13.4
５人以上,"運輸業,郵便業",19.3,19.6,18.1,170,176.7,144.7,149.8,154.1,133.4,20.2,22.6,11.3
５人以上,"卸売業,小売業",18.2,18.8,17.3,139.8,151.2,124.9,131.8,141.2,119.6,8,10,5.3
５人以上,"金融業,保険業",18.2,18.6,17.8,151.6,161.9,139.9,134,139.8,127.4,17.6,22.1,12.5
５人以上,"不動産業,物品賃貸業",18.7,19.3,17.4,151.1,160.5,132.9,137.3,144.3,123.8,13.8,16.2,9.1
５人以上,"学術研究,専門・技術サービス業",18.4,18.8,17.4,151.9,157.1,140.8,137.3,140.9,129.6,14.6,16.2,11.2
５人以上,"宿泊業,飲食サービス業",15.2,16.8,13.7,108.5,130.5,88.7,101.3,119.8,84.7,7.2,10.7,4
５人以上,"生活関連サービス業,娯楽業",18.1,18.7,17.5,138.8,148.9,130.5,130.7,139.5,123.4,8.1,9.4,7.1
５人以上,"教育,学習支援業",12.2,12.1,12.3,86,85.6,86.3,82.8,82.3,83.3,3.2,3.3,3
５人以上,"医療,福祉",17.2,17.2,17.3,124.2,132.7,121.2,119.1,125.8,116.7,5.1,6.9,4.5
５人以上,複合サービス事業,17.5,17.8,17.1,138.5,143.4,133.1,132.8,136.4,128.8,5.7,7,4.3
５人以上,サービス業（他に分類されないもの）,18.5,19.1,17.8,147,156.8,132.9,135.3,142.2,125.4,11.7,14.6,7.5
30人以上,調査産業計,18,18.5,17.3,145,154.8,129.4,132.4,139.4,121.3,12.6,15.4,8.1
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,19.3,19.5,18,165.8,168.3,148.8,147,148.4,137.7,18.8,19.9,11.1
30人以上,製造業,18.4,18.5,17.8,153,157.1,142,141,143.8,133.4,12,13.3,8.6
30人以上,電気・ガス・熱供給・水道業,17.4,17.5,17.1,164.9,167.4,154.4,148.5,149.8,143.2,16.4,17.6,11.2
30人以上,情報通信業,18.9,19.1,18.1,162.9,167,150.2,143.7,146.5,135.1,19.2,20.5,15.1
30人以上,"運輸業,郵便業",19,19.2,18.2,168.3,173.7,147.9,149.2,152.7,135.9,19.1,21,12
30人以上,"卸売業,小売業",18.6,19,18.1,144.4,153.5,131.8,135.2,142.4,125.3,9.2,11.1,6.5
30人以上,"金融業,保険業",18.2,18.5,17.8,152.2,162,140.9,133.2,138.3,127.3,19,23.7,13.6
30人以上,"不動産業,物品賃貸業",18.9,19.2,18.1,150.5,158,136.1,137.2,143,126.2,13.3,15,9.9
30人以上,"学術研究,専門・技術サービス業",18.3,18.7,17.4,152.4,156.1,142.9,135.5,138.1,128.8,16.9,18,14.1
30人以上,"宿泊業,飲食サービス業",15.6,16.7,14.6,109.5,128.9,93,103.4,119.7,89.6,6.1,9.2,3.4
30人以上,"生活関連サービス業,娯楽業",17.7,18.4,17.1,135.9,146.4,127.5,125.9,135.2,118.5,10,11.2,9
30人以上,"教育,学習支援業",12.1,11.8,12.4,86,84.4,87.6,82.9,81.2,84.5,3.1,3.2,3.1
30人以上,"医療,福祉",18,17.8,18.1,130.6,136.6,128.3,125.2,130,123.4,5.4,6.6,4.9
30人以上,複合サービス事業,17.5,17.9,16.7,141.5,144.1,136.8,133.8,134.6,132.3,7.7,9.5,4.5
30人以上,サービス業（他に分類されないもの）,18.5,19,17.8,145.3,155,132.5,133.6,140.2,124.9,11.7,14.8,7.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年８月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
