規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5380863,327231,206495,5505762,1764347,123615,110011,1773788
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,329870,14298,8184,335983,8140,411,491,8061
５人以上,製造業,579409,26934,18275,588272,52477,1807,2011,52069
５人以上,電気・ガス・熱供給・水道業,19619,2525,1632,20533,1668,132,260,1519
５人以上,情報通信業,724299,41658,25608,740397,38176,2938,2034,39032
５人以上,"運輸業,郵便業",393734,18249,10679,401305,54894,1933,2018,54808
５人以上,"卸売業,小売業",964492,49900,31688,983332,448895,15990,19889,444368
５人以上,"金融業,保険業",345264,24526,16070,355162,34370,812,1560,32180
５人以上,"不動産業,物品賃貸業",161040,10943,4897,167224,31641,1560,1619,31444
５人以上,"学術研究,専門・技術サービス業",349560,21662,8854,362407,27359,1432,1419,27333
５人以上,"宿泊業,飲食サービス業",160562,9423,5112,165141,446367,29363,33012,442450
５人以上,"生活関連サービス業,娯楽業",129104,7948,7253,130030,89488,4540,4692,89105
５人以上,"教育,学習支援業",252838,27350,25626,254911,145264,36863,20904,160874
５人以上,"医療,福祉",359298,35841,20515,375503,199485,14254,11549,201311
５人以上,複合サービス事業,16867,3145,1680,18333,2922,281,41,3161
５人以上,サービス業（他に分類されないもの）,594907,32829,20422,607229,183201,11299,8512,186073
30人以上,調査産業計,4001442,264175,161131,4106845,940451,73671,57346,954417
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,207644,9941,4290,213294,1696,28,74,1651
30人以上,製造業,447332,24225,16911,454749,28474,1237,1181,28427
30人以上,電気・ガス・熱供給・水道業,17926,2004,1111,18840,236,2,0,217
30人以上,情報通信業,614447,34837,22528,626601,30217,1789,1632,30529
30人以上,"運輸業,郵便業",331422,17086,9970,338538,35886,1035,1095,35826
30人以上,"卸売業,小売業",624599,36511,20667,640543,221998,8191,8326,221763
30人以上,"金融業,保険業",290557,19664,13452,298211,27829,691,1397,25681
30人以上,"不動産業,物品賃貸業",106465,8623,3084,112142,20890,953,1386,20319
30人以上,"学術研究,専門・技術サービス業",255678,16544,5890,266372,12529,762,365,12886
30人以上,"宿泊業,飲食サービス業",64896,5391,1536,68858,150300,7807,11671,146329
30人以上,"生活関連サービス業,娯楽業",71200,5092,4728,71700,46814,2471,2810,46339
30人以上,"教育,学習支援業",212368,23243,21972,213578,99377,31071,15565,114944
30人以上,"医療,福祉",273792,31359,15077,290647,103903,7597,4807,106120
30人以上,複合サービス事業,6309,1348,1074,6583,658,55,1,712
30人以上,サービス業（他に分類されないもの）,476807,28307,18841,486189,159644,9982,7036,162674
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年４月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
