規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7220980,4296996,2923984,131147,62298,68849,186897,91838,95059,7165230,4267456,2897774,24.8,14,40.8
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,340083,289647,50436,2496,2147,349,4569,3253,1316,338010,288541,49469,2.4,1.1,9.9
５人以上,製造業,652633,474335,178298,5532,3613,1919,6259,4201,2058,651906,473747,178159,8.2,2.8,22.6
５人以上,電気・ガス・熱供給・水道業,21321,17718,3603,23,19,4,57,47,10,21287,17690,3597,7.8,9.2,0.9
５人以上,情報通信業,765990,566788,199202,8886,5508,3378,12401,7964,4437,762475,564332,198143,5.4,2.4,14.2
５人以上,"運輸業,郵便業",450526,357022,93504,6552,3627,2925,8450,5548,2902,448628,355101,93527,12.6,10,22.4
５人以上,"卸売業,小売業",1423807,799640,624167,23092,10391,12701,33512,16193,17319,1413387,793838,619549,32.1,17.3,51.1
５人以上,"金融業,保険業",381195,211477,169718,2892,1386,1506,4453,2528,1925,379634,210335,169299,8.7,1.8,17.3
５人以上,"不動産業,物品賃貸業",193248,131656,61592,2635,1859,776,3202,2204,998,192681,131311,61370,17.8,11.3,31.6
５人以上,"学術研究,専門・技術サービス業",375951,257110,118841,5125,3610,1515,4157,2781,1376,376919,257939,118980,6.7,2.5,15.7
５人以上,"宿泊業,飲食サービス業",618736,283127,335609,26582,10627,15955,38389,17551,20838,606929,276203,330726,73.7,58.4,86.4
５人以上,"生活関連サービス業,娯楽業",222339,99843,122496,5722,2077,3645,9469,4548,4921,218592,97372,121220,42.5,29.7,52.8
５人以上,"教育,学習支援業",415735,201300,214435,7064,3290,3774,24697,10953,13744,398102,193637,204465,35.7,31.3,39.9
５人以上,"医療,福祉",562817,144232,418585,11649,3508,8141,15683,4246,11437,558783,143494,415289,35.6,26.5,38.8
５人以上,複合サービス事業,19854,10981,8873,226,78,148,291,185,106,19789,10874,8915,14.8,5.2,26.4
５人以上,サービス業（他に分類されないもの）,776745,452120,324625,22671,10558,12113,21308,9636,11672,778108,453042,325066,24.1,17.7,33.2
30人以上,調査産業計,4999087,3077193,1921894,76689,39465,37224,113863,57559,56304,4961913,3059099,1902814,19,10.3,33.1
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,211319,183940,27379,1306,1177,129,3285,2657,628,209340,182460,26880,0.8,0.4,3.5
30人以上,製造業,496892,368152,128740,4154,2817,1337,5220,3650,1570,495826,367319,128507,6.1,2,17.7
30人以上,電気・ガス・熱供給・水道業,18196,14593,3603,23,19,4,57,47,10,18162,14565,3597,1.3,1.4,0.9
30人以上,情報通信業,647708,483307,164401,7002,3999,3003,10046,6089,3957,644664,481217,163447,5.2,2.1,14.5
30人以上,"運輸業,郵便業",368166,294585,73581,5798,2975,2823,6656,4799,1857,367308,292761,74547,10.1,8.5,16.4
30人以上,"卸売業,小売業",851664,497469,354195,12481,6916,5565,17548,9314,8234,846597,495071,351526,26.3,13.2,44.9
30人以上,"金融業,保険業",319182,176907,142275,2515,1265,1250,3311,1802,1509,318386,176370,142016,8.3,1.8,16.5
30人以上,"不動産業,物品賃貸業",128457,84123,44334,1611,957,654,2713,1715,998,127355,83365,43990,16.4,7.8,32.7
30人以上,"学術研究,専門・技術サービス業",268038,192703,75335,3273,2341,932,3104,1886,1218,268207,193158,75049,3.8,1.8,8.9
30人以上,"宿泊業,飲食サービス業",218791,97944,120847,7547,2953,4594,11142,5064,6078,215196,95833,119363,70.6,55.6,82.6
30人以上,"生活関連サービス業,娯楽業",118898,51989,66909,2554,927,1627,3438,1308,2130,118014,51608,66406,39.9,24.4,51.9
30人以上,"教育,学習支援業",327667,163282,164385,2139,898,1241,18061,8007,10054,311745,156173,155572,30.4,25,35.7
30人以上,"医療,福祉",383010,103356,279654,5018,2504,2514,10333,2798,7535,377695,103062,274633,27.6,18.9,30.8
30人以上,複合サービス事業,7171,4703,2468,7,5,2,211,145,66,6967,4563,2404,9.4,3.8,20.1
30人以上,サービス業（他に分類されないもの）,633928,360140,273788,21261,9712,11549,18738,8278,10460,636451,361574,274877,25.7,19.3,34.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年３月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
