事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成22,2010,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成23,2011,年平均,99.5,100.8,101.2,99.2,101.8,100,100.9,98.5,99.3,97.6,100,99.4,102,98,96.8,96.3,100.6
５人以上,平成24,2012,年平均,100.4,87.7,103,100.6,101.6,101.6,97.8,98.8,99.6,96,104.2,100.6,104.2,98.3,98,95,102.9
５人以上,平成25,2013,年平均,98.4,52.2,100.8,99.6,97.5,99.6,95.2,97.9,98.9,96.8,102,95.4,101,93.1,95.8,96,101.4
５人以上,平成26,2014,年平均,97.3,18.4,99.2,99.2,96.5,99.3,92.7,97.6,98.1,100.2,100.3,90.9,98.4,90.2,94.5,98.1,101.4
５人以上,平成27,2015,年平均,97.8,－,102,99.2,98.6,98.8,96.8,97.3,97.6,100,96.7,94.6,97.1,90.4,95.8,99.3,101.5
５人以上,平成27,2015,1月,91.9,－,90.7,91.3,92,93.1,91.2,92.2,93.2,94.4,87.5,91.9,96.2,85.6,88.9,91.7,95.9
５人以上,平成27,2015,2月,95.9,－,102.6,100.7,91.9,96.2,94.7,95,92,97.7,96.7,89.8,97.8,89.3,93.7,94.4,99
５人以上,平成27,2015,3月,99.4,－,106,101.8,105.9,103.9,93.7,96.7,102.5,102.2,99.8,93.4,95,93.9,95.4,106.8,103.8
５人以上,平成27,2015,4月,102.6,－,108.9,105.3,104.8,105.1,100.6,101.7,104.5,106.7,102.3,95.2,99.9,97.1,98.2,110.3,105.4
５人以上,平成27,2015,5月,93.5,－,96,93.5,86.1,92.6,92.6,92.9,90.9,95.5,90.9,95.4,97.2,88.1,94.1,88.5,97.3
５人以上,平成27,2015,6月,101.9,－,106.1,104,105.8,102.8,97.7,101.9,103.2,102.3,102.3,94.6,100.6,97.1,102.3,106.8,105.5
