事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成22,2010,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成23,2011,年平均,99.2,91.3,113.6,103.6,115.2,99.7,98.9,92.7,97,97,98.5,91.8,106,94.7,79.3,84.1,103.7
５人以上,平成24,2012,年平均,101.5,100.2,132,106.7,93.9,97.2,90,97.5,101.8,78.8,111.2,104.8,92,82.6,86.5,76.3,109.2
５人以上,平成25,2013,年平均,101.4,61.1,122.3,111.7,86.9,96,81.5,106.9,109.4,83.5,111.1,97.8,89.7,88.4,92.7,80.6,104.9
５人以上,平成26,2014,年平均,102,24.9,119.3,108.7,79.5,96.9,77.6,108,113.9,108.6,106.7,94,116.9,91.3,93.6,66.4,105.5
５人以上,平成27,2015,年平均,102.4,－,123.5,102.1,87.2,92.3,94,113.1,117,112.9,88.8,109.8,92.3,92.6,85.5,73.4,101.4
５人以上,平成27,2015,1月,100,－,119.2,105.8,75.8,93.2,87.7,109.3,111.4,104,84.1,106.3,111.7,90.7,87.7,64.5,97.5
５人以上,平成27,2015,2月,104.3,－,139.7,119.2,85.2,96.1,88.2,108,112,113.6,92.9,100,101.1,95.3,86.2,66.4,103.3
５人以上,平成27,2015,3月,108.5,－,142.4,118.3,97.3,102.4,89.6,113.3,127.2,119.2,95.9,101.6,87.2,104.7,87.7,86.9,104.9
５人以上,平成27,2015,4月,106.8,－,137.1,107.5,87.9,100,94.3,114.7,129.1,113.6,88.2,109.5,85.1,104.7,83.1,70.1,104.1
５人以上,平成27,2015,5月,99.1,－,125.8,95,73.1,88.8,84.8,105.3,117.7,108,86.5,107.9,98.9,90.7,81.5,56.1,104.1
５人以上,平成27,2015,6月,102.6,－,123.8,97.5,80.2,92.7,87.2,122.7,119.6,107.2,96.5,96.8,103.2,90.7,86.2,70.1,101.6
５人以上,平成27,2015,7月,106.8,－,124.5,97.5,86.3,89.8,100.9,142.7,122.2,116.8,87.1,119,88.3,88.4,86.2,66.4,102.5
５人以上,平成27,2015,8月,96.6,－,103.3,92.5,90.1,86.4,95.7,106.7,111.4,110.4,85.9,114.3,86.2,74.4,78.5,53.3,95.9
５人以上,平成27,2015,9月,98.3,－,115.2,92.5,82.4,86.9,97.6,104,108.2,112,83.5,112.7,79.8,83.7,86.2,66.4,102.5
５人以上,平成27,2015,10月,100.9,－,113.9,96.7,98.9,90.3,99.5,110.7,116.5,119.2,85.3,109.5,83,95.3,84.6,75.7,100.8
５人以上,平成27,2015,11月,102.6,－,119.9,101.7,100.5,91.3,99.5,109.3,116.5,120.8,91.8,119,90.4,104.7,92.3,85,96.7
５人以上,平成27,2015,12月,102.6,－,117.2,100.8,88.5,89.8,102.8,110.7,112.7,110.4,88.2,120.6,92.6,88.4,86.2,119.6,102.5
５人以上,平成23,2011,年平均（前年比（％））,-0.8,-8.7,13.6,3.6,15.2,-0.3,-1.1,-7.2,-3.1,-3.2,-1.2,-7.9,5.3,-5.5,-20.6,-15.9,4.1
５人以上,平成24,2012,年平均（前年比（％））,2.3,9.7,16.2,3,-18.5,-2.5,-9,5.2,4.9,-18.8,12.9,14.2,-13.2,-12.8,9.1,-9.3,5.3
５人以上,平成25,2013,年平均（前年比（％））,-0.1,-39,-7.3,4.7,-7.5,-1.2,-9.4,9.6,7.5,6,-0.1,-6.7,-2.5,7,7.2,5.6,-3.9
５人以上,平成26,2014,年平均（前年比（％））,0.6,-59.2,-2.5,-2.7,-8.5,0.9,-4.8,1,4.1,30.1,-4,-3.9,30.3,3.3,1,-17.6,0.6
５人以上,平成27,2015,年平均（前年比（％））,0.4,－,3.5,-6.1,9.7,-4.7,21.1,4.7,2.7,4,-16.8,16.8,-21,1.4,-8.7,10.5,-3.9
５人以上,平成27,2015,1月（前年同月比（％））,1.3,－,8.4,8.7,-10.3,-2.1,-0.5,2.5,6.2,8.7,-11.5,9.8,5.7,15.8,-6.4,6.3,-2.5
５人以上,平成27,2015,2月（前年同月比（％））,3.3,－,16.5,4.9,0.4,-1.3,16.5,1.2,6.6,15.4,-16.8,5.5,-5.1,7,-3.1,2.8,-1.2
５人以上,平成27,2015,3月（前年同月比（％））,0.1,－,8.5,1.8,-0.6,0.4,6,-0.4,11.7,5.5,-19.5,5,-24.2,7.6,-6.8,9.6,-9.8
５人以上,平成27,2015,4月（前年同月比（％））,-3.7,－,2.9,-7.6,-0.6,-1.7,17.4,-7.1,6.3,-6.6,-26.6,6.5,-37.1,-12,-14.8,-8.2,-5.2
５人以上,平成27,2015,5月（前年同月比（％））,-3.2,－,11.8,-9,-5.6,-10,15.5,-4.2,-1.2,-0.3,-26.1,17.9,-25.2,-12.4,-13.7,-8.3,-0.1
５人以上,平成27,2015,6月（前年同月比（％））,2.7,－,8.8,-5.2,1.6,-4.8,20.9,16,3.7,-4.2,-12,6.6,-18.4,0,-8.9,16.6,0.8
５人以上,平成27,2015,7月（前年同月比（％））,2.8,－,7.1,-10.5,8.8,-11.2,24.6,34.6,4.6,3.4,-22.2,30.1,-31.4,-3,-9.1,6.8,-4.9
５人以上,平成27,2015,8月（前年同月比（％））,-0.6,－,-11.3,-7.8,31.1,-8.7,29.7,4.7,-0.9,11.9,-13.6,22.2,-17.3,2.5,-11.3,20.9,-4.7
５人以上,平成27,2015,9月（前年同月比（％））,3,－,-2.1,-12.3,12.9,-8.8,52.3,4.8,4.2,5.9,-5.9,18.1,-23.9,-0.1,-2.8,20.3,-0.3
５人以上,平成27,2015,10月（前年同月比（％））,0.6,－,4.5,-15.3,21.9,-4.8,40.3,5.6,-5.2,6.5,-18.1,24.1,-23.3,6.5,-11.3,4.1,-3.3
