規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,473488,565863,313008,458039,546555,304263,419264,38775,15449,19308,8745
100～499人,369487,440799,250287,349606,414925,240424,319799,29807,19881,25874,9863
100人以上,417524,499008,278879,399690,476190,269525,365741,33949,17834,22818,9354
30～99人,302933,362044,219267,296130,353396,215076,275585,20545,6803,8648,4191
５～29人,264566,330777,183487,250622,313449,173686,238337,12285,13944,17328,9801
30人以上,378371,454409,256985,364306,436205,249527,334937,29369,14065,18204,7458
５人以上,343590,419462,232042,329562,401506,223789,305414,24148,14028,17956,8253
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
