規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,457950,538298,321236,418988,493762,291760,381509,37479,38962,44536,29476
100～499人,451074,519912,325884,361032,419679,254377,334203,26829,90042,100233,71507
100人以上,454280,528376,323667,388059,453782,272205,356264,31795,66221,74594,51462
30～99人,324630,395712,228898,303917,367570,218190,283877,20040,20713,28142,10708
５～29人,266085,333265,184403,252883,316572,175446,240042,12841,13202,16693,8957
30人以上,409802,485979,287587,359193,426230,251641,331430,27763,50609,59749,35946
５人以上,365595,442682,252191,326492,395140,225503,303319,23173,39103,47542,26688
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年３月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
