規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5408643,61806,85183,5385700,1812337,69341,101714,1779530
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,332061,2155,4343,329874,8022,341,226,8136
５人以上,製造業,599450,4030,5153,598246,53183,1502,1106,53660
５人以上,電気・ガス・熱供給・水道業,19648,21,50,19619,1673,2,7,1668
５人以上,情報通信業,722919,7767,9678,721004,43071,1119,2723,41471
５人以上,"運輸業,郵便業",392702,5201,5875,391988,57824,1351,2575,56640
５人以上,"卸売業,小売業",965064,10012,15286,959730,458743,13080,18226,453657
５人以上,"金融業,保険業",348099,2319,3840,346572,33096,573,613,33062
５人以上,"不動産業,物品賃貸業",158997,2026,2530,158474,34251,609,672,34207
５人以上,"学術研究,専門・技術サービス業",350669,3868,2990,351689,25282,1257,1167,25230
５人以上,"宿泊業,飲食サービス業",161368,3438,4797,159898,457368,23144,33592,447031
５人以上,"生活関連サービス業,娯楽業",127036,1857,3286,125701,95303,3865,6183,92891
５人以上,"教育,学習支援業",258205,1808,4006,256007,157530,5256,20691,142095
５人以上,"医療,福祉",364307,4669,9163,359814,198510,6980,6520,198969
５人以上,複合サービス事業,16875,225,233,16867,2979,1,58,2922
５人以上,サービス業（他に分類されないもの）,591243,12410,13953,590217,185502,10261,7355,187891
30人以上,調査産業計,4034069,45333,62760,4016803,965018,31356,51103,945110
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,209582,1284,3244,207623,1737,22,41,1717
30人以上,製造業,466715,3308,4285,465726,30177,846,935,30100
30人以上,電気・ガス・熱供給・水道業,17955,21,50,17926,241,2,7,236
30人以上,情報通信業,613061,6096,7998,611052,34647,906,2048,33612
30人以上,"運輸業,郵便業",331173,4447,5326,330255,36993,1351,1330,37053
30人以上,"卸売業,小売業",626284,7469,10085,623704,225380,5012,7463,222893
30人以上,"金融業,保険業",292532,1999,2698,291826,26650,516,613,26560
30人以上,"不動産業,物品賃貸業",107786,1077,2362,106482,20671,534,351,20873
30人以上,"学術研究,専門・技術サービス業",257530,2439,2095,258017,10508,834,1009,10190
30人以上,"宿泊業,飲食サービス業",63317,1185,1174,63346,155474,6362,9968,151850
30人以上,"生活関連サービス業,娯楽業",70961,864,875,70949,47937,1690,2563,47065
30人以上,"教育,学習支援業",218504,954,2352,217106,109163,1185,15709,94639
30人以上,"医療,福祉",278389,2721,7495,273636,104621,2297,2838,104059
30人以上,複合サービス事業,6456,6,153,6309,715,1,58,658
30人以上,サービス業（他に分類されないもの）,473824,11463,12568,472846,160104,9798,6170,163605
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年３月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
