事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成22,2010,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
５人以上,平成23,2011,年平均,99.4,101.1,104.3,102.9,93.5,104.5,97,96.5,96.5,91.8,101.8,99.7,105.8,97.4,98.5,87.2,95.1
５人以上,平成24,2012,年平均,99.3,82.2,102.4,100.8,91.9,103.7,100.5,98.4,97.1,90,104.5,99.8,112.1,91.7,96.3,82.3,97.3
５人以上,平成25,2013,年平均,99.6,46.8,101.4,100.1,87.1,101.2,107,98.7,102.4,98.4,99,95.8,109.1,94.6,95.5,90.7,99.2
５人以上,平成26,2014,年平均,96.6,15.3,98.7,99,82,94.9,106.4,96.5,102,101.5,96.3,91.5,103.9,86.8,90.7,92.9,98.4
５人以上,平成27,2015,年平均,95.7,－,99.2,99.4,84.3,92.2,102.5,96.8,101.8,100.1,95.5,93,93,84.6,88.8,94.1,99.9
５人以上,平成27,2015,1月,79.4,－,82.4,76.1,63.9,74.7,88.1,80.6,77.3,83.1,81.9,87.8,90.6,68.8,76.8,73.3,87.3
５人以上,平成27,2015,2月,78.3,－,82.2,76.5,62.5,74.5,86.9,79.1,77.1,82.7,76.7,84,87.1,67.3,77.1,71.2,85.7
５人以上,平成27,2015,3月,86,－,84.2,86.6,67.2,83,88.5,85.3,105.5,86.2,84.2,88.8,85.9,71.4,85.9,88.8,88.4
５人以上,平成27,2015,4月,82,－,86,78.8,76.5,76,92.2,84,78,91.4,85,88.8,91.9,70.8,78.8,80.1,89.1
５人以上,平成27,2015,5月,82.9,－,81,77.8,62.1,73.6,87.9,82,121,83.3,83.5,87.6,85.4,65.3,74.7,69.3,88.1
５人以上,平成27,2015,6月,141.3,－,127.8,148.6,136.3,154.8,141.4,131.3,192,140.2,139.3,99.1,109.9,144.1,124.2,167,134
５人以上,平成27,2015,7月,108.3,－,140.3,131,82.9,91.5,125.8,122.4,84.5,104.1,108.8,103.8,101.4,76.4,95.5,75.5,110
５人以上,平成27,2015,8月,79.4,－,81.9,77.2,71,74.6,86.7,80.8,75.7,82.2,87.3,88.6,86.6,66.7,74.2,71.4,88.6
５人以上,平成27,2015,9月,79.7,－,83,77,69,77.3,83.4,79.7,83.5,84.2,81.6,88.6,86.1,68.7,74,69.9,87.5
５人以上,平成27,2015,10月,80.8,－,83.8,78.8,72.9,76.1,86.5,80.4,80.8,80.8,86.7,88.7,85.3,71.4,77.9,77.9,90.2
５人以上,平成27,2015,11月,83,－,93.7,82.2,71.7,84.6,85.1,83.3,83.1,92.6,77.8,89.7,83.5,67.6,80.1,75.5,89.2
５人以上,平成27,2015,12月,167.2,－,164.7,202.5,175.8,165.4,177,172.4,162.8,190,153.9,120.7,122.6,176.1,145.7,208.9,160.3
５人以上,平成23,2011,年平均（前年比（％））,-0.6,1.1,4.3,2.9,-6.5,4.5,-3,-3.5,-3.5,-8.2,1.8,-0.3,5.8,-2.6,-1.5,-12.8,-4.9
５人以上,平成24,2012,年平均（前年比（％））,-0.1,-18.7,-1.8,-2,-1.7,-0.8,3.6,2,0.6,-2,2.7,0.1,6,-5.9,-2.2,-5.6,2.3
５人以上,平成25,2013,年平均（前年比（％））,0.3,-43.1,-1,-0.7,-5.2,-2.4,6.5,0.3,5.5,9.3,-5.3,-4,-2.7,3.2,-0.8,10.2,2
５人以上,平成26,2014,年平均（前年比（％））,-3,-67.3,-2.7,-1.1,-5.9,-6.2,-0.6,-2.2,-0.4,3.2,-2.7,-4.5,-4.8,-8.2,-5,2.4,-0.8
５人以上,平成27,2015,年平均（前年比（％））,-0.9,－,0.5,0.4,2.8,-2.8,-3.7,0.3,-0.2,-1.4,-0.8,1.6,-10.5,-2.5,-2.1,1.3,1.5
５人以上,平成27,2015,1月（前年同月比（％））,-2.7,－,-7.3,-4.6,-7.9,-3.2,-7.4,-2.1,-4.6,0.5,-1.3,-0.1,-3.4,-2.5,-1.3,-0.4,3.4
５人以上,平成27,2015,2月（前年同月比（％））,-2.5,－,-1.8,-2.5,-9.7,-4.2,-1.4,-3.7,1.2,2.6,-4.4,-4.7,-8.5,-4.8,-1.7,-3.4,0.2
５人以上,平成27,2015,3月（前年同月比（％））,-0.2,－,-5.1,0.7,-4.5,-1,-4.5,-5,22.2,-0.1,2.9,-1.2,-11.1,-9,9.8,-8.6,-3
