規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.1,161.1,145.8,15.3,13.4,80.7,78,2.7
５人以上,"鉱業,採石業,砂利採取業",-,-,-,-,-,-,-,-
５人以上,建設業,20.2,176.5,155,21.5,16.2,100.1,96.9,3.2
５人以上,製造業,19.3,164.3,149.1,15.2,16.5,111.7,107.6,4.1
５人以上,電気・ガス・熱供給・水道業,17.5,152.3,135.6,16.7,13.3,104,102.8,1.2
５人以上,情報通信業,18.4,161.6,140.9,20.7,14.5,104.1,99.8,4.3
５人以上,"運輸業,郵便業",19.2,170.3,150.3,20,16.2,109.6,101.3,8.3
５人以上,"卸売業,小売業",19.4,160.4,149.8,10.6,14.5,89,86.3,2.7
５人以上,"金融業,保険業",17.5,149.4,130.3,19.1,14,87.7,86,1.7
５人以上,"不動産業,物品賃貸業",19.3,162.9,146.9,16,14.5,90.2,85.4,4.8
５人以上,"学術研究,専門・技術サービス業",18.9,159.3,142.5,16.8,14.1,95.5,92,3.5
５人以上,"宿泊業,飲食サービス業",21.1,179.4,163,16.4,12.5,73.5,70.9,2.6
５人以上,"生活関連サービス業,娯楽業",20.2,172.5,159.8,12.7,14,87.8,83.8,4
５人以上,"教育,学習支援業",18.4,140.9,134.6,6.3,7.9,42.4,42,0.4
５人以上,"医療,福祉",19.5,152.6,144.7,7.9,12.4,66.9,65.4,1.5
５人以上,複合サービス事業,17.9,145.1,137.1,8,15.8,106.1,104.1,2
５人以上,サービス業（他に分類されないもの）,18.9,157.6,142.3,15.3,15.6,93.5,90.1,3.4
30人以上,調査産業計,18.7,158.3,142,16.3,13.7,82.6,79.8,2.8
30人以上,"鉱業,採石業,砂利採取業",-,-,-,-,-,-,-,-
30人以上,建設業,19.6,175.7,151.3,24.4,14.9,107.8,101.9,5.9
30人以上,製造業,18.7,160.1,144.9,15.2,15.6,108.3,103.4,4.9
30人以上,電気・ガス・熱供給・水道業,17.4,151.8,135.4,16.4,13.9,115.4,114.6,0.8
30人以上,情報通信業,18.2,160.1,138.6,21.5,14.6,107,101.8,5.2
30人以上,"運輸業,郵便業",19,169.5,149.1,20.4,15.6,112.2,101.9,10.3
30人以上,"卸売業,小売業",18.8,157.3,145.1,12.2,15.7,94.9,92.2,2.7
30人以上,"金融業,保険業",17.4,149.6,128.9,20.7,14.1,90,88.1,1.9
30人以上,"不動産業,物品賃貸業",18.8,158,140.9,17.1,15.8,82.7,81.1,1.6
30人以上,"学術研究,専門・技術サービス業",18.4,158.1,138.8,19.3,14.2,99.6,95,4.6
30人以上,"宿泊業,飲食サービス業",20.7,175.3,159.6,15.7,12.5,70.6,68.5,2.1
30人以上,"生活関連サービス業,娯楽業",18.7,160.1,144.2,15.9,13.2,83.9,81.1,2.8
30人以上,"教育,学習支援業",18.2,138.8,132.6,6.2,6.8,39.1,38.6,0.5
30人以上,"医療,福祉",19.6,153,145.1,7.9,13.2,68.8,67.3,1.5
30人以上,複合サービス事業,18.1,146.8,136.4,10.4,12.7,86.3,84.1,2.2
30人以上,サービス業（他に分類されないもの）,18.7,155.2,140.1,15.1,16.2,96.8,93.1,3.7
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年２月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
