規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,426374,498631,300161,413814,485622,288387,378427,35387,12560,13009,11774
100～499人,376786,440996,258912,357605,417808,247087,331085,26520,19181,23188,11825
100人以上,399792,467480,278376,383683,448969,266575,353049,30634,16109,18511,11801
30～99人,307670,373386,220843,300984,365254,216069,282662,18322,6686,8132,4774
５～29人,263451,329027,183011,249836,312138,173413,237591,12245,13615,16889,9598
30人以上,368247,437762,256211,355365,422529,247117,328947,26418,12882,15233,9094
５人以上,336061,406934,231171,322954,391231,221905,300889,22065,13107,15703,9266
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
