規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.5,163,148.3,14.7,13.8,83,80.1,2.9
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,20.3,173.7,156.1,17.6,15.4,97.8,96.2,1.6
５人以上,製造業,18.8,157.8,145.5,12.3,16.2,106.7,104.2,2.5
５人以上,電気・ガス・熱供給・水道業,19.2,168.4,150.1,18.3,14.6,124.9,124.3,0.6
５人以上,情報通信業,19,164.3,145.1,19.2,14.4,95.5,92.7,2.8
５人以上,"運輸業,郵便業",19.5,177.1,154.5,22.6,14.5,106.6,96,10.6
５人以上,"卸売業,小売業",19.6,161.3,150.5,10.8,14.9,91.8,89.1,2.7
５人以上,"金融業,保険業",19.2,161.4,141.3,20.1,15,93.6,91.9,1.7
５人以上,"不動産業,物品賃貸業",20.3,169.4,152.7,16.7,14.1,84.3,78.3,6
５人以上,"学術研究,専門・技術サービス業",18.7,155.6,140.2,15.4,13.5,91.7,89.9,1.8
５人以上,"宿泊業,飲食サービス業",21.3,185,168.2,16.8,13.2,78.8,75.7,3.1
５人以上,"生活関連サービス業,娯楽業",20.3,174.1,163.3,10.8,14.9,92.8,88.9,3.9
５人以上,"教育,学習支援業",19.9,144.5,138.4,6.1,8.5,42.9,42.5,0.4
５人以上,"医療,福祉",19.8,155.4,147.5,7.9,12.5,65.9,64.9,1
５人以上,複合サービス事業,19.4,159.2,149.8,9.4,16.4,112.7,110.3,2.4
５人以上,サービス業（他に分類されないもの）,19.3,161.9,146.9,15,15.8,96.4,92.7,3.7
30人以上,調査産業計,19.3,161.7,146.1,15.6,14.2,85.1,82,3.1
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,20,174.8,153.3,21.5,13.5,92,88.6,3.4
30人以上,製造業,18.7,157.9,144.8,13.1,15.9,108.3,105,3.3
30人以上,電気・ガス・熱供給・水道業,19.2,168.4,150.1,18.3,14.6,124.9,124.3,0.6
30人以上,情報通信業,19,165.1,144.7,20.4,13.4,87.5,85.1,2.4
30人以上,"運輸業,郵便業",19.2,174.3,153,21.3,14.3,108.4,96.1,12.3
30人以上,"卸売業,小売業",19.4,159.8,148.1,11.7,16.3,100.5,97.2,3.3
30人以上,"金融業,保険業",19.2,162.8,140.9,21.9,15,94.7,92.8,1.9
30人以上,"不動産業,物品賃貸業",19.8,165.2,148.5,16.7,15.1,84.2,79.4,4.8
30人以上,"学術研究,専門・技術サービス業",18.4,153.9,136.6,17.3,12.9,88.7,85.7,3
30人以上,"宿泊業,飲食サービス業",20.5,177.1,163.9,13.2,13.3,75,72.7,2.3
30人以上,"生活関連サービス業,娯楽業",19.7,167.7,154,13.7,14.4,90.9,87.4,3.5
30人以上,"教育,学習支援業",20,142.9,136.8,6.1,7.9,41.4,41.1,0.3
30人以上,"医療,福祉",20,156,148.2,7.8,13.8,69,67.9,1.1
30人以上,複合サービス事業,19.5,159.6,149.1,10.5,15.7,110.8,107.5,3.3
30人以上,サービス業（他に分類されないもの）,19.3,161.3,145.9,15.4,16.2,98.9,94.9,4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１０月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
