規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.2,161.9,147,14.9,13.7,83,79.9,3.1
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,20.3,175.4,157.3,18.1,16.3,103.1,101,2.1
５人以上,製造業,18.9,159,146.2,12.8,16.5,111.1,106.6,4.5
５人以上,電気・ガス・熱供給・水道業,17.4,153.8,137.4,16.4,13.3,116,115.5,0.5
５人以上,情報通信業,18.6,160.8,141.8,19,13.6,91.1,87.9,3.2
５人以上,"運輸業,郵便業",19.6,176.4,153.3,23.1,16,112.2,100.4,11.8
５人以上,"卸売業,小売業",19.5,160.7,149.9,10.8,15,92.5,89.8,2.7
５人以上,"金融業,保険業",18.8,159,139.6,19.4,14.8,92.7,91.1,1.6
５人以上,"不動産業,物品賃貸業",19.5,163.8,148.5,15.3,14.4,88.4,82.4,6
５人以上,"学術研究,専門・技術サービス業",18.6,155.4,139.5,15.9,13,90,87.6,2.4
５人以上,"宿泊業,飲食サービス業",21.8,189.7,170.9,18.8,13.3,80.4,76.9,3.5
５人以上,"生活関連サービス業,娯楽業",20.7,174,161.9,12.1,14.1,90.5,86.3,4.2
５人以上,"教育,学習支援業",18.1,137.3,131.4,5.9,8.1,41.5,41,0.5
５人以上,"医療,福祉",19.4,156.2,148.2,8,12.2,65.6,64.5,1.1
５人以上,複合サービス事業,19.9,166.5,151.8,14.7,17,114.2,109.5,4.7
５人以上,サービス業（他に分類されないもの）,19,159,143.8,15.2,15.5,94.8,90.8,4
30人以上,調査産業計,18.9,159.3,143.7,15.6,14,84.2,80.9,3.3
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,ー
30人以上,建設業,20.1,177,155.1,21.9,15.5,104.6,99.9,4.7
30人以上,製造業,18.5,156.3,143,13.3,16,113.3,107.2,6.1
30人以上,電気・ガス・熱供給・水道業,17.4,153.8,137.4,16.4,13.3,116,115.5,0.5
30人以上,情報通信業,18.4,160.2,140.3,19.9,12.9,83.9,81.5,2.4
30人以上,"運輸業,郵便業",19.2,172.7,151.4,21.3,16.1,114,100.1,13.9
30人以上,"卸売業,小売業",19.1,157.8,146.1,11.7,16.2,100.5,97.2,3.3
30人以上,"金融業,保険業",18.7,158.7,137.9,20.8,14.8,93.5,91.7,1.8
30人以上,"不動産業,物品賃貸業",19.1,159.8,144.3,15.5,15.8,84.2,81.2,3
30人以上,"学術研究,専門・技術サービス業",18.3,154.1,136.3,17.8,12.5,86.3,83,3.3
30人以上,"宿泊業,飲食サービス業",20.9,182,165.7,16.3,13.5,78.3,75.6,2.7
30人以上,"生活関連サービス業,娯楽業",19.9,165.2,149.4,15.8,13.4,86.5,82.6,3.9
30人以上,"教育,学習支援業",18.2,135.4,129.8,5.6,7.4,39.1,38.6,0.5
30人以上,"医療,福祉",19.2,155.7,148,7.7,13,67.1,65.8,1.3
30人以上,複合サービス事業,20.1,168.2,150.6,17.6,17.6,132.5,121.4,11.1
30人以上,サービス業（他に分類されないもの）,18.8,157.6,142.1,15.5,15.9,97.4,93,4.4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１２月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
