規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,486876,459492,420404,39088,27384,134211,132913,125502,7411,1298
100～499人,445692,415005,384019,30986,30687,120924,119049,114540,4509,1875
100人以上,465407,436301,401436,34865,29106,126644,125017,119258,5759,1627
30～99人,393937,380101,355204,24897,13836,99981,98902,95630,3272,1079
５～29人,356984,344504,326066,18438,12480,94665,94207,91040,3167,458
30人以上,442608,418373,386688,31685,24235,113452,112096,107568,4528,1356
５人以上,420737,399505,371204,28301,21232,104651,103716,99825,3891,935
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１０月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
