規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5531248,63127,74212,5522511,1776466,61072,81789,1753401
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,334772,5013,2459,337132,8425,549,437,8731
５人以上,製造業,607475,4125,4830,606850,54109,1170,1250,53949
５人以上,電気・ガス・熱供給・水道業,13775,67,77,13766,221,6,0,226
５人以上,情報通信業,740626,9163,9300,741925,25729,1271,1263,24301
５人以上,"運輸業,郵便業",396233,3087,4511,394812,59529,2703,4234,57995
５人以上,"卸売業,小売業",987879,9965,12780,985333,440488,12470,12533,440156
５人以上,"金融業,保険業",351597,3444,4828,350214,33543,850,668,33724
５人以上,"不動産業,物品賃貸業",167607,1633,3498,165747,29445,1958,479,30919
５人以上,"学術研究,専門・技術サービス業",363838,5887,4652,365340,26414,631,560,26218
５人以上,"宿泊業,飲食サービス業",175316,3281,4493,174354,449688,18161,23698,443901
５人以上,"生活関連サービス業,娯楽業",125627,912,3226,123313,96395,2804,2862,96337
５人以上,"教育,学習支援業",260465,1221,2309,259379,166661,4420,21857,149222
５人以上,"医療,福祉",376861,3076,4790,375371,200549,8413,6087,202651
５人以上,複合サービス事業,17025,1,7,17019,3762,313,55,4020
５人以上,サービス業（他に分類されないもの）,612152,12252,12452,611956,181508,5353,5806,181051
30人以上,調査産業計,4125957,45526,51766,4120128,946685,27624,48072,925826
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,211988,2457,1521,212923,1465,49,0,1515
30人以上,製造業,469416,3046,4070,468401,30255,933,406,30773
30人以上,電気・ガス・熱供給・水道業,13775,67,77,13766,221,6,0,226
30人以上,情報通信業,626113,8079,5984,628521,18489,428,682,17922
30人以上,"運輸業,郵便業",333276,2961,4277,331963,42192,2523,4000,40712
30人以上,"卸売業,小売業",647075,8440,9116,646472,215283,4546,4598,215158
30人以上,"金融業,保険業",293946,2666,3656,292957,27029,569,453,27144
30人以上,"不動産業,物品賃貸業",112496,647,1571,111577,18885,277,372,18785
30人以上,"学術研究,専門・技術サービス業",270626,3821,3030,271416,9286,243,233,9297
30人以上,"宿泊業,飲食サービス業",70106,602,1085,69625,145131,4637,6549,143217
30人以上,"生活関連サービス業,娯楽業",73021,368,1528,71861,49103,1451,1721,48833
30人以上,"教育,学習支援業",217826,875,2060,216642,122382,2745,20827,104299
30人以上,"医療,福祉",287740,1958,3035,286663,107044,4633,2955,108722
30人以上,複合サービス事業,6517,1,7,6511,831,0,1,830
30人以上,サービス業（他に分類されないもの）,492036,9538,10749,490830,159089,4584,5275,158393
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年８月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
