規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.5,155.5,141.1,14.4,13.5,81.9,79.1,2.8
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,19,165.2,145.8,19.4,14.5,90.4,88.8,1.6
５人以上,製造業,18,152.5,140.4,12.1,15.4,103,99.7,3.3
５人以上,電気・ガス・熱供給・水道業,16.4,141.8,127.6,14.2,13.2,103,102.4,0.6
５人以上,情報通信業,17.9,156,137,19,11,74,71.6,2.4
５人以上,"運輸業,郵便業",18.9,166.5,147.4,19.1,15.6,105.3,96.7,8.6
５人以上,"卸売業,小売業",18.7,153.7,143.6,10.1,14.9,92.5,89.5,3
５人以上,"金融業,保険業",17.6,147.9,127.7,20.2,13.7,85.7,84.1,1.6
５人以上,"不動産業,物品賃貸業",19.1,161,145.6,15.4,14.2,83.1,78.3,4.8
５人以上,"学術研究,専門・技術サービス業",17.8,149.3,133.7,15.6,12.1,80.4,78.9,1.5
５人以上,"宿泊業,飲食サービス業",21.1,185,168.2,16.8,13.4,79.4,76.3,3.1
５人以上,"生活関連サービス業,娯楽業",20.5,172.7,159.4,13.3,14.7,96.5,92.6,3.9
５人以上,"教育,学習支援業",18,137.3,131.4,5.9,8.2,41.6,41.1,0.5
５人以上,"医療,福祉",19.5,151.9,144.5,7.4,12.2,66.1,65,1.1
５人以上,複合サービス事業,16.7,136.3,129.5,6.8,14.7,98,96.5,1.5
５人以上,サービス業（他に分類されないもの）,18.3,154.2,138.9,15.3,15.1,93.6,89.9,3.7
30人以上,調査産業計,18.3,154.3,138.8,15.5,13.9,83.6,80.6,3
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,18.9,167.2,144.6,22.6,12.1,79.6,78.2,1.4
30人以上,製造業,18,152.8,139.5,13.3,14.9,103.3,99.2,4.1
30人以上,電気・ガス・熱供給・水道業,16.3,141.3,127.1,14.2,12.1,103.2,102.7,0.5
30人以上,情報通信業,17.9,156.5,136.5,20,10.5,72.1,68.9,3.2
30人以上,"運輸業,郵便業",18.8,166.2,146.8,19.4,15.7,111.5,100.3,11.2
30人以上,"卸売業,小売業",18.4,151.6,140.4,11.2,16.2,99.2,95.9,3.3
30人以上,"金融業,保険業",17.5,147.9,126,21.9,13.8,88.2,86.5,1.7
30人以上,"不動産業,物品賃貸業",18.5,157.5,140.4,17.1,15.1,81.8,76.7,5.1
30人以上,"学術研究,専門・技術サービス業",17.7,149.5,131.5,18,11.6,81.1,78.8,2.3
30人以上,"宿泊業,飲食サービス業",20.2,177.8,163.5,14.3,13.5,77,74.2,2.8
30人以上,"生活関連サービス業,娯楽業",19.7,164.4,147.3,17.1,14.4,91.8,88.5,3.3
30人以上,"教育,学習支援業",18,135.9,129.8,6.1,7.5,38,37.6,0.4
30人以上,"医療,福祉",19.8,153.4,146.2,7.2,13.4,71.8,70.9,0.9
30人以上,複合サービス事業,17,137.9,129.2,8.7,13.8,92.9,90.1,2.8
30人以上,サービス業（他に分類されないもの）,18.2,152.9,137.8,15.1,15.7,97.4,93.4,4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年５月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
