規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.1,18.8,17,143.5,156,124.9,131.7,141.1,117.7,11.8,14.9,7.2
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,20.1,20.5,18.2,171.7,176.1,147,154.5,157.6,137.1,17.2,18.5,9.9
５人以上,製造業,18.6,18.9,17.8,153.8,159.3,139.5,142.2,146.4,131.4,11.6,12.9,8.1
５人以上,電気・ガス・熱供給・水道業,19.1,19.2,18.6,167.7,170.1,158.6,149.7,151,144.7,18,19.1,13.9
５人以上,情報通信業,18.8,19.1,17.9,161.9,166.9,147.3,143.3,146.5,133.7,18.6,20.4,13.6
５人以上,"運輸業,郵便業",18.8,19.3,17.2,167.5,175.7,138.2,146.5,151.8,127.5,21,23.9,10.7
５人以上,"卸売業,小売業",18.1,19,17,139.8,152.5,123.1,131.5,142,117.7,8.3,10.5,5.4
５人以上,"金融業,保険業",18.8,19.4,18,155.2,167.7,140.7,136.8,144.5,127.8,18.4,23.2,12.9
５人以上,"不動産業,物品賃貸業",19.2,20.1,17.6,155,165.7,134.5,140.1,148.2,124.7,14.9,17.5,9.8
５人以上,"学術研究,専門・技術サービス業",18.3,18.8,17.2,151.4,157.6,138.4,136.9,141.3,127.7,14.5,16.3,10.7
５人以上,"宿泊業,飲食サービス業",15.5,16.8,14.2,108.2,129,89.2,101.3,118.7,85.4,6.9,10.3,3.8
５人以上,"生活関連サービス業,娯楽業",18,18.8,17.3,138.8,148.5,131.1,131,139.7,124.1,7.8,8.8,7
５人以上,"教育,学習支援業",15.9,16.1,15.7,108.7,108.5,108.9,104.6,103.9,105.3,4.1,4.6,3.6
５人以上,"医療,福祉",17.2,17.3,17.2,124,133.9,120.6,118.5,126.9,115.6,5.5,7,5
５人以上,複合サービス事業,18.8,19.7,17.8,150.6,161.2,139.1,142.5,151.4,132.9,8.1,9.8,6.2
５人以上,サービス業（他に分類されないもの）,18.5,19,17.7,146.3,155.6,132.3,134,140.8,123.8,12.3,14.8,8.5
30人以上,調査産業計,18.3,18.9,17.4,147.4,157.9,130.6,134.1,141.6,122.1,13.3,16.3,8.5
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,20,20.3,17.9,174.1,177.8,150.7,152.8,155.3,136.7,21.3,22.5,14
30人以上,製造業,18.5,18.8,17.8,155,159.6,142.6,142.5,145.8,133.5,12.5,13.8,9.1
30人以上,電気・ガス・熱供給・水道業,19.1,19.2,18.6,167.7,170.1,158.6,149.7,151,144.7,18,19.1,13.9
30人以上,情報通信業,18.8,19.2,17.8,162.8,167.8,146.7,142.9,146.4,131.7,19.9,21.4,15
30人以上,"運輸業,郵便業",18.7,19,17.3,166.8,173.8,141.6,146.5,150.9,130.6,20.3,22.9,11
30人以上,"卸売業,小売業",18.6,19.2,17.8,145.2,155.8,130.7,135.6,144,124.1,9.6,11.8,6.6
30人以上,"金融業,保険業",18.8,19.5,18,156.9,169.6,142.1,136.7,144.4,127.8,20.2,25.2,14.3
30人以上,"不動産業,物品賃貸業",19,19.7,17.7,151.9,161.3,134,137.1,144.6,122.9,14.8,16.7,11.1
30人以上,"学術研究,専門・技術サービス業",18.2,18.7,17,151.7,156.5,139.4,134.9,138.4,125.8,16.8,18.1,13.6
30人以上,"宿泊業,飲食サービス業",15.5,16.6,14.7,106.8,124.2,92.2,101.1,115.5,89,5.7,8.7,3.2
30人以上,"生活関連サービス業,娯楽業",17.4,18.7,16.5,134.7,146.3,126.6,125.4,136,117.9,9.3,10.3,8.7
30人以上,"教育,学習支援業",16.2,16.3,16,110.7,111.2,110.1,106.4,106.5,106.3,4.3,4.7,3.8
30人以上,"医療,福祉",18.3,17.9,18.4,132.1,138.2,129.7,126.1,131.4,124,6,6.8,5.7
30人以上,複合サービス事業,19.1,19.9,17.6,155,161.7,141.8,145.2,149.7,136.3,9.8,12,5.5
30人以上,サービス業（他に分類されないもの）,18.5,19.1,17.7,145.3,155.4,131.4,132.8,140.1,122.8,12.5,15.3,8.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１０月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
