規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.7,18.4,16.6,141.3,154.4,122,129.1,138.8,114.9,12.2,15.6,7.1
５人以上,"鉱業,採石業,砂利採取業",-,-,-,-,-,-,-,-,-,-,-,-
５人以上,建設業,20.1,20.3,18.8,174.7,178.3,154.9,153.6,155.5,142.9,21.1,22.8,12
５人以上,製造業,19.1,19.3,18.4,160,166,144.2,145.7,149.5,135.7,14.3,16.5,8.5
５人以上,電気・ガス・熱供給・水道業,17.1,17.2,16.6,148.5,149.7,142.4,133,133.8,129.4,15.5,15.9,13
５人以上,情報通信業,18.2,18.5,17.4,158.4,163.5,143.9,138.6,141.8,129.6,19.8,21.7,14.3
５人以上,"運輸業,郵便業",18.8,19.1,17.6,162.9,169.2,138.1,144.3,148.5,127.9,18.6,20.7,10.2
５人以上,"卸売業,小売業",17.9,18.7,16.8,137.9,151.1,121.6,129.8,141,115.9,8.1,10.1,5.7
５人以上,"金融業,保険業",17.2,17.8,16.5,144.3,155.7,130,126.6,133.5,118,17.7,22.2,12
５人以上,"不動産業,物品賃貸業",18.5,19,17.4,150.9,159.5,132.8,136.7,143.3,122.9,14.2,16.2,9.9
５人以上,"学術研究,専門・技術サービス業",18.5,19,17.6,154.4,161.1,141,138.6,142.7,130.4,15.8,18.4,10.6
５人以上,"宿泊業,飲食サービス業",14.8,16.4,13.5,101.9,125,82,95.6,114.8,79.1,6.3,10.2,2.9
５人以上,"生活関連サービス業,娯楽業",17.9,18.7,17.1,141.1,153.3,130.4,131.6,141.9,122.6,9.5,11.4,7.8
５人以上,"教育,学習支援業",14.4,14.2,14.5,103.3,101.5,104.9,99.2,97.1,101.2,4.1,4.4,3.7
５人以上,"医療,福祉",17,16.7,17.1,122.6,129.4,120.3,117,122.7,115,5.6,6.7,5.3
５人以上,複合サービス事業,17.6,17.9,17.2,139.3,144.4,133,132.2,135.9,127.6,7.1,8.5,5.4
５人以上,サービス業（他に分類されないもの）,18.2,18.8,17.2,143,154.7,125.6,130.4,138.7,118.1,12.6,16,7.5
30人以上,調査産業計,17.7,18.3,16.8,144.1,154.8,126.7,130.3,137.8,118.2,13.8,17,8.5
30人以上,"鉱業,採石業,砂利採取業",-,-,-,-,-,-,-,-,-,-,-,-
30人以上,建設業,19.6,19.8,18.5,175.1,177.3,161.2,150.8,152,143.4,24.3,25.3,17.8
30人以上,製造業,18.5,18.7,17.9,156.8,161.5,143.4,142.3,145.3,133.6,14.5,16.2,9.8
30人以上,電気・ガス・熱供給・水道業,17.4,17.6,16.6,151.3,153.4,142.4,135.1,136.5,129.4,16.2,16.9,13
30人以上,情報通信業,18,18.4,17,157.2,162.7,141.3,136.6,140.1,126.5,20.6,22.6,14.8
30人以上,"運輸業,郵便業",18.7,18.9,17.5,163.8,169.2,141.6,144.4,148,129.8,19.4,21.2,11.8
30人以上,"卸売業,小売業",18.1,18.7,17.2,141.6,152.7,126.6,131.8,140.7,119.7,9.8,12,6.9
30人以上,"金融業,保険業",17.1,17.7,16.3,144.7,156.4,130.2,125.6,132.3,117.2,19.1,24.1,13
30人以上,"不動産業,物品賃貸業",18.3,18.9,17.4,146.9,156.1,130.1,132.1,139.1,119.2,14.8,17,10.9
30人以上,"学術研究,専門・技術サービス業",18.2,18.6,17.3,154.8,159.3,144.2,136.3,138.9,130.3,18.5,20.4,13.9
30人以上,"宿泊業,飲食サービス業",14.9,16.3,13.9,101.9,121.8,85.3,95.7,111.7,82.4,6.2,10.1,2.9
30人以上,"生活関連サービス業,娯楽業",16.7,17.6,15.9,132.3,145,121.5,121.2,131.6,112.4,11.1,13.4,9.1
30人以上,"教育,学習支援業",14.4,14.3,14.5,105.5,104.9,106.1,101.2,100.4,102,4.3,4.5,4.1
30人以上,"医療,福祉",17.9,17.5,18,130.6,137.4,128,124.4,130.2,122.2,6.2,7.2,5.8
30人以上,複合サービス事業,17.6,18.2,16.5,140.7,147.7,127.6,131.1,135.3,123.2,9.6,12.4,4.4
30人以上,サービス業（他に分類されないもの）,18.1,18.7,17.2,141.2,152.8,124.9,128.8,137.1,117.2,12.4,15.7,7.7
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年２月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
