規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.6,173.1,157.5,15.6,14.1,84.3,81.4,2.9
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,21.5,187.2,166.1,21.1,16.7,105.8,103,2.8
５人以上,製造業,20.4,171.8,158.2,13.6,17.2,116.2,111.7,4.5
５人以上,電気・ガス・熱供給・水道業,20.2,174,156.9,17.1,14,110.3,108.2,2.1
５人以上,情報通信業,20.4,176.7,155.2,21.5,14.7,102.9,99.4,3.5
５人以上,"運輸業,郵便業",20.6,181.9,160.5,21.4,16.3,109.5,101,8.5
５人以上,"卸売業,小売業",21,172.2,161.1,11.1,15.1,93.7,90.7,3
５人以上,"金融業,保険業",20,170.9,148.7,22.2,14.5,91.2,89.4,1.8
５人以上,"不動産業,物品賃貸業",21.3,179.2,163.1,16.1,15.2,89.6,85.6,4
５人以上,"学術研究,専門・技術サービス業",20.4,168.9,152.9,16,13.6,88.7,86.9,1.8
５人以上,"宿泊業,飲食サービス業",21.9,190.3,173.1,17.2,13.2,78,74.9,3.1
５人以上,"生活関連サービス業,娯楽業",21.3,180.4,169.6,10.8,14.5,91.7,87.9,3.8
５人以上,"教育,学習支援業",20,153.2,146.5,6.7,8.8,44.4,43.7,0.7
５人以上,"医療,福祉",20.7,161.3,153.6,7.7,13,68.3,67,1.3
５人以上,複合サービス事業,21.1,170.1,161.7,8.4,18,120.6,118.7,1.9
５人以上,サービス業（他に分類されないもの）,20.3,168.7,153.2,15.5,16.6,99,95.3,3.7
30人以上,調査産業計,20.4,171.4,154.7,16.7,14.6,87,83.9,3.1
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,21.5,189.8,165.8,24,16.5,116.4,111.8,4.6
30人以上,製造業,20,169.6,155,14.6,16.4,114.3,108.5,5.8
30人以上,電気・ガス・熱供給・水道業,20.1,174,157.1,16.9,14.5,121.4,120.8,0.6
30人以上,情報通信業,20.2,176.1,153.6,22.5,14.8,106.9,102.5,4.4
30人以上,"運輸業,郵便業",20.4,182,160.1,21.9,16.3,114.8,103.9,10.9
30人以上,"卸売業,小売業",20.7,170.2,157.7,12.5,16.4,100.2,97,3.2
30人以上,"金融業,保険業",19.8,170.9,147.2,23.7,14.6,93.5,91.6,1.9
30人以上,"不動産業,物品賃貸業",21,178.1,159.9,18.2,16.3,87.3,83.8,3.5
30人以上,"学術研究,専門・技術サービス業",20.2,168,149.7,18.3,13.3,89.6,87.2,2.4
30人以上,"宿泊業,飲食サービス業",21.1,182.4,167.2,15.2,13.3,75.7,73.1,2.6
30人以上,"生活関連サービス業,娯楽業",20.6,174.6,161.4,13.2,14.1,88.5,85.7,2.8
30人以上,"教育,学習支援業",20.1,152.7,146,6.7,8.1,41.9,41.1,0.8
30人以上,"医療,福祉",20.9,161.6,154.3,7.3,14.5,72,70.6,1.4
30人以上,複合サービス事業,21,167.9,156.5,11.4,15,104.6,101.8,2.8
30人以上,サービス業（他に分類されないもの）,20,166,150.7,15.3,17.2,102.4,98.5,3.9
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年４月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
