事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,TL 調査産業計,平成22,2010,年平均,414539,506532,273664,334309,404054,227504,312668,21641,80230,102478,46160
５人以上,TL 調査産業計,平成23,2011,年平均,411804,505786,270160,331586,402825,224220,309969,21617,80218,102961,45940
５人以上,TL 調査産業計,平成24,2012,年平均,405792,498335,266376,330092,400894,223430,306816,23276,75700,97441,42946
５人以上,TL 調査産業計,平成25,2013,年平均,410458,503854,269632,330137,400333,224292,306389,23748,80321,103521,45340
５人以上,TL 調査産業計,平成26,2014,年平均,412977,508464,272426,329759,400917,225018,305545,24214,83218,107547,47408
５人以上,TL 調査産業計,平成27,2015,年平均,406806,497268,273714,326216,393912,226620,303724,22492,80590,103356,47094
５人以上,TL 調査産業計,平成27,2015,1月,336061,406934,231171,322954,391231,221905,300889,22065,13107,15703,9266
５人以上,TL 調査産業計,平成27,2015,2月,330504,400666,226952,324087,392837,222619,301493,22594,6417,7829,4333
５人以上,TL 調査産業計,平成27,2015,3月,365595,442682,252191,326492,395140,225503,303319,23173,39103,47542,26688
５人以上,TL 調査産業計,平成27,2015,4月,349982,423974,242033,330441,399018,230394,306848,23593,19541,24956,11639
５人以上,TL 調査産業計,平成27,2015,5月,354198,432912,239529,324703,391901,226810,302646,22057,29495,41011,12719
５人以上,TL 調査産業計,平成27,2015,6月,601328,749062,386217,328171,394683,231326,306172,21999,273157,354379,154891
５人以上,TL 調査産業計,平成27,2015,7月,459870,566662,303156,328268,395985,228895,305208,23060,131602,170677,74261
５人以上,TL 調査産業計,平成27,2015,8月,337606,408674,232959,325134,392287,226251,303409,21725,12472,16387,6708
５人以上,TL 調査産業計,平成27,2015,9月,339029,410107,233825,325497,392357,226536,304400,21097,13532,17750,7289
５人以上,TL 調査産業計,平成27,2015,10月,343703,415596,237137,327417,394428,228089,305065,22352,16286,21168,9048
５人以上,TL 調査産業計,平成27,2015,11月,351717,427420,239428,326122,393980,225470,302848,23274,25595,33440,13958
５人以上,TL 調査産業計,平成27,2015,12月,708841,880107,456958,325321,393160,225549,302397,22924,383520,486947,231409
５人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,724801,797216,459031,491681,538549,319673,467836,23845,233120,258667,139358
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,710396,782261,453871,483929,529682,320612,463539,20390,226467,252579,133259
５人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,740894,801547,481075,509794,547903,346548,484915,24879,231100,253644,134527
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,722319,777690,499823,504386,542137,352692,476157,28229,217933,235553,147131
５人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,728865,794186,486760,509908,551163,357000,479598,30310,218957,243023,129760
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,1月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,2月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,3月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,4月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,5月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,6月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,7月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,8月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,9月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,10月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,11月,－,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,12月,－,－,－,－,－,－,－,－,－,－,－
５人以上,D 建設業,平成22,2010,年平均,467402,500332,287208,389652,416767,241276,361786,27866,77750,83565,45932
５人以上,D 建設業,平成23,2011,年平均,484502,516190,302730,398867,424675,250826,368768,30099,85635,91515,51904
５人以上,D 建設業,平成24,2012,年平均,481421,513497,314429,410547,437815,268585,378797,31750,70874,75682,45844
５人以上,D 建設業,平成25,2013,年平均,488167,517913,317596,409552,434896,264222,377702,31850,78615,83017,53374
５人以上,D 建設業,平成26,2014,年平均,501012,532976,317793,410086,436104,260950,379520,30566,90926,96872,56843
５人以上,D 建設業,平成27,2015,年平均,481224,511016,315443,390656,414511,257910,357648,33008,90568,96505,57533
５人以上,D 建設業,平成27,2015,1月,398409,423288,262873,388265,412418,256682,356562,31703,10144,10870,6191
５人以上,D 建設業,平成27,2015,2月,395667,420630,260067,392299,417256,256732,358989,33310,3368,3374,3335
