規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5471964,55614,69014,5461162,1783750,59609,68311,1772450
５人以上,"鉱業,採石業,砂利採取業",-,-,-,-,-,-,-,-
５人以上,建設業,333025,2360,3893,331492,8581,191,181,8591
５人以上,製造業,613156,3786,5774,611206,54970,1372,2245,54059
５人以上,電気・ガス・熱供給・水道業,19838,21,211,19648,1677,0,4,1673
５人以上,情報通信業,723892,5395,5996,723760,41707,1974,982,42230
５人以上,"運輸業,郵便業",396650,3533,4435,395853,54041,2087,1350,54673
５人以上,"卸売業,小売業",981702,10930,16211,976461,452053,12570,17237,447346
５人以上,"金融業,保険業",349866,2730,3406,349206,31680,629,304,31989
５人以上,"不動産業,物品賃貸業",164077,1387,4543,160921,31891,874,438,32327
５人以上,"学術研究,専門・技術サービス業",344899,4458,2760,346566,28899,901,446,29385
５人以上,"宿泊業,飲食サービス業",166965,3353,4205,166113,457198,19680,24255,452623
５人以上,"生活関連サービス業,娯楽業",139571,2517,2220,139858,82176,2638,2343,82481
５人以上,"教育,学習支援業",257077,949,799,259188,162751,2721,6964,156547
５人以上,"医療,福祉",366128,3196,3189,366335,196765,6878,6961,196482
５人以上,複合サービス事業,16839,114,78,16875,2979,0,0,2979
５人以上,サービス業（他に分類されないもの）,598279,10885,11294,597680,176382,7094,4601,179065
30人以上,調査産業計,4078805,36416,45350,4071760,946046,27330,31528,939959
30人以上,"鉱業,採石業,砂利採取業",-,-,-,-,-,-,-,-
30人以上,建設業,208784,1273,790,209267,2052,15,15,2052
30人以上,製造業,479664,2879,4331,478202,32112,868,1668,31322
30人以上,電気・ガス・熱供給・水道業,18145,21,211,17955,245,0,4,241
30人以上,情報通信業,613279,4387,4287,613483,33661,1447,779,34225
30人以上,"運輸業,郵便業",332245,3223,3593,331858,36356,714,779,36308
30人以上,"卸売業,小売業",642186,5492,10761,637098,216370,5253,6876,214566
30人以上,"金融業,保険業",293495,1757,2183,293084,25776,598,261,26098
30人以上,"不動産業,物品賃貸業",110721,1029,2356,109393,18969,363,269,19064
30人以上,"学術研究,専門・技術サービス業",251255,3238,1887,252574,15011,546,125,15464
30人以上,"宿泊業,飲食サービス業",65665,570,1239,64997,154220,6045,6470,153794
30人以上,"生活関連サービス業,娯楽業",75848,628,977,75489,43155,1549,1305,43409
30人以上,"教育,学習支援業",218602,532,439,220656,113226,1229,5483,107011
30人以上,"医療,福祉",280921,2359,2344,280939,102282,3203,3411,102071
30人以上,複合サービス事業,6403,56,3,6456,715,0,0,715
30人以上,サービス業（他に分類されないもの）,481592,8972,9949,480309,151896,5500,4083,153619
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年２月分,,,,,,,,,
第７表  産業、就業形態別常用労働者数,,,,,,,,,
