規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.8,18.4,16.8,141.5,153.5,123.5,130,139,116.6,11.5,14.5,6.9
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,20.4,20.7,19,173.8,177.6,152.5,156.4,158.7,143.2,17.4,18.9,9.3
５人以上,製造業,18.7,18.9,18.1,154.2,159.4,140.7,143.1,146.8,133.3,11.1,12.6,7.4
５人以上,電気・ガス・熱供給・水道業,17.1,17.2,16.8,149.8,151.2,144,134.8,135.5,131.9,15,15.7,12.1
５人以上,情報通信業,18,18.3,17.3,155.4,159.5,142.7,137.5,140.1,129.3,17.9,19.4,13.4
５人以上,"運輸業,郵便業",18.8,19.2,17.3,166,174.4,136.4,145.4,150.9,125.9,20.6,23.5,10.5
５人以上,"卸売業,小売業",18,18.6,17.1,137.9,149.6,122.8,130.1,139.8,117.6,7.8,9.8,5.2
５人以上,"金融業,保険業",17.4,17.9,16.8,145,155.3,132.7,127.9,134,120.7,17.1,21.3,12
５人以上,"不動産業,物品賃貸業",18.6,19.2,17.5,151.8,161.1,133.5,137.8,144.6,124.4,14,16.5,9.1
５人以上,"学術研究,専門・技術サービス業",18.3,18.6,17.5,152.3,157.4,141.9,138.1,141.5,131,14.2,15.9,10.9
５人以上,"宿泊業,飲食サービス業",15.4,16.9,14,108.6,130.8,88.4,101.5,119.9,84.7,7.1,10.9,3.7
５人以上,"生活関連サービス業,娯楽業",18,18.8,17.3,137.2,148.3,127.9,129.7,140,121,7.5,8.3,6.9
５人以上,"教育,学習支援業",14.7,14.5,14.8,104.2,102.2,106.1,100.6,98.1,102.9,3.6,4.1,3.2
５人以上,"医療,福祉",17.3,17.3,17.3,124.7,133.5,121.6,119.1,126.5,116.5,5.6,7,5.1
５人以上,複合サービス事業,17,17.8,16.2,136.3,144.3,127.8,129.2,135.3,122.8,7.1,9,5
５人以上,サービス業（他に分類されないもの）,18.1,18.7,17.3,144.8,155.5,129.1,132.3,140.2,120.8,12.5,15.3,8.3
30人以上,調査産業計,17.8,18.3,17.1,143.7,153.7,127.9,130.9,137.9,119.7,12.8,15.8,8.2
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,20.2,20.4,19.1,176.1,178.6,160.2,154.4,155.7,146.1,21.7,22.9,14.1
30人以上,製造業,18.2,18.4,17.7,151.6,155.7,140.2,139.8,142.7,131.9,11.8,13,8.3
30人以上,電気・ガス・熱供給・水道業,17.1,17.2,16.8,149.8,151.2,144,134.8,135.5,131.9,15,15.7,12.1
30人以上,情報通信業,17.9,18.2,16.9,154.7,159.3,139.8,135.6,138.9,125.1,19.1,20.4,14.7
30人以上,"運輸業,郵便業",18.5,18.9,17.3,164.9,172.3,139,144.8,149.6,128.1,20.1,22.7,10.9
30人以上,"卸売業,小売業",18.2,18.6,17.6,141,150.3,128.2,132.1,139.4,122,8.9,10.9,6.2
30人以上,"金融業,保険業",17.2,17.7,16.7,145.1,155.3,133,126.6,132.3,119.8,18.5,23,13.2
30人以上,"不動産業,物品賃貸業",18.2,18.7,17.1,145.4,154.9,128.4,131.7,139.2,118.4,13.7,15.7,10
30人以上,"学術研究,専門・技術サービス業",18.1,18.4,17.3,152.6,156.3,143.2,136.3,138.7,130.2,16.3,17.6,13
30人以上,"宿泊業,飲食サービス業",15.7,16.8,14.6,109.1,128.4,92.7,102.9,118.8,89.4,6.2,9.6,3.3
30人以上,"生活関連サービス業,娯楽業",17.4,18.2,16.7,132.1,143.3,123.7,123.2,133.6,115.3,8.9,9.7,8.4
30人以上,"教育,学習支援業",14.7,14.5,14.9,105.5,103.7,107.5,101.9,99.7,104.3,3.6,4,3.2
30人以上,"医療,福祉",18,17.8,18.1,130.9,137.3,128.4,124.8,130.5,122.6,6.1,6.8,5.8
30人以上,複合サービス事業,17.3,17.9,16.1,141.6,145.5,134.4,131.6,132.7,129.6,10,12.8,4.8
30人以上,サービス業（他に分類されないもの）,18,18.6,17.2,143.2,154.6,127.8,130.5,138.8,119.3,12.7,15.8,8.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年９月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
