規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,420737,399505,371204,28301,21232,104651,103716,99825,3891,935
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－
５人以上,建設業,414067,400407,365662,34745,13660,136043,135454,132998,2456,589
５人以上,製造業,435107,418809,392371,26438,16298,116967,116015,112748,3267,952
５人以上,電気・ガス・熱供給・水道業,489946,480235,430021,50214,9711,200544,188668,186907,1761,11876
５人以上,情報通信業,424744,412839,375223,37616,11905,134089,133559,129368,4191,530
５人以上,"運輸業,郵便業",423628,400159,345476,54683,23469,132886,131342,113171,18171,1544
５人以上,"卸売業,小売業",416375,399589,379884,19705,16786,102542,102110,99096,3014,432
５人以上,"金融業,保険業",559132,513252,477540,35712,45880,131524,129818,127373,2445,1706
５人以上,"不動産業,物品賃貸業",410286,397421,372269,25152,12865,93833,93370,87221,6149,463
５人以上,"学術研究,専門・技術サービス業",489009,428102,403350,24752,60907,137417,129933,127333,2600,7484
５人以上,"宿泊業,飲食サービス業",311457,298191,273739,24452,13266,86267,85708,81718,3990,559
５人以上,"生活関連サービス業,娯楽業",327873,312947,294634,18313,14926,103227,103100,98796,4304,127
５人以上,"教育,学習支援業",458619,439979,427768,12211,18640,92285,91017,90380,637,1268
５人以上,"医療,福祉",378588,362766,344748,18018,15822,112544,111663,110179,1484,881
５人以上,複合サービス事業,421524,382353,362014,20339,39171,126987,126962,124381,2581,25
５人以上,サービス業（他に分類されないもの）,349420,330193,302960,27233,19227,129397,127253,121052,6201,2144
30人以上,調査産業計,442608,418373,386688,31685,24235,113452,112096,107568,4528,1356
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－
30人以上,建設業,441764,424644,380833,43811,17120,177708,174577,167467,7110,3131
30人以上,製造業,457298,437617,406915,30702,19681,122441,120755,116321,4434,1686
30人以上,電気・ガス・熱供給・水道業,489946,480235,430021,50214,9711,200544,188668,186907,1761,11876
30人以上,情報通信業,428062,420882,378999,41883,7180,120599,119878,115743,4135,721
30人以上,"運輸業,郵便業",436086,409325,353632,55693,26761,143795,141540,119877,21663,2255
30人以上,"卸売業,小売業",448333,426605,404858,21747,21728,112623,111883,107952,3931,740
30人以上,"金融業,保険業",591986,538839,499686,39153,53147,135983,133972,131223,2749,2011
30人以上,"不動産業,物品賃貸業",422526,413267,386470,26797,9259,94428,93712,88540,5172,716
30人以上,"学術研究,専門・技術サービス業",522583,451605,423863,27742,70978,152505,151318,146821,4497,1187
30人以上,"宿泊業,飲食サービス業",369570,338207,316872,21335,31363,84002,82763,79343,3420,1239
30人以上,"生活関連サービス業,娯楽業",356985,334955,310830,24125,22030,103430,103195,98672,4523,235
30人以上,"教育,学習支援業",487838,467419,454987,12432,20419,98669,97040,96316,724,1629
30人以上,"医療,福祉",392869,373454,354147,19307,19415,122937,121864,120328,1536,1073
30人以上,複合サービス事業,423786,375167,349562,25605,48619,119923,119782,114911,4871,141
30人以上,サービス業（他に分類されないもの）,341584,322582,294412,28170,19002,132712,130360,123802,6558,2352
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１０月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
