規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.5,171.1,156.1,15,14.2,84.8,82.1,2.7
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
５人以上,建設業,21.1,182.3,163.2,19.1,16.8,107.6,105.7,1.9
５人以上,製造業,20.1,169.3,156.9,12.4,17.4,116.2,112.9,3.3
５人以上,電気・ガス・熱供給・水道業,20.6,174.9,159.3,15.6,15.1,118.8,118.1,0.7
５人以上,情報通信業,20,172,152.3,19.7,13.8,91.3,89.6,1.7
５人以上,"運輸業,郵便業",20.1,177.2,157.3,19.9,15.9,108.4,100.2,8.2
５人以上,"卸売業,小売業",20.7,170.4,158.4,12,15.5,95,92.3,2.7
５人以上,"金融業,保険業",19.8,168,147.5,20.5,15.5,97.1,95.3,1.8
５人以上,"不動産業,物品賃貸業",20.7,173.4,158.5,14.9,14.6,89.7,83,6.7
５人以上,"学術研究,専門・技術サービス業",20.2,168.3,150.8,17.5,14.2,94.5,92.8,1.7
５人以上,"宿泊業,飲食サービス業",21.8,186,170.9,15.1,13.4,78.3,75.5,2.8
５人以上,"生活関連サービス業,娯楽業",21.1,179,165.6,13.4,14.6,96.4,92.1,4.3
５人以上,"教育,学習支援業",20.8,158.8,152.6,6.2,9.1,42.6,42.2,0.4
５人以上,"医療,福祉",20.9,164.1,156.2,7.9,13.8,73.1,72.1,1
５人以上,複合サービス事業,20.2,165.1,156.7,8.4,16.8,115.2,113.2,2
５人以上,サービス業（他に分類されないもの）,20.3,169.7,154.4,15.3,16.4,98.4,95.1,3.3
30人以上,調査産業計,20.2,169.6,153.3,16.3,14.7,86.8,84,2.8
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－
30人以上,建設業,21,185,162.2,22.8,15.5,103.4,99.8,3.6
30人以上,製造業,19.7,166.3,153.2,13.1,16.6,112.4,109.2,3.2
30人以上,電気・ガス・熱供給・水道業,20.6,174.8,159.3,15.5,16,133.2,132.7,0.5
30人以上,情報通信業,20,172.3,151.5,20.8,14,92.3,90,2.3
30人以上,"運輸業,郵便業",19.8,176.4,155.8,20.6,15.4,111.5,101.1,10.4
30人以上,"卸売業,小売業",20.2,167.8,153.8,14,16.6,101.1,98.2,2.9
30人以上,"金融業,保険業",19.8,167.9,146.1,21.8,15.7,100.4,98.3,2.1
30人以上,"不動産業,物品賃貸業",20.4,170.6,154.5,16.1,15.9,86.3,81.2,5.1
30人以上,"学術研究,専門・技術サービス業",19.9,167.1,146.7,20.4,14,96,94,2
30人以上,"宿泊業,飲食サービス業",21.4,182.2,168.2,14,13.5,75.8,73.3,2.5
30人以上,"生活関連サービス業,娯楽業",20.5,173.6,156.2,17.4,14.3,90.2,86.8,3.4
30人以上,"教育,学習支援業",21,159.2,152.7,6.5,8.7,41.8,41.4,0.4
30人以上,"医療,福祉",21.1,164.9,157.3,7.6,15.1,79.2,78.3,0.9
30人以上,複合サービス事業,20.1,165.2,155.5,9.7,15.6,117.4,114.9,2.5
30人以上,サービス業（他に分類されないもの）,20.2,168.1,152.7,15.4,16.9,101.2,97.7,3.5
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年６月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
