事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,TL 調査産業計,平成22,2010,年平均,469974,564626,313052,370025,439590,254693,343345,26680,99949,125036,58359
30人以上,TL 調査産業計,平成23,2011,年平均,470971,569716,309890,368745,440986,250900,342036,26709,102226,128730,58990
30人以上,TL 調査産業計,平成24,2012,年平均,457897,550412,303588,363267,431925,248751,334890,28377,94630,118487,54837
30人以上,TL 調査産業計,平成25,2013,年平均,463833,556788,308114,363982,432028,249990,335218,28764,99851,124760,58124
30人以上,TL 調査産業計,平成26,2014,年平均,468699,564806,312570,365203,435060,251717,335667,29536,103496,129746,60853
30人以上,TL 調査産業計,平成27,2015,年平均,458192,549979,311825,358963,425830,252333,332078,26885,99229,124149,59492
30人以上,TL 調査産業計,平成27,2015,1月,368247,437762,256211,355365,422529,247117,328947,26418,12882,15233,9094
30人以上,TL 調査産業計,平成27,2015,2月,362894,431525,252402,356683,424357,247731,329541,27142,6211,7168,4671
30人以上,TL 調査産業計,平成27,2015,3月,409802,485979,287587,359193,426230,251641,331430,27763,50609,59749,35946
30人以上,TL 調査産業計,平成27,2015,4月,387002,459238,271665,363560,430718,256331,334994,28566,23442,28520,15334
30人以上,TL 調査産業計,平成27,2015,5月,395832,475104,270070,356699,422360,252530,329885,26814,39133,52744,17540
30人以上,TL 調査産業計,平成27,2015,6月,713098,869406,464722,361008,426037,257677,334412,26596,352090,443369,207045
30人以上,TL 調査産業計,平成27,2015,7月,517196,628512,341672,361956,430050,254585,334433,27523,155240,198462,87087
30人以上,TL 調査産業計,平成27,2015,8月,371237,441727,259455,357690,424180,252251,332100,25590,13547,17547,7204
30人以上,TL 調査産業計,平成27,2015,9月,374084,445533,260246,358061,424792,251741,333133,24928,16023,20741,8505
30人以上,TL 調査産業計,平成27,2015,10月,381044,452618,266799,361088,427466,255137,334482,26606,19956,25152,11662
30人以上,TL 調査産業計,平成27,2015,11月,389845,466080,267843,358584,426220,250345,331071,27513,31261,39860,17498
30人以上,TL 調査産業計,平成27,2015,12月,823745,1003347,538860,357670,425053,250787,330484,27186,466075,578294,288073
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,724801,797216,459031,491681,538549,319673,467836,23845,233120,258667,139358
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,710396,782261,453871,483929,529682,320612,463539,20390,226467,252579,133259
30人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,740894,801547,481075,509794,547903,346548,484915,24879,231100,253644,134527
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,722319,777690,499823,504386,542137,352692,476157,28229,217933,235553,147131
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,728865,794186,486760,509908,551163,357000,479598,30310,218957,243023,129760
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,1月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,2月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,3月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,4月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,5月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,6月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,7月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,8月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,9月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,10月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,11月,－,－,－,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,12月,－,－,－,－,－,－,－,－,－,－,－
30人以上,D 建設業,平成22,2010,年平均,525998,556496,325784,421664,446038,261654,385679,35985,104334,110458,64130
30人以上,D 建設業,平成23,2011,年平均,542242,572720,332145,431639,455819,264958,394026,37613,110603,116901,67187
30人以上,D 建設業,平成24,2012,年平均,534411,563954,338877,445606,470220,282698,405113,40493,88805,93734,56179
30人以上,D 建設業,平成25,2013,年平均,549672,580994,347639,447598,474210,275946,407818,39780,102074,106784,71693
30人以上,D 建設業,平成26,2014,年平均,563383,597502,356820,452273,479774,285774,414735,37538,111110,117728,71046
30人以上,D 建設業,平成27,2015,年平均,530435,556963,361135,418979,440054,284477,376975,42004,111456,116909,76658
30人以上,D 建設業,平成27,2015,1月,423983,446127,285818,418062,440268,279514,377579,40483,5921,5859,6304
30人以上,D 建設業,平成27,2015,2月,429200,451852,288503,425166,447889,284027,383757,41409,4034,3963,4476
30人以上,D 建設業,平成27,2015,3月,444328,467141,290274,422368,443257,281310,379847,42521,21960,23884,8964
