事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,TL 調査産業計,平成22,2010,年平均,497891,396502,370066,26436,101389,108786,106171,102119,4052,2615
５人以上,TL 調査産業計,平成23,2011,年平均,497890,395670,368952,26718,102220,107665,105180,101583,3597,2485
５人以上,TL 調査産業計,平成24,2012,年平均,493229,396064,367039,29025,97165,108868,106062,102308,3754,2806
５人以上,TL 調査産業計,平成25,2013,年平均,502886,398953,369244,29709,103933,106117,103544,99424,4120,2573
５人以上,TL 調査産業計,平成26,2014,年平均,508626,400365,369921,30444,108261,105028,102438,98284,4154,2590
５人以上,TL 調査産業計,平成27,2015,年平均,503844,398030,369518,28512,105814,106863,104242,100358,3884,2621
５人以上,TL 調査産業計,平成27,2015,1月,411921,394971,367026,27945,16950,100754,99567,95740,3827,1187
５人以上,TL 調査産業計,平成27,2015,2月,402936,394703,365906,28797,8233,107823,106989,103466,3523,834
５人以上,TL 調査産業計,平成27,2015,3月,452164,400516,370933,29583,51648,105436,104035,100127,3908,1401
５人以上,TL 調査産業計,平成27,2015,4月,428914,403358,373368,29990,25556,107112,106079,102166,3913,1033
５人以上,TL 調査産業計,平成27,2015,5月,433398,394952,367093,27859,38446,103697,102512,98804,3708,1185
５人以上,TL 調査産業計,平成27,2015,6月,758297,399505,371597,27908,358792,111075,105379,101839,3540,5696
５人以上,TL 調査産業計,平成27,2015,7月,572027,399536,370357,29179,172491,110933,106543,102522,4021,4390
５人以上,TL 調査産業計,平成27,2015,8月,411740,395774,368395,27379,15966,105453,103923,99903,4020,1530
５人以上,TL 調査産業計,平成27,2015,9月,413834,396211,369650,26561,17623,105418,104663,100629,4034,755
５人以上,TL 調査産業計,平成27,2015,10月,420737,399505,371204,28301,21232,104651,103716,99825,3891,935
５人以上,TL 調査産業計,平成27,2015,11月,432754,399106,369551,29555,33648,104351,103341,99240,4101,1010
５人以上,TL 調査産業計,平成27,2015,12月,904671,398315,369185,29130,506356,115432,104133,100016,4117,11299
５人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,725904,492206,468319,23887,233698,297415,288323,280677,7646,9092
５人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,711980,484653,464182,20471,227327,313567,302425,302406,19,11142
５人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,746791,513244,488180,25064,233547,187983,186318,178800,7518,1665
５人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,733994,511431,482776,28655,222563,191619,184134,175263,8871,7485
５人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,743424,518729,487917,30812,224695,197396,187894,175902,11992,9502
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,1月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,2月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,3月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,4月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,5月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,6月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,7月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,8月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,9月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,10月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,11月,－,－,－,－,－,－,－,－,－,－
５人以上,C 鉱業，採石業，砂利採取業,平成27,2015,12月,－,－,－,－,－,－,－,－,－,－
５人以上,D 建設業,平成22,2010,年平均,478728,398661,369978,28683,80067,157202,142911,137403,5508,14291
５人以上,D 建設業,平成23,2011,年平均,494343,406724,375838,30886,87619,143950,126981,124104,2877,16969
５人以上,D 建設業,平成24,2012,年平均,492076,419096,386427,32669,72980,136267,133614,131657,1957,2653
５人以上,D 建設業,平成25,2013,年平均,499013,417949,385127,32822,81064,150938,148478,146878,1600,2460
５人以上,D 建設業,平成26,2014,年平均,516595,421858,390012,31846,94737,142285,139081,137966,1115,3204
５人以上,D 建設業,平成27,2015,年平均,489819,397113,363353,33760,92706,141679,135575,132270,3305,6104
５人以上,D 建設業,平成27,2015,1月,405266,394892,362466,32426,10374,130687,129522,126051,3471,1165
５人以上,D 建設業,平成27,2015,2月,402220,398903,364834,34069,3317,142109,136766,132805,3961,5343
５人以上,D 建設業,平成27,2015,3月,414550,397464,362930,34534,17086,141183,140271,136995,3276,912
５人以上,D 建設業,平成27,2015,4月,425074,400116,368191,31925,24958,138737,138515,135100,3415,222
５人以上,D 建設業,平成27,2015,5月,401588,389635,359745,29890,11953,123743,123529,121478,2051,214
５人以上,D 建設業,平成27,2015,6月,631687,393936,359971,33965,237751,149598,136070,133037,3033,13528
５人以上,D 建設業,平成27,2015,7月,692735,398172,364817,33355,294563,154308,135352,131725,3627,18956
５人以上,D 建設業,平成27,2015,8月,404067,393063,361338,31725,11004,137568,133688,129611,4077,3880
５人以上,D 建設業,平成27,2015,9月,409709,397555,362781,34774,12154,140142,138504,135032,3472,1638
５人以上,D 建設業,平成27,2015,10月,414067,400407,365662,34745,13660,136043,135454,132998,2456,589
５人以上,D 建設業,平成27,2015,11月,461458,400469,363371,37098,60989,143132,142272,138511,3761,860
５人以上,D 建設業,平成27,2015,12月,812760,400729,364165,36564,412031,162667,136654,133622,3032,26013
５人以上,E 製造業,平成22,2010,年平均,531119,413549,390712,22837,117570,140095,134640,124365,10275,5455
５人以上,E 製造業,平成23,2011,年平均,549030,420294,395527,24767,128736,134394,129263,120581,8682,5131
５人以上,E 製造業,平成24,2012,年平均,532124,415860,389076,26784,116264,143629,135986,125391,10595,7643
５人以上,E 製造業,平成25,2013,年平均,534742,417396,390031,27365,117346,145209,137853,126719,11134,7356
５人以上,E 製造業,平成26,2014,年平均,552574,424505,397913,26592,128069,146631,138446,127065,11381,8185
５人以上,E 製造業,平成27,2015,年平均,551148,415269,387020,28249,135879,124380,118503,113926,4577,5877
５人以上,E 製造業,平成27,2015,1月,418662,409962,381355,28607,8700,109847,109071,103426,5645,776
５人以上,E 製造業,平成27,2015,2月,419158,412425,380175,32250,6733,122251,121449,116349,5100,802
５人以上,E 製造業,平成27,2015,3月,478516,415121,383331,31790,63395,127638,125255,118391,6864,2383
