規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,463593,458215,420176,38039,5378,133983,132684,125389,7295,1299
100～499人,424867,405950,376076,29874,18917,121263,119585,115250,4335,1678
100人以上,443280,430801,397045,33756,12479,126653,125136,119546,5590,1517
30～99人,400370,376411,353365,23046,23959,100431,97444,93944,3500,2987
５～29人,359032,343506,324891,18615,15526,95980,95247,91847,3400,733
30人以上,429687,413571,383208,30363,16116,113838,111602,107033,4569,2236
５人以上,411740,395774,368395,27379,15966,105453,103923,99903,4020,1530
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年８月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
