規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,419652,401601,371223,30378,18051,101878,100634,96284,4350,1244
５人以上,"鉱業,採石業,砂利採取業",597203,511977,487631,24346,85226,184509,184327,178600,5727,182
５人以上,建設業,434091,425702,394072,31630,8389,105496,105264,103036,2228,232
５人以上,製造業,437590,422449,397316,25133,15141,131850,127088,117693,9395,4762
５人以上,電気・ガス・熱供給・水道業,547962,544290,469869,74421,3672,194043,194043,192919,1124,0
５人以上,情報通信業,470663,459721,412692,47029,10942,139118,137842,128934,8908,1276
５人以上,"運輸業,郵便業",443214,417184,363054,54130,26030,122776,122147,101411,20736,629
５人以上,"卸売業,小売業",404122,383458,364063,19395,20664,99259,98407,95964,2443,852
５人以上,"金融業,保険業",521189,475646,440266,35380,45543,138082,136183,130799,5384,1899
５人以上,"不動産業,物品賃貸業",434735,392900,370021,22879,41835,99510,99275,95057,4218,235
５人以上,"学術研究,専門・技術サービス業",416609,409498,373170,36328,7111,117405,116897,113607,3290,508
５人以上,"宿泊業,飲食サービス業",317129,304417,273476,30941,12712,85153,84495,80973,3522,658
５人以上,"生活関連サービス業,娯楽業",330193,324641,308377,16264,5552,103498,103063,99656,3407,435
５人以上,"教育,学習支援業",460446,436760,428297,8463,23686,89294,87316,86471,845,1978
５人以上,"医療,福祉",376444,366864,340389,26475,9580,115123,112660,110198,2462,2463
５人以上,複合サービス事業,387269,384537,356177,28360,2732,111147,110460,105079,5381,687
５人以上,サービス業（他に分類されないもの）,337881,319467,290787,28680,18414,107935,106371,100532,5839,1564
30人以上,調査産業計,437021,420171,385598,34573,16850,111461,110070,104381,5689,1391
30人以上,"鉱業,採石業,砂利採取業",597203,511977,487631,24346,85226,184509,184327,178600,5727,182
30人以上,建設業,474147,471806,432227,39579,2341,87975,87493,85701,1792,482
30人以上,製造業,457436,443021,415491,27530,14415,151822,144099,130114,13985,7723
30人以上,電気・ガス・熱供給・水道業,553398,550695,472644,78051,2703,203729,203729,201498,2231,0
30人以上,情報通信業,484166,475774,423631,52143,8392,142490,142174,127752,14422,316
30人以上,"運輸業,郵便業",448800,423562,365326,58236,25238,129598,129217,106565,22652,381
30人以上,"卸売業,小売業",425965,405155,382900,22255,20810,107316,106416,103746,2670,900
30人以上,"金融業,保険業",539445,490183,452416,37767,49262,147938,145660,139572,6088,2278
30人以上,"不動産業,物品賃貸業",457452,400459,374241,26218,56993,88481,88079,85172,2907,402
30人以上,"学術研究,専門・技術サービス業",423854,421347,376417,44930,2507,155513,153642,146043,7599,1871
30人以上,"宿泊業,飲食サービス業",324136,322117,285742,36375,2019,90764,90003,85839,4164,761
30人以上,"生活関連サービス業,娯楽業",356412,354023,334309,19714,2389,106125,105849,102235,3614,276
30人以上,"教育,学習支援業",487473,460244,451893,8351,27229,101246,98436,97518,918,2810
30人以上,"医療,福祉",381546,378294,348282,30012,3252,120145,119618,116714,2904,527
30人以上,複合サービス事業,414757,412409,368801,43608,2348,86035,84587,80971,3616,1448
30人以上,サービス業（他に分類されないもの）,322833,308466,279482,28984,14367,110786,109030,102874,6156,1756
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
