規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,19.7,20.1,18.9,160.3,168.3,146.8,145.1,150.5,136.1,15.2,17.8,10.7
100～499人,19.8,20.2,18.9,160.3,170,142.9,146.1,152.9,134,14.2,17.1,8.9
100人以上,19.7,20.2,18.9,160.2,169.2,144.8,145.6,151.8,135,14.6,17.4,9.8
30～99人,19.2,20,18.1,157.1,174.5,134,143.8,156.9,126.4,13.3,17.6,7.6
５～29人,18.3,19.5,16.8,141.7,159.1,119.9,133.1,147.4,115.2,8.6,11.7,4.7
30人以上,19.5,20.1,18.6,159.2,170.9,140.7,145,153.4,131.7,14.2,17.5,9
５人以上,19.2,20,18,153.9,167.5,133.7,141.4,151.7,126.2,12.5,15.8,7.5
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年７月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
