規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.1,18.9,17,144.3,157.1,125.3,132.3,142,117.9,12,15.1,7.4
５人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
５人以上,建設業,20.8,21.1,19.1,176.6,180.6,154,158.5,161.2,143.2,18.1,19.4,10.8
５人以上,製造業,19.4,19.8,18.6,160.6,166.5,144.9,148.4,152.7,137,12.2,13.8,7.9
５人以上,電気・ガス・熱供給・水道業,17.5,17.7,16.9,156.1,158.8,145.5,137.8,139.3,132,18.3,19.5,13.5
５人以上,情報通信業,18.8,19,18,162.3,166.9,148.7,143.5,146.4,134.7,18.8,20.5,14
５人以上,"運輸業,郵便業",19.1,19.5,17.6,168.3,176,139.8,147.3,152.3,128.9,21,23.7,10.9
５人以上,"卸売業,小売業",18.3,19.1,17.3,140.9,153,124.7,132.7,142.9,119.1,8.2,10.1,5.6
５人以上,"金融業,保険業",17.8,18.4,17.1,148.2,160.3,133.9,129.8,137,121.3,18.4,23.3,12.6
５人以上,"不動産業,物品賃貸業",19.2,20,17.7,156.2,167.8,135.1,141.1,149.7,125.4,15.1,18.1,9.7
５人以上,"学術研究,専門・技術サービス業",18.9,19.3,18.1,156.9,162.4,145.2,141.3,144.8,133.8,15.6,17.6,11.4
５人以上,"宿泊業,飲食サービス業",15.4,16.8,14.1,108.2,129.9,88.3,100.7,118.6,84.3,7.5,11.3,4
５人以上,"生活関連サービス業,娯楽業",18,18.8,17.4,137.9,148.3,129.9,129.4,138.8,122.2,8.5,9.5,7.7
５人以上,"教育,学習支援業",15,15,14.9,106,104.4,107.5,101.5,99.6,103.3,4.5,4.8,4.2
５人以上,"医療,福祉",17.2,17.3,17.1,125.2,134,122,119.2,126.4,116.6,6,7.6,5.4
５人以上,複合サービス事業,17.2,18.2,16.2,138.4,148.4,127,129.3,137.4,120.1,9.1,11,6.9
５人以上,サービス業（他に分類されないもの）,18.5,19.2,17.6,145.7,156.2,130.3,133.9,142,121.9,11.8,14.2,8.4
30人以上,調査産業計,18.2,18.8,17.3,147.4,158.2,130.1,133.8,141.6,121.4,13.6,16.6,8.7
30人以上,"鉱業,採石業,砂利採取業",－,－,－,－,－,－,－,－,－,－,－,－
30人以上,建設業,20.4,20.6,19.1,177.8,180.3,161.3,154.9,156.3,145.7,22.9,24,15.6
30人以上,製造業,19.1,19.4,18.3,160.1,165,146.7,146.7,150.1,137.2,13.4,14.9,9.5
30人以上,電気・ガス・熱供給・水道業,17.5,17.7,16.9,156.1,158.8,145.5,137.8,139.3,132,18.3,19.5,13.5
30人以上,情報通信業,18.7,19,17.7,162.4,167.2,147,142.3,145.6,131.7,20.1,21.6,15.3
30人以上,"運輸業,郵便業",18.8,19.1,17.5,166.5,173.3,142,146.4,150.7,130.9,20.1,22.6,11.1
30人以上,"卸売業,小売業",18.5,19.1,17.8,144.6,154.8,130.1,135.1,143.3,123.4,9.5,11.5,6.7
30人以上,"金融業,保険業",17.7,18.4,17,148.6,160.9,134.1,128.7,135.8,120.3,19.9,25.1,13.8
30人以上,"不動産業,物品賃貸業",18.9,19.5,17.7,151.7,161.7,133.6,136.7,144.4,122.8,15,17.3,10.8
30人以上,"学術研究,専門・技術サービス業",18.9,19.2,18.1,158.4,162.1,148.5,140.3,142.7,134.1,18.1,19.4,14.4
30人以上,"宿泊業,飲食サービス業",15.8,17.1,14.7,110.7,131.9,92.9,103.2,120.2,88.9,7.5,11.7,4
30人以上,"生活関連サービス業,娯楽業",17.4,18.4,16.7,132.9,145.1,124.8,123.2,134.7,115.5,9.7,10.4,9.3
30人以上,"教育,学習支援業",15.1,15.2,15.1,108.2,107.5,108.7,103.4,102.5,104.2,4.8,5,4.5
30人以上,"医療,福祉",17.9,17.8,17.9,131.9,137.1,129.8,125.5,129.7,123.8,6.4,7.4,6
30人以上,複合サービス事業,17.9,18.3,17,144.6,149.1,134.3,131.4,134.3,124.8,13.2,14.8,9.5
30人以上,サービス業（他に分類されないもの）,18.4,19.1,17.5,143.8,154.9,128.9,131.8,140.3,120.4,12,14.6,8.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２７年１１月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
