事業所規模,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５～29人,平成22,2010,年平均,395590,339112,324144,14968,56478,97931,96437,93715,2722,1494
５～29人,平成23,2011,年平均,383836,334389,319097,15292,49447,94912,93647,91814,1833,1265
５～29人,平成24,2012,年平均,386281,338211,321852,16359,48070,95437,93885,91584,2301,1552
５～29人,平成25,2013,年平均,396184,342056,324568,17488,54128,92714,91282,88626,2656,1432
５～29人,平成26,2014,年平均,401978,343693,326085,17608,58285,93120,91677,88823,2854,1443
５～29人,平成27,2015,年平均,406457,346231,328027,18204,60226,96013,94175,91106,3069,1838
５～29人,平成27,2015,1月,367095,345928,328084,17844,21167,91013,89963,87035,2928,1050
５～29人,平成27,2015,2月,357109,346346,328214,18132,10763,91544,91132,88437,2695,412
５～29人,平成27,2015,3月,371803,350838,331976,18862,20965,93625,93086,90066,3020,539
５～29人,平成27,2015,4月,367039,350318,332359,17959,16721,95781,95221,92374,2847,560
５～29人,平成27,2015,5月,356548,344985,328757,16228,11563,93505,92829,90152,2677,676
５～29人,平成27,2015,6月,493160,346910,330148,16762,146250,99612,95307,92617,2690,4305
５～29人,平成27,2015,7月,463150,341981,323448,18533,121169,100901,97134,93837,3297,3767
５～29人,平成27,2015,8月,359032,343506,324891,18615,15526,95980,95247,91847,3400,733
５～29人,平成27,2015,9月,356125,343790,326039,17751,12335,95857,95515,92144,3371,342
５～29人,平成27,2015,10月,356984,344504,326066,18438,12480,94665,94207,91040,3167,458
５～29人,平成27,2015,11月,368234,348126,328112,20014,20108,95535,94792,91522,3270,743
５～29人,平成27,2015,12月,660244,347716,328399,19317,312528,104082,95720,92260,3460,8362
30～99人,平成22,2010,年平均,459208,374094,352364,21730,85114,104175,100434,96717,3717,3741
