事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
30人以上,TL 調査産業計,平成22,2010,年平均,19.5,162.1,147,15.1,14.3,87.3,83.8,3.5
30人以上,TL 調査産業計,平成23,2011,年平均,19.4,161.5,146.7,14.8,14.3,88.2,84.6,3.6
30人以上,TL 調査産業計,平成24,2012,年平均,19.7,165.5,149.6,15.9,15,91.1,87.6,3.5
30人以上,TL 調査産業計,平成25,2013,年平均,19.4,163.4,147.5,15.9,14.7,88.9,85.3,3.6
30人以上,TL 調査産業計,平成26,2014,年平均,19.4,163,146.8,16.2,14.5,87.8,84.3,3.5
30人以上,TL 調査産業計,平成27,2015,年平均,19.2,162.2,146.3,15.9,14.1,84.7,81.6,3.1
30人以上,TL 調査産業計,平成27,2015,1月,18.1,152.4,136.9,15.5,13.6,81.1,78.1,3
30人以上,TL 調査産業計,平成27,2015,2月,18.7,158.3,142,16.3,13.7,82.6,79.8,2.8
30人以上,TL 調査産業計,平成27,2015,3月,19.7,165.8,148.8,17,14.3,86.4,83.2,3.2
30人以上,TL 調査産業計,平成27,2015,4月,20.4,171.4,154.7,16.7,14.6,87,83.9,3.1
30人以上,TL 調査産業計,平成27,2015,5月,18.3,154.3,138.8,15.5,13.9,83.6,80.6,3
30人以上,TL 調査産業計,平成27,2015,6月,20.2,169.6,153.3,16.3,14.7,86.8,84,2.8
30人以上,TL 調査産業計,平成27,2015,7月,20.7,175.7,159,16.7,14.7,87.7,84.6,3.1
30人以上,TL 調査産業計,平成27,2015,8月,18.9,158.8,144.1,14.7,13.9,84.2,81,3.2
30人以上,TL 調査産業計,平成27,2015,9月,18.7,157.2,142.2,15,14.1,84.5,81.3,3.2
30人以上,TL 調査産業計,平成27,2015,10月,19.3,161.7,146.1,15.6,14.2,85.1,82,3.1
30人以上,TL 調査産業計,平成27,2015,11月,19.3,162.3,146.3,16,13.9,83.6,80.3,3.3
30人以上,TL 調査産業計,平成27,2015,12月,18.9,159.3,143.7,15.6,14,84.2,80.9,3.3
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,19,151.3,138.2,13.1,12.6,81.8,80,1.8
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,19,150.5,139.2,11.3,10.8,70.6,70.5,0.1
30人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,19.6,160.5,143.3,17.2,16,105.1,100.5,4.6
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,19.2,157.1,139.9,17.2,16.6,115.4,109.7,5.7
30人以上,C 鉱業，採石業，砂利採取業,平成26,2014,年平均,19.1,157.9,139,18.9,16.2,115.6,108.2,7.4
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,年平均,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,1月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,2月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,3月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,4月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,5月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,6月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,7月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,8月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,9月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,10月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,11月,－,－,－,－,－,－,－,－
30人以上,C 鉱業，採石業，砂利採取業,平成27,2015,12月,－,－,－,－,－,－,－,－
30人以上,D 建設業,平成22,2010,年平均,19.9,170,152.2,17.8,17.5,124.3,121.6,2.7
30人以上,D 建設業,平成23,2011,年平均,19.9,170.1,151.6,18.5,17.8,128.7,126.1,2.6
30人以上,D 建設業,平成24,2012,年平均,20.9,181.9,156.2,25.7,15.2,124,121.2,2.8
30人以上,D 建設業,平成25,2013,年平均,20.5,178.3,154.4,23.9,14.9,116.3,114,2.3
30人以上,D 建設業,平成26,2014,年平均,20.5,177.5,153.1,24.4,16.4,118.9,116.4,2.5
30人以上,D 建設業,平成27,2015,年平均,20.1,176.8,154.1,22.7,14.7,100.8,96.7,4.1
30人以上,D 建設業,平成27,2015,1月,17.7,155.1,133.6,21.5,12.4,86.5,82.6,3.9
30人以上,D 建設業,平成27,2015,2月,19.6,175.7,151.3,24.4,14.9,107.8,101.9,5.9
30人以上,D 建設業,平成27,2015,3月,20.6,184.2,158.5,25.7,15.2,104.8,101.3,3.5
30人以上,D 建設業,平成27,2015,4月,21.5,189.8,165.8,24,16.5,116.4,111.8,4.6
30人以上,D 建設業,平成27,2015,5月,18.9,167.2,144.6,22.6,12.1,79.6,78.2,1.4
30人以上,D 建設業,平成27,2015,6月,21,185,162.2,22.8,15.5,103.4,99.8,3.6
30人以上,D 建設業,平成27,2015,7月,21.5,191.2,167.1,24.1,16.5,108.7,104.2,4.5
30人以上,D 建設業,平成27,2015,8月,19.3,166.3,147.4,18.9,13.4,94,90.2,3.8
30人以上,D 建設業,平成27,2015,9月,20.2,176.7,154.8,21.9,15.3,104.4,99.9,4.5
30人以上,D 建設業,平成27,2015,10月,20,174.8,153.3,21.5,13.5,92,88.6,3.4
30人以上,D 建設業,平成27,2015,11月,20.4,178.3,155.3,23,16,108,102.7,5.3
30人以上,D 建設業,平成27,2015,12月,20.1,177,155.1,21.9,15.5,104.6,99.9,4.7
30人以上,E 製造業,平成22,2010,年平均,19.3,161.5,149,12.5,17.8,139,126.1,12.9
30人以上,E 製造業,平成23,2011,年平均,19.2,160.6,148.2,12.4,17.4,132.5,122.1,10.4
30人以上,E 製造業,平成24,2012,年平均,19.2,161.8,147.6,14.2,17.5,131,119.4,11.6
