全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
132098,,東京都町田市,2022,04,5239,12350,6246,72,51,183,335,1654,1019,
132098,,東京都町田市,2022,05,5841,10964,6474,101,53,188,358,1285,917,
132098,,東京都町田市,2022,06,5368,12728,6932,102,42,158,363,1137,908,
132098,,東京都町田市,2022,07,5115,11476,6059,123,50,189,349,1030,879,
132098,,東京都町田市,2022,08,5647,11336,6365,111,50,235,415,1051,917,
132098,,東京都町田市,2022,09,5505,11005,6524,77,42,181,378,1094,888,
132098,,東京都町田市,2022,10,5524,11044,6241,108,43,200,418,975,840,
132098,,東京都町田市,2022,11,5229,10366,6051,132,49,179,372,987,875,
132098,,東京都町田市,2022,12,4571,9677,5539,113,47,192,422,953,855,
132098,,東京都町田市,2023,01,6063,10305,5884,88,42,180,520,935,825,
132098,,東京都町田市,2023,02,5915,10718,6079,95,53,178,389,1031,897,
132098,,東京都町田市,2023,03,6239,13347,6275,167,84,201,383,2431,1593,
132098,,東京都町田市,2023,04,5190,9016,5047,93,45,168,374,1691,792,
132098,,東京都町田市,2023,05,5504,8301,5483,114,52,198,400,1133,752,
132098,,東京都町田市,2023,06,5373,9338,5493,85,39,175,372,1035,735,
132098,,東京都町田市,2023,07,4859,8765,5106,96,47,189,367,986,718,
132098,,東京都町田市,2023,08,5667,8280,4876,137,49,216,426,986,766,
132098,,東京都町田市,2023,09,4783,8598,5216,89,51,183,421,918,741,
132098,,東京都町田市,2023,10,5294,9558,5180,84,49,215,418,988,704,
