設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号,定員
区市町村,中央区立知的障害者生活支援施設レインボーハウス明石,104-0044,中央区明石町１－６,139.776716,35.669292,JGD2011,03-6226-1099,30
社福法人,新橋はつらつ太陽,105-0004,港区新橋６－１９－２,139.753738,35.661192,JGD2011,03-3433-0180,40
社福法人,シャロームみなみ風,162-0851,新宿区弁天町３２－６,139.727269,35.704142,JGD2011,03-5579-8412,45
社福法人,障害者支援施設新宿けやき園,169-0073,新宿区百人町４－５－１,139.698107,35.708158,JGD2011,03-3367-1601,10
社福法人,リアン文京,112-0006,文京区小日向２－１６－１５,139.734582,35.710581,JGD2011,03-5940-2822,40
社福法人,障害者支援施設浅草ほうらい,111-0022,台東区清川２－１４－７,139.801304,35.72717,JGD2011,03-5824-5629,30
社福法人,かもめ園,140-0003,品川区八潮５－１ー１,139.752395,35.604996,JGD2011,03-3790-4732,100
区市町村,品川区立かがやき園,140-0015,品川区西大井６－２ー１４,139.71534,35.600916,JGD2011,03-3772-8171,30
社福法人,目黒恵風寮,153-0044,目黒区大橋２－１９－１,139.682533,35.654997,JGD2011,03-3466-0268,100
社福法人,アミ－クス東糀谷,144-0033,大田区東糀谷６－４－１７,139.751018,35.559236,JGD2011,03-5735-8080,36
社福法人,いずみえん,146-0093,大田区矢口３－１－５,139.696103,35.561142,JGD2011,03-3759-5550,50
社福法人,友愛園,157-0073,世田谷区砧３－９－１１,139.613559,35.63575,JGD2011,03-3416-3161,60
区市町村,渋谷区障害者福祉センターはぁとぴあ原宿,150-0001,渋谷区神宮前３－１８－３７,139.709527,35.671407,JGD2011,03-5412-0050,30
赤十字,日本赤十字社総合福祉センター障害者支援施設レクロス広尾,150-0012,渋谷区広尾４－１－２３,139.718944,35.654481,JGD2011,03-6861-4800,10
社福法人,メイプルガーデン,164-0001,中野区中野５－２６－１８,139.668879,35.708729,JGD2011,03-3387-0262,60
社福法人,障害者支援施設　江古田の森,165-0022,中野区江古田３－１４－１９,139.665368,35.729629,JGD2011,03-5318-3711,40
社福法人,障害者支援施設　マイルドハート高円寺,166-0002,杉並区高円寺北１－２８－１,139.657789,35.709012,JGD2011,03-5345-6740,10
社福法人,杉並育成園すだちの里すぎなみ,167-0035,杉並区今川２－１４ー１２,139.609034,35.718062,JGD2011,03-5310-3361,50
社福法人,いけぶくろ茜の里,171-0014,豊島区池袋４－１５ー１０,139.707719,35.739802,JGD2011,03-5960-5231,34
社福法人,雑司谷,171-0022,豊島区南池袋３－７－８,139.712358,35.723498,JGD2011,03-5958-1176,10
社福法人,東京聴覚障害者支援センター,174-0056,板橋区志村２－１９－５,139.687852,35.775286,JGD2011,03-3967-0051,30
社福法人,イクトスマイム,174-0075,板橋区桜川２－２８－１２,139.676873,35.760284,JGD2011,03-5398-1677,45
社福法人,やすらぎの杜,177-0051,練馬区関町北５－７－１０,139.571717,35.731907,JGD2011,03-3928-3315,60
社福法人,大泉障害者支援ホーム,178-0061,練馬区大泉学園町９－４－２,139.594589,35.775805,JGD2011,03-3978-5581,40
社福法人,練馬福祉園,178-0061,練馬区大泉学園町９－４－１,139.593464,35.77608,JGD2011,03-3978-5141,80
社福法人,旭出生産福祉園,178-0063,練馬区東大泉７－２１－３２,139.577016,35.741195,JGD2011,03-3925-6166,50
社福法人,東京高次脳機能障害者支援ホーム,178-0065,練馬区西大泉５－３６－２,139.565128,35.760131,JGD2011,03-3925-0088,50
社福法人,障害者支援施設　土支田創生苑,179-0076,練馬区土支田３－４－２０,139.609865,35.759583,JGD2011,03-3978-0801,10
社福法人,希望の苑,121-0813,足立区竹の塚７－１９－９,139.795945,35.800822,JGD2011,03-5831-1801,60
社福法人,竹の塚あかしあの杜,121-0813,足立区竹の塚７－１９－１１,139.796284,35.800991,JGD2011,03-5654-7731,40
社福法人,かえで,123-0862,足立区皿沼２－８－８,139.768189,35.790458,JGD2011,03-5691-7150,10
社福法人,もぐらの家,132-0003,江戸川区春江町３－２１－６,139.888819,35.69336,JGD2011,03-3679-0110,30
社福法人,一之江あゆみの園,132-0023,江戸川区西一之江３－１２－１３,139.87604,35.693214,JGD2011,03-5661-5171,36
社福法人,とぶき育成園,192-0001,八王子市戸吹町１６３６－１,139.288598,35.703931,JGD2011,042-691-2926,80
社福法人,愛幸,192-0015,八王子市中野町２６３２,139.323493,35.680999,JGD2011,042-623-0020,60
社福法人,八王子平和の家,192-0152,八王子市美山町２７９,139.234168,35.699982,JGD2011,042-652-2220,50
社福法人,八王子美山学園,192-0152,八王子市美山町７６７番地の２,139.2469,35.68923,JGD2011,042-652-4000,80
都,東京都八王子福祉園,192-0153,八王子市西寺方町７６,139.264126,35.673745,JGD2011,042-651-4114,160
社福法人,恩方育成園,192-0154,八王子市下恩方町２７９４－１,139.240976,35.664172,JGD2011,042-652-3825,80
社福法人,精華,192-0375,八王子市鑓水４２８,139.342163,35.622306,JGD2011,042-676-9178,80
