"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"都","東部療育センター","136-0075","江東区新砂３－３－２５","139.833178","35.663819","JGD2011","03-5632-8070","90"
"都","東京都立北療育医療センター（肢体）","114-0033","北区十条台１－２－３","139.723078","35.754036","JGD2011","03-3908-3001","30"
"都","東京都立北療育医療センター（重心）","114-0033","北区十条台１－２－３","139.723078","35.754036","JGD2011","03-3908-3001","40"
"社福法人","心身障害児総合医療療育センター（肢体）","173-0037","板橋区小茂根１－１－１０","139.682715","35.747517","JGD2011","03-3974-2146","148"
"社福法人","心身障害児総合医療療育センター（重心）","173-0037","板橋区小茂根１－１－１０","139.682715","35.747517","JGD2011","03-3974-2146","132"
"都","東京都立小児総合医療センター","183-0042","府中市武蔵台２－８－２９","139.460981","35.691884","JGD2011","042-300-5111","25"
"都","東京都立府中療育センター","183-8553","府中市武蔵台２－９－２","139.464253","35.692051","JGD2011","042-323-5115","250"
"他の法人","緑成会整育園","187-0032","小平市小川町１－７４１－３４","139.450025","35.72726","JGD2011","042-341-3013","100"
"社福法人","秋津療育園","189-0002","東村山市青葉町３－３１－１","139.495492","35.769818","JGD2011","042-391-1377","175"
"都","東京都立東大和療育センター","207-0022","東大和市桜が丘３－４４－１０","139.421344","35.732001","JGD2011","042-567-0222","92"
"社福法人","東京小児療育病院","208-0011","武蔵村山市学園４－１０－１","139.398104","35.744062","JGD2011","042-561-2521","176"
"社福法人","島田療育センター","206-0036","多摩市中沢１－３１－１","139.411496","35.621988","JGD2011","042-374-2071","233"
