"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"区市町村","港区立西麻布いきいきプラザ","106-0031","港区西麻布２－１３－３","139.722721","35.660902","JGD2011","03-3486-9166","‐"
"区市町村","港区立南麻布いきいきプラザ","106-0047","港区南麻布１－５－２６","139.735101","35.651434","JGD2011","03-5232-9671","‐"
"区市町村","港区立青南いきいきプラザ","107-0062","港区南青山４－１０－１","139.717313","35.666466","JGD2011","03-3423-4920","‐"
"区市町村","港区立豊岡いきいきプラザ","108-0073","港区三田５－７－７","139.739662","35.646502","JGD2011","03-3453-1591","‐"
"区市町村","文京福祉センター江戸川橋","112-0006","文京区小日向２－１６－１５","139.734582","35.710581","JGD2011","03-5940-2901","‐"
"区市町村","台東区立老人福祉センター","110-0015","台東区東上野２－２５－１４","139.781673","35.709474","JGD2011","03-3833-6541","‐"
"区市町村","すみだ福祉保健センター","131-0033","墨田区向島３－３６－７","139.810759","35.713374","JGD2011","03-5608-3711","‐"
"区市町村","江東区深川老人福祉センター","135-0023","江東区平野１－２－３","139.798629","35.678464","JGD2011","03-3643-1902","‐"
"区市町村","江東区城東老人福祉センター","136-0073","江東区北砂４－２０－１２","139.831953","35.677503","JGD2011","03-3640-8651","‐"
"区市町村","東品川シルバーセンター","140-0002","品川区東品川３－３２－１０","139.750748","35.614192","JGD2011","03-3472-2944","‐"
"区市町村","目黒区高齢者センター","153-0063","目黒区目黒１－２５－２６","139.708151","35.63676","JGD2011","03-5721-2291","‐"
"区市町村","世田谷区立ひだまり友遊会館","154-0023","世田谷区若林４－３７－８","139.656719","35.647869","JGD2011","03-3419-2341","‐"
"区市町村","杉並区立高齢者活動支援センター","168-0072","杉並区高井戸東３－７－５","139.616582","35.683633","JGD2011","03-3331-7841","‐"
"区市町村","区民ひろば南池袋","171-0022","豊島区南池袋３－５－１２","139.714014","35.723434","JGD2011","03-3984-5896","‐"
"区市町村","名主の滝老人いこいの家","114-0021","北区岸町１－１５－２５","139.73243","35.757836","JGD2011","03-3909-3083","‐"
"区市町村","滝野川老人いこいの家","114-0023","北区滝野川１－４６－７","139.734075","35.746932","JGD2011","03-3915-5545","‐"
"区市町村","荒川老人福祉センター","116-0002","荒川区荒川１－３４－６","139.786944","35.734258","JGD2011","03-3802-1666","‐"
"区市町村","板橋区立仲町ふれあい館","173-0022","板橋区仲町２０－５","139.696289","35.751247","JGD2011","03-3958-0163","‐"
"区市町村","板橋区立志村ふれあい館","174-0056","板橋区志村３－３２－６","139.690274","35.778916","JGD2011","03-3960-5885","‐"
"区市町村","板橋区立中台ふれあい館","174-0064","板橋区中台２－１４－１","139.680223","35.7699","JGD2011","03-3934-2940","‐"
"区市町村","板橋区立高島平ふれあい館","175-0082","板橋区高島平８－２９－１","139.664496","35.791924","JGD2011","03-3935-1775","‐"
"区市町村","板橋区立徳丸ふれあい館","175-0083","板橋区徳丸２－１２－１２","139.660316","35.77201","JGD2011","03-3934-8627","‐"
"区市町村","はつらつセンター豊玉","176-0013","練馬区豊玉中３－３－１２","139.655393","35.731918","JGD2011","03-5912-6401","‐"
"区市町村","練馬区立はつらつセンター関","177-0051","練馬区関町北１－７－２　関区民センター内","139.577664","35.724489","JGD2011","03-3928-1987","‐"
"区市町村","はつらつセンター大泉","178-0061","練馬区大泉学園町１－３４－２０","139.590778","35.763035","JGD2011","03-3867-3180","‐"
"区市町村","はつらつセンター光が丘","179-0072","練馬区光が丘２－９－６　光が丘区民センター内","139.629589","35.759486","JGD2011","03-5997-7717","‐"
"区市町村","足立区老人会舘","121-0812","足立区西保木間４－９－１","139.796656","35.803394","JGD2011","03-3859-9732","‐"
"区市町村","葛飾区シニア活動支援センター","124-0012","葛飾区立石６－３８－１１","139.854392","35.743852","JGD2011","03-5698-6201","‐"
"区市町村","江戸川区立くつろぎの家","132-0013","江戸川区江戸川２－１３","139.905901","35.685403","JGD2011","03-3670-6324","‐"
"区市町村","八王子市南大沢保健福祉センター","192-0364","八王子市南大沢２－２７　八王子市南大沢総合センター１階","139.37926","35.611941","JGD2011","042-679-2205","‐"
"区市町村","八王子市東浅川保健福祉センター","193-0834","八王子市東浅川町５５１－１","139.292025","35.645238","JGD2011","042-667-1331","‐"
