"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"区市町村","文京区福祉センター湯島","113-0033","文京区本郷３－１０－８","139.763877","35.703957","JGD2011","03-3814-9245","‐"
"区市町村","入谷老人福祉館","110-0013","台東区入谷１－１６－９","139.785564","35.720498","JGD2011","03-3873-9036","‐"
"区市町村","橋場老人福祉館","111-0023","台東区橋場１－３６－２","139.808249","35.724049","JGD2011","03-3876-2365","‐"
"区市町村","三筋老人福祉館","111-0055","台東区三筋２－１６－４","139.786906","35.706107","JGD2011","03-3866-2417","‐"
"区市町村","江東区深川老人福祉センター森下分館","135-0004","江東区森下５－１１－１","139.808898","35.68483","JGD2011","03-5624-6030","‐"
"区市町村","江東区亀戸老人福祉センター","136-0071","江東区亀戸９－３３－２－１０１","139.841995","35.699173","JGD2011","03-5609-8822","‐"
"区市町村","北品川シルバーセンター","140-0001","品川区北品川１－２９－１２","139.741771","35.620532","JGD2011","03-3471-6507","‐"
"区市町村","関ケ原シルバーセンター","140-0011","品川区東大井６－１１－１１","139.736483","35.601935","JGD2011","03-3765-7022","‐"
"区市町村","南大井シルバーセンター","140-0013","品川区南大井３－７－１３","139.7343","35.591827","JGD2011","03-3761-6540","‐"
"社福法人","西大井いきいきセンター","140-0015","品川区西大井２－５－２１","139.721865","35.599254","JGD2011","03-5718-1330","‐"
"区市町村","上大崎シルバーセンター","141-0021","品川区上大崎１－３－１２","139.722075","35.634597","JGD2011","03-3449-1750","‐"
"区市町村","ゆたかシルバーセンター","142-0042","品川区豊町３－２－１５","139.719606","35.608336","JGD2011","03-3781-5424","‐"
"区市町村","後地シルバーセンター","142-0062","品川区小山２－９－１９","139.709198","35.620629","JGD2011","03-3781-6506","‐"
"区市町村","小山シルバーセンター","142-0062","品川区小山５－１７－１８","139.701441","35.614835","JGD2011","03-3785-6420","‐"
"区市町村","旗の台シルバーセンター","142-0064","品川区旗の台４－１３－１","139.704669","35.602584","JGD2011","03-3783-7479","‐"
"区市町村","城山ふれあいの家","164-0001","中野区中野１－２０－４","139.676906","35.704021","JGD2011","03-3363-0388","‐"
"区市町村","上高田高齢者会館","164-0002","中野区上高田２－８－１１","139.672451","35.710751","JGD2011","03-3385-3307","‐"
"区市町村","上高田東高齢者会館","164-0002","中野区上高田４－１７－３","139.677856","35.712895","JGD2011","03-3228-7220","‐"
"区市町村","昭和高齢者会館","164-0003","中野区東中野３－１９－１８","139.680762","35.70834","JGD2011","03-3367-0813","‐"
"区市町村","東中野いこいの家","164-0003","中野区東中野４－９－２２－２０１","139.685783","35.707471","JGD2011","03-3364-5938","‐"
"区市町村","宮園高齢者会館","164-0011","中野区中央２－１８－２１","139.682456","35.700364","JGD2011","03-3365-0318","‐"
"区市町村","本一高齢者会館","164-0012","中野区本町１－７－６","139.682676","35.693773","JGD2011","03-3373-2958","‐"
"区市町村","南部高齢者会館","164-0014","中野区南台５－２７－２４","139.660895","35.683293","JGD2011","03-3381-4261","‐"
"区市町村","しんやまの家","164-0014","中野区南台４－２５－１","139.667472","35.680813","JGD2011","03-3229-8175","‐"
"区市町村","みずの塔ふれあいの家","165-0022","中野区江古田１－９－２４","139.673539","35.725491","JGD2011","03-3954-6755","‐"
"区市町村","沼袋高齢者会館","165-0025","中野区沼袋１－３４－１４","139.665199","35.719708","JGD2011","03-3387-7381","‐"
"区市町村","野方高齢者会館","165-0027","中野区野方２－２９－１２","139.656569","35.71455","JGD2011","03-3388-9586","‐"
"区市町村","東山高齢者会館","165-0027","中野区野方４－４１－７","139.656955","35.721905","JGD2011","03-3228-5280","‐"
"区市町村","鷺六高齢者会館","165-0032","中野区鷺宮６－２５－８","139.630096","35.725645","JGD2011","03-3926-3656","‐"
"区市町村","若宮いこいの家","165-0033","中野区若宮１－４９－１","139.648108","35.720122","JGD2011","03-3310-9819","‐"
"区市町村","鷺宮高齢者会館","165-0033","中野区若宮３－５８－１０","139.640337","35.722082","JGD2011","03-3310-1171","‐"
"区市町村","若宮高齢者会館","165-0034","中野区大和町４－５１－１１","139.642967","35.715464","JGD2011","03-3338-2222","‐"
"区市町村","白鷺高齢者会館","165-0035","中野区白鷺２－８－５","139.635862","35.718639","JGD2011","03-3223-8938","‐"
"区市町村","区民ひろば西巣鴨第一","170-0001","豊島区西巣鴨２－３５－３","139.727815","35.740399","JGD2011","03-3918-4197","‐"
"区市町村","区民ひろば清和第一","170-0002","豊島区巣鴨３－１５－２０","139.733767","35.735639","JGD2011","03-5974-5464","‐"
"区市町村","区民ひろば駒込","170-0003","豊島区駒込２－２－４","139.747491","35.73705","JGD2011","03-3917-9873","‐"
"区市町村","区民ひろば南大塚","170-0005","豊島区南大塚２－３６－１","139.729823","35.729228","JGD2011","03-5976-4399","‐"
"区市町村","区民ひろば池袋本町","170-0011","豊島区池袋本町３－９－４","139.712743","35.743612","JGD2011","03-3986-0041","‐"
"区市町村","区民ひろば上池袋","170-0012","豊島区上池袋３－１３－５","139.716665","35.739985","JGD2011","03-3576-6916","‐"
"区市町村","区民ひろば朋有","170-0013","豊島区東池袋２－３８－１０","139.721529","35.731925","JGD2011","03-3971-0781","‐"
