"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","介護保険制度の啓発・周知","429","20.7","22.2"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","困ったときに気軽に介護相談ができる体制の整備","1117","54.0","57.7"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","介護が必要にならないための介護予防対策","621","30.0","32.1"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","サービス事業者の質の向上や不正行為の防止","557","26.9","28.8"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","ケアマネジャーやホームヘルパーなどの人材の育成","736","35.6","38.0"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","特別養護老人ホームなどの施設の整備","653","31.6","33.7"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","住み慣れた地域での生活を24時間支える介護サービス","824","39.8","42.6"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","地域全体で介護を支援するしくみづくり","326","15.8","16.8"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","家族介護者の負担軽減","719","34.8","37.1"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","その他","44","2.1","2.3"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","特にない","130","6.3","6.7"
"202003","保健福祉サービスの情報について","Q56. あなたは、今後、区が特に力を入れて取り組むべきことは、次のうちどれだと思いますか。（あてはまるものすべてに○）","無回答","133","6.4",

"港区保健福祉基礎調査（高齢者）・単純集計表・保健福祉サービスの情報についてQ56","Ver202003",,,,,
