"年月日","0歳男[人]","0歳女[人]","1歳男[人]","1歳女[人]","2歳男[人]","2歳女[人]","3歳男[人]","3歳女[人]","4歳男[人]","4歳女[人]","5歳男[人]","5歳女[人]","6歳男[人]","6歳女[人]","7歳男[人]","7歳女[人]","8歳男[人]","8歳女[人]","9歳男[人]","9歳女[人]","10歳男[人]","10歳女[人]","11歳男[人]","11歳女[人]","12歳男[人]","12歳女[人]","13歳男[人]","13歳女[人]","14歳男[人]","14歳女[人]","15歳男[人]","15歳女[人]","16歳男[人]","16歳女[人]","17歳男[人]","17歳女[人]","18歳男[人]","18歳女[人]","19歳男[人]","19歳女[人]","20歳男[人]","20歳女[人]","21歳男[人]","21歳女[人]","22歳男[人]","22歳女[人]","23歳男[人]","23歳女[人]","24歳男[人]","24歳女[人]","25歳男[人]","25歳女[人]","26歳男[人]","26歳女[人]","27歳男[人]","27歳女[人]","28歳男[人]","28歳女[人]","29歳男[人]","29歳女[人]","30歳男[人]","30歳女[人]","31歳男[人]","31歳女[人]","32歳男[人]","32歳女[人]","33歳男[人]","33歳女[人]","34歳男[人]","34歳女[人]","35歳男[人]","35歳女[人]","36歳男[人]","36歳女[人]","37歳男[人]","37歳女[人]","38歳男[人]","38歳女[人]","39歳男[人]","39歳女[人]","40歳男[人]","40歳女[人]","41歳男[人]","41歳女[人]","42歳男[人]","42歳女[人]","43歳男[人]","43歳女[人]","44歳男[人]","44歳女[人]","45歳男[人]","45歳女[人]","46歳男[人]","46歳女[人]","47歳男[人]","47歳女[人]","48歳男[人]","48歳女[人]","49歳男[人]","49歳女[人]","50歳男[人]","50歳女[人]","51歳男[人]","51歳女[人]","52歳男[人]","52歳女[人]","53歳男[人]","53歳女[人]","54歳男[人]","54歳女[人]","55歳男[人]","55歳女[人]","56歳男[人]","56歳女[人]","57歳男[人]","57歳女[人]","58歳男[人]","58歳女[人]","59歳男[人]","59歳女[人]","60歳男[人]","60歳女[人]","61歳男[人]","61歳女[人]","62歳男[人]","62歳女[人]","63歳男[人]","63歳女[人]","64歳男[人]","64歳女[人]","65歳男[人]","65歳女[人]","66歳男[人]","66歳女[人]","67歳男[人]","67歳女[人]","68歳男[人]","68歳女[人]","69歳男[人]","69歳女[人]","70歳男[人]","70歳女[人]","71歳男[人]","71歳女[人]","72歳男[人]","72歳女[人]","73歳男[人]","73歳女[人]","74歳男[人]","74歳女[人]","75歳男[人]","75歳女[人]","76歳男[人]","76歳女[人]","77歳男[人]","77歳女[人]","78歳男[人]","78歳女[人]","79歳男[人]","79歳女[人]","80歳男[人]","80歳女[人]","81歳男[人]","81歳女[人]","82歳男[人]","82歳女[人]","83歳男[人]","83歳女[人]","84歳男[人]","84歳女[人]","85歳男[人]","85歳女[人]","86歳男[人]","86歳女[人]","87歳男[人]","87歳女[人]","88歳男[人]","88歳女[人]","89歳男[人]","89歳女[人]","90歳男[人]","90歳女[人]","91歳男[人]","91歳女[人]","92歳男[人]","92歳女[人]","93歳男[人]","93歳女[人]","94歳男[人]","94歳女[人]","95～99歳男[人]","95～99歳女[人]","100歳以上男[人]","100歳以上女[人]"
201001,1156,1027,1118,1012,984,885,852,869,731,765,768,732,762,697,735,635,668,680,690,616,641,612,635,626,567,590,581,554,570,533,609,646,545,562,498,499,563,571,638,637,636,644,703,752,786,902,958,1040,1107,1299,1212,1393,1365,1479,1514,1659,1540,1748,1705,1991,1821,2083,1912,2187,1965,2201,2011,2254,2007,2401,2211,2422,2177,2588,2107,2447,2065,2452,2017,2274,2002,2155,2034,2142,2027,2142,1486,1659,1939,1955,1729,1728,1569,1580,1403,1573,1301,1418,1330,1367,1194,1335,1244,1207,1067,1092,1092,1096,984,1086,1044,1083,965,1024,1038,1124,1093,1231,1201,1340,1326,1534,1372,1506,1461,1582,1010,1123,864,944,930,1111,988,1183,933,1152,939,1107,804,1112,674,936,709,875,746,956,719,985,719,1015,613,903,671,897,563,900,498,833,541,793,380,738,380,699,352,624,336,596,274,624,266,535,194,487,167,486,136,361,126,317,92,274,73,225,53,197,58,149,49,121,83,324,8,59
201002,1156,1051,1121,1011,986,895,862,877,734,767,765,737,757,712,741,626,677,690,673,617,668,613,639,631,579,588,570,578,581,531,592,635,566,557,498,500,561,578,625,636,631,639,716,742,769,883,941,1051,1098,1286,1219,1379,1372,1489,1486,1649,1545,1742,1693,1988,1815,2089,1901,2186,1981,2206,2017,2286,2004,2385,2202,2419,2213,2580,2106,2476,2060,2457,2008,2291,1991,2149,2036,2169,2018,2141,1565,1735,1894,1925,1749,1742,1585,1598,1405,1536,1323,1473,1347,1360,1173,1321,1236,1214,1068,1124,1123,1066,966,1096,1064,1116,971,997,1007,1105,1082,1208,1194,1355,1321,1493,1337,1499,1470,1580,1084,1182,843,955,906,1083,990,1194,918,1105,946,1146,830,1098,669,952,684,876,743,942,734,995,715,1040,629,878,660,901,570,910,511,828,530,791,411,750,369,720,350,623,334,584,283,621,269,522,195,491,172,503,144,366,121,328,102,280,71,222,53,188,50,152,54,116,87,339,8,60
201003,1160,1066,1115,991,999,906,873,870,755,794,760,733,768,738,729,611,683,688,662,628,690,604,639,634,581,615,574,564,569,533,604,620,560,568,506,501,551,555,629,663,625,638,721,724,761,867,943,1056,1080,1281,1214,1366,1380,1506,1478,1641,1540,1756,1664,1947,1813,2070,1896,2196,1976,2226,2019,2258,2027,2404,2188,2425,2219,2597,2072,2464,2077,2436,2015,2312,1973,2144,2061,2197,1983,2114,1622,1796,1857,1893,1754,1752,1609,1605,1410,1558,1348,1481,1341,1352,1175,1336,1247,1212,1063,1145,1113,1080,989,1103,1049,1095,974,1001,1000,1081,1074,1223,1176,1320,1282,1473,1357,1492,1477,1606,1124,1232,839,933,900,1047,997,1224,905,1087,930,1139,854,1115,669,961,690,873,727,930,730,974,710,1036,653,905,634,896,599,916,511,832,513,801,427,747,357,715,361,633,332,577,277,626,276,525,200,494,162,498,154,361,122,339,105,279,68,215,57,189,54,164,47,117,90,335,9,66
201004,1161,1056,1096,983,1029,940,857,868,773,769,776,759,756,719,734,620,685,666,676,641,688,619,640,621,573,620,576,555,554,542,617,601,564,577,497,508,580,569,628,657,667,668,730,742,803,969,943,1074,1134,1279,1252,1386,1388,1511,1478,1616,1535,1792,1674,1948,1802,2051,1877,2179,1963,2250,1979,2252,2041,2334,2164,2455,2220,2583,2076,2492,2070,2427,2012,2309,1972,2164,2106,2152,1943,2106,1685,1860,1811,1888,1748,1755,1634,1621,1429,1555,1343,1504,1342,1352,1186,1338,1234,1215,1068,1151,1115,1081,1014,1092,1046,1095,955,1004,1017,1090,1066,1200,1162,1317,1268,1438,1351,1482,1453,1603,1189,1334,814,917,891,1006,997,1225,911,1094,913,1138,850,1103,693,980,687,845,728,950,711,967,713,1017,651,923,654,881,577,914,527,853,499,800,446,744,362,728,357,632,325,569,291,633,259,525,219,499,167,495,150,375,119,344,107,278,73,221,60,201,49,155,51,126,90,335,11,71
201005,1154,1053,1090,1000,1027,946,869,870,779,771,758,748,762,738,744,621,680,660,671,662,695,596,640,633,582,620,567,562,566,534,573,611,587,577,495,495,584,617,662,656,665,670,712,754,833,972,943,1075,1149,1277,1239,1371,1394,1532,1473,1614,1526,1782,1670,1944,1794,2059,1870,2145,1975,2274,1961,2246,2014,2325,2146,2470,2225,2540,2097,2532,2064,2415,2001,2327,1979,2207,2102,2120,1965,2143,1732,1887,1795,1846,1716,1762,1658,1620,1454,1573,1330,1525,1354,1357,1189,1339,1230,1223,1098,1161,1111,1076,1007,1115,1034,1108,960,995,1019,1072,1055,1189,1150,1309,1245,1415,1360,1486,1456,1603,1220,1403,793,885,893,997,1007,1223,903,1096,925,1148,854,1111,692,972,681,863,741,938,699,964,713,1011,665,949,646,876,584,907,531,853,495,799,447,755,366,720,353,636,330,585,286,622,255,534,229,511,161,484,153,387,118,337,109,276,73,218,58,203,49,160,50,125,88,334,12,72
201006,1128,1041,1114,1023,1048,940,886,890,774,771,742,755,762,730,741,642,688,660,676,669,697,587,627,629,589,627,582,576,566,517,586,599,573,591,503,498,579,592,654,674,676,675,711,737,806,958,945,1084,1136,1249,1215,1378,1394,1533,1494,1598,1518,1765,1650,1931,1817,2096,1865,2114,1972,2311,1993,2258,2028,2318,2134,2459,2193,2502,2123,2550,2083,2426,1998,2351,1975,2241,2123,2126,1966,2112,1793,1946,1766,1799,1720,1825,1680,1623,1488,1570,1342,1550,1314,1364,1241,1343,1206,1227,1135,1173,1110,1086,1003,1105,1037,1097,964,1005,1014,1063,1047,1189,1152,1308,1238,1387,1363,1500,1418,1580,1286,1465,796,870,877,983,1016,1230,888,1100,924,1160,870,1111,708,997,670,852,742,930,699,956,715,1015,661,966,648,857,592,918,527,863,500,800,452,758,362,717,355,645,324,579,295,626,249,541,230,499,161,485,158,396,118,326,107,278,73,230,55,198,52,164,50,128,87,330,12,68
201007,1135,1080,1119,1022,1062,946,921,895,775,782,742,758,778,739,730,652,693,664,683,650,693,600,620,639,595,626,572,580,575,517,592,587,567,600,506,515,580,574,645,678,675,662,709,746,793,946,957,1082,1108,1262,1236,1386,1378,1515,1495,1613,1558,1768,1629,1928,1828,2093,1833,2165,1979,2262,1995,2260,2050,2354,2130,2439,2183,2521,2163,2552,2102,2429,2000,2405,1985,2230,2151,2155,1986,2111,1827,2010,1752,1778,1742,1847,1691,1638,1491,1568,1353,1562,1312,1379,1242,1353,1229,1247,1144,1173,1104,1089,1014,1110,1036,1102,983,1012,1002,1056,1053,1204,1148,1275,1247,1386,1345,1511,1407,1556,1336,1505,786,897,882,982,1018,1195,870,1124,936,1162,887,1109,716,993,675,871,715,912,695,958,712,1023,674,965,635,866,597,893,537,877,495,816,461,753,361,724,353,656,325,580,297,615,251,559,236,502,159,467,153,402,118,330,114,274,71,227,58,197,46,160,47,132,89,323,12,67
201008,1126,1089,1119,1004,1063,964,913,882,791,801,751,741,768,750,736,646,702,673,688,660,672,595,647,635,593,633,578,580,573,520,581,594,584,605,517,512,562,575,655,666,660,670,715,752,781,898,949,1104,1080,1248,1234,1396,1342,1515,1489,1633,1608,1751,1579,1897,1827,2110,1823,2138,1971,2268,1987,2209,2100,2390,2093,2396,2163,2522,2203,2554,2101,2459,2016,2415,1998,2240,2101,2145,2020,2110,1860,2040,1718,1767,1767,1866,1704,1668,1508,1588,1355,1555,1312,1401,1252,1348,1221,1243,1172,1211,1093,1100,1018,1083,1046,1092,991,1038,998,1049,1048,1175,1130,1263,1243,1387,1334,1530,1397,1517,1367,1545,814,917,886,987,997,1181,872,1135,935,1158,910,1114,721,1010,653,862,706,921,710,949,721,1023,680,971,627,870,606,882,545,892,488,807,460,762,367,716,350,664,330,592,297,596,246,587,245,486,163,467,146,401,122,333,116,272,69,230,63,198,43,162,42,128,87,329,12,63
201009,1138,1132,1129,985,1056,973,935,869,785,816,754,741,777,747,722,653,710,654,692,669,682,594,645,645,606,636,579,576,575,527,584,573,587,622,514,509,550,563,658,668,655,663,686,740,792,904,942,1088,1082,1233,1229,1435,1350,1506,1479,1626,1636,1778,1578,1889,1833,2137,1820,2138,1955,2250,2007,2234,2107,2360,2068,2397,2162,2524,2214,2572,2109,2435,2038,2439,2014,2249,2077,2136,2017,2122,1906,2084,1688,1740,1779,1881,1722,1672,1543,1600,1367,1572,1313,1400,1262,1359,1226,1264,1168,1216,1098,1107,1044,1069,1025,1102,1001,1035,1015,1051,1043,1168,1119,1264,1228,1380,1338,1510,1394,1498,1367,1551,836,960,893,987,984,1178,888,1139,921,1173,918,1106,740,1027,647,864,704,924,708,934,722,1029,665,966,629,848,617,902,537,882,503,808,463,765,369,713,343,674,338,591,301,597,249,591,241,480,165,464,146,410,122,334,110,287,77,223,61,201,43,158,43,132,85,325,10,63
201010,1128,1133,1143,993,1061,990,945,861,811,829,741,747,772,745,747,664,704,650,696,662,686,603,632,646,620,631,577,595,564,532,594,551,587,640,502,515,556,546,659,668,642,663,682,722,790,905,929,1074,1077,1217,1220,1447,1341,1514,1475,1616,1626,1757,1577,1868,1821,2112,1831,2171,1946,2232,2012,2217,2107,2349,2019,2440,2210,2518,2211,2578,2090,2475,2089,2429,2023,2262,2071,2152,2008,2127,1951,2127,1642,1716,1828,1924,1740,1690,1550,1596,1399,1589,1302,1407,1281,1341,1229,1289,1163,1222,1101,1120,1064,1065,1028,1106,1012,1047,993,1035,1052,1151,1097,1248,1204,1377,1348,1515,1381,1499,1402,1567,876,994,871,974,959,1176,912,1141,914,1183,929,1069,746,1070,626,882,720,910,703,922,735,1013,667,990,623,859,623,901,541,868,496,814,471,761,370,735,339,671,354,595,298,588,249,592,239,479,173,471,148,413,122,332,115,301,74,213,63,203,38,154,49,134,86,323,10,65
