"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","医療的ケアの状況について","Q16-3. 【問16-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","家族（配偶者、母親、父親その他の家族・親戚）","93","32.1","33.9"
"202003","医療的ケアの状況について","Q16-3. 【問16-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","医師","195","67.2","71.2"
"202003","医療的ケアの状況について","Q16-3. 【問16-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","看護師","57","19.7","20.8"
"202003","医療的ケアの状況について","Q16-3. 【問16-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","ヘルパー","11","3.8","4.0"
"202003","医療的ケアの状況について","Q16-3. 【問16-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","相談支援事業者","8","2.8","2.9"
"202003","医療的ケアの状況について","Q16-3. 【問16-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","その他","11","3.8","4.0"
"202003","医療的ケアの状況について","Q16-3. 【問16-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","特に相談していない","35","12.1","12.8"
"202003","医療的ケアの状況について","Q16-3. 【問16-１で「１．必要がある」と回答された方のみ】医療的ケアについて、誰かに相談をしていますか。（あてはまるものすべてに○）","無回答","16","5.5",

"港区保健福祉基礎調査（身体障害者）・単純集計表・医療的ケアの状況についてQ16-3","Ver202003",,,,,
