"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","外出の機会や日中の活動について","Q7-2. 【問７-１で「３．かつて利用していたが、利用するのをやめた」「４．そのような場所があることは知っているが、利用したことはない」と回答された方のみ】利用するのをやめた、または利用したことがない理由は何ですか。（あてはまるものすべてに○）","通うのが大変","7","10.3","12.1"
"202003","外出の機会や日中の活動について","Q7-2. 【問７-１で「３．かつて利用していたが、利用するのをやめた」「４．そのような場所があることは知っているが、利用したことはない」と回答された方のみ】利用するのをやめた、または利用したことがない理由は何ですか。（あてはまるものすべてに○）","建物や机等の設備が障害者に合っていない","1","1.5","1.7"
"202003","外出の機会や日中の活動について","Q7-2. 【問７-１で「３．かつて利用していたが、利用するのをやめた」「４．そのような場所があることは知っているが、利用したことはない」と回答された方のみ】利用するのをやめた、または利用したことがない理由は何ですか。（あてはまるものすべてに○）","自分に合った場所がない","14","20.6","24.1"
"202003","外出の機会や日中の活動について","Q7-2. 【問７-１で「３．かつて利用していたが、利用するのをやめた」「４．そのような場所があることは知っているが、利用したことはない」と回答された方のみ】利用するのをやめた、または利用したことがない理由は何ですか。（あてはまるものすべてに○）","利用者とのコミュニケーションがうまく取れない","5","7.4","8.6"
"202003","外出の機会や日中の活動について","Q7-2. 【問７-１で「３．かつて利用していたが、利用するのをやめた」「４．そのような場所があることは知っているが、利用したことはない」と回答された方のみ】利用するのをやめた、または利用したことがない理由は何ですか。（あてはまるものすべてに○）","職員とのコミュニケーションがうまく取れない","3","4.4","5.2"
"202003","外出の機会や日中の活動について","Q7-2. 【問７-１で「３．かつて利用していたが、利用するのをやめた」「４．そのような場所があることは知っているが、利用したことはない」と回答された方のみ】利用するのをやめた、または利用したことがない理由は何ですか。（あてはまるものすべてに○）","利用方法がわからない","5","7.4","8.6"
"202003","外出の機会や日中の活動について","Q7-2. 【問７-１で「３．かつて利用していたが、利用するのをやめた」「４．そのような場所があることは知っているが、利用したことはない」と回答された方のみ】利用するのをやめた、または利用したことがない理由は何ですか。（あてはまるものすべてに○）","その他","17","25.0","29.3"
"202003","外出の機会や日中の活動について","Q7-2. 【問７-１で「３．かつて利用していたが、利用するのをやめた」「４．そのような場所があることは知っているが、利用したことはない」と回答された方のみ】利用するのをやめた、または利用したことがない理由は何ですか。（あてはまるものすべてに○）","特にそのような場所に行く必要がない","20","29.4","34.5"
"202003","外出の機会や日中の活動について","Q7-2. 【問７-１で「３．かつて利用していたが、利用するのをやめた」「４．そのような場所があることは知っているが、利用したことはない」と回答された方のみ】利用するのをやめた、または利用したことがない理由は何ですか。（あてはまるものすべてに○）","無回答","10","14.7",

"港区保健福祉基礎調査（知的障害者）・単純集計表・外出の機会や日中の活動についてQ7-2","Ver202003",,,,,
