"年月[西暦]","施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"202110","関東ＩＴソフトウェア健康保険組合職域接種会場・山王","東京都港区赤坂二丁目5番6号",,"03-5925-5300","2021/8/30","内科","35.672787","139.73973"
"202110","ｅ：Ｔｏｐ　ｃｌｉｎｉｃ","東京都港区赤坂三丁目9番5号","マーブル赤坂3階","03-5544-8528","2021/10/18","美容外科、美容皮膚科、形成外科、産婦人科","35.676921","139.736423"
"202110","Ｓｋｉｎ　Ｓｏｌｕｔｉｏｎ　Ｃｌｉｎｉｃ　ＡＯＹＡＭＡ－ＤＯＲＩ","東京都港区赤坂八丁目3番12号","AMSビル1階、2階","03-6455-5561","2021/10/27","皮膚科、美容皮膚科","35.672054","139.727737"
"202110","筋肉・美容クリニック","東京都港区麻布十番二丁目3番12号","5階","03-3454-1975","2021/10/1","内科、男性内科、女性内科、消化器内科（胃腸内科）、糖尿病内科（代謝内科）、美容内科、美容皮膚科、美容外科、整形外科","35.655708","139.735086"
"202110","インディバークリニック","東京都港区海岸三丁目26番1号","バーク芝浦ビル5階","03-6436-7991","2021/10/12","内科、歯科、神経内科","35.645293","139.758639"
"202110","メンズプライドクリニックＭＩＴＡ","東京都港区芝五丁目32番3号","林ビル7階","03-6381-7258","2021/10/21","内科","35.647283","139.74757"
"202110","東京ＣＡクリニック","東京都港区白金台四丁目9番19号","HAPPO-EN URBAN SQUARE 4階","03-6407-9147","2021/10/7","内科、外科、腫瘍内科","35.637984","139.723633"
"202110","新橋日比谷通りクリニック","東京都港区新橋二丁目12番16号","明和ビル3階","03-3595-4976","2021/10/1","内科、泌尿器科","35.667443","139.754686"
"202110","東京エムケイ株式会社　診療所","東京都港区東新橋一丁目3番9号","第4小田ビル3階","03-5547-5547","2021/6/19",,"35.664190","139.758919"
"202110","医療法人社団幹葉会　青山美容クリニック","東京都港区南青山二丁目27番27号","丸八青山ビル3階","03-6271-5555","2021/10/1","美容皮膚科","35.669569","139.716811"
"202110","ＡｉＺ　ＣＬＩＮＩＣ","東京都港区南青山三丁目18番1号","マミーワールドビル3階","03-6812-9227","2021/10/1","美容外科、美容皮膚科、皮膚科、形成外科","35.665350","139.713177"
"202110","表参道福澤クリニック","東京都港区南青山三丁目18番20号","ワークス南青山4階","03-5775-4480","2021/5/3","内科","35.665298","139.713028"
"202110","さやかウイメンズヘルスクリニック広尾","東京都港区南麻布五丁目15番16号","長津ビル3階","03-3473-2200","2021/10/1","婦人科、内科","35.650912","139.722484"
"202110","ＰＴクリニック六本木院","東京都港区六本木四丁目8番7号","六本木三河台ビル3階、4階","03-3470-1230","2021/10/18","皮膚科、美容皮膚科","35.663932","139.732978"
"202110","表参道メディカルクリニック　六本木本院","東京都港区六本木七丁目14番10号","誠志堂ビル4階、5階","03-6625-5530","2021/10/26","美容皮膚科","35.663342","139.731853"
"202111","ＤＮ画像診断クリニック東京","東京都港区芝大門二丁目5番5号","住友芝大門ビル6階","080-9071-5657","2021/11/1","内科、放射線科","35.655332","139.754088"
"202111","ｂｉｏｔｏｐｅ　ｃｌｉｎｉｃ　白金","東京都港区白金台四丁目9番10号","白金台グリーン・リーブス2階","03-5422-9901","2021/11/18","形成外科、美容外科、皮膚科、美容皮膚科","35.637364","139.724076"
"202111","（職域）コシダテックグループ職域接種会場","東京都港区高輪二丁目15番21号","コシダビル7階","03-5789-1630","2021/8/29",,"35.636122","139.738624"
"202111","ＡＩＭ　ｂｅａｕｔｙ　ｍｅｄｉｃａｌ　ｃｌｉｎｉｃ","東京都港区高輪二丁目19番20号","財界二世学院ビル8階","03-6450-2458","2021/9/1","美容皮膚科、皮膚科、婦人科","35.640009","139.741113"
"202111","スピカクリニック","東京都港区西麻布一丁目11番6号","ホテル&レジデンス六本木1008号室","03-6555-2814","2021/11/24","美容皮膚科","35.660346","139.724609"
"202111","株式会社東急エージェンシー健康支援室","東京都港区西新橋一丁目1番1号","日比谷フォートタワー17階","03-6811-2412","2021/11/25","心療内科、精神科、内科","35.669827","139.753372"
"202111","ＬＣＲクリニック","東京都港区三田四丁目19番21号","パレドール高輪218","070-8407-7056","2021/11/23","内科、外科、整形外科","35.640362","139.739756"
"202111","元麻布ヒルズメディカルクリニック","東京都港区元麻布一丁目3番3号","元麻布ヒルズフォレストテラスウエスト地下1階","03-3798-2525","2021/11/1","内科、形成外科","35.653775","139.731474"
"202112","沖電気工業株式会社　芝浦診療所","東京都港区芝浦四丁目10番16号","OKIビジネスセンター2階","03-5635-8313","2021/12/22","内科、外科","35.640616","139.747241"
"202112","ＴＯＫＹＯウェルネスクリニック神谷町","東京都港区虎ノ門四丁目1番1号","神谷町トラストタワー2階","03-6432-0527","2021/12/1","内科","35.665016","139.745407"
"202112","ＡＺＡＣＬＩ麻布クリニック","東京都港区西麻布一丁目9番17号",,"03-6804-2882","2021/12/16","美容外科、皮膚科","35.661294","139.725478"
"202112","あおきクリニック","東京都港区浜松町一丁目9番12号","中野ビル5階","03-6432-4340","2021/12/1","内科、精神科、救急科","35.659436","139.755854"
"202112","ブレインクリニック浜松町","東京都港区浜松町二丁目7番17号","イーグル浜松町5階","03-6721-5967","2021/12/17","精神科、神経内科、内科","35.654122","139.754567"
"202112","ｖｅａｒｙ　ｃｌｉｎｉｃ","東京都港区六本木四丁目2番35号","アーバンスタイル六本木三河台2階","03-6820-2457","2021/12/16","美容外科、美容皮膚科、皮膚科","35.664721","139.733555"
"202112","ヘアケアクリニック六本木院","東京都港区六本木七丁目13番12号","アーバンビル503号室","03-6886-8665","2021/12/1","美容皮膚科","35.664279","139.730835"
"202201","麻布十番えむスキンクリニック","東京都港区麻布十番四丁目1番9号","麻布十番エムビル7F","03-6453-6558","2022/1/1","美容皮膚科、皮膚科、形成外科","35.655130","139.737401"
"202201","東京美容外科品川院","東京都港区港南二丁目2番16号","谷田企画第一ビル6階","03-5479-5700","2022/1/8","美容外科、形成外科、美容皮膚科","35.6292224","139.7398423"
"202201","愛宕クリニック","東京都港区新橋二丁目16番1号","ニュー新橋ビル302号","03-5319-8822","2022/1/31","形成外科、性感染症内科","35.666423","139.757358"
"202201","リーンクリニック","東京都港区西新橋二丁目9番7号","クインズビル4D","050-3717-2818","2022/1/17","美容内科","35.666668","139.753159"
"202201","レカルカクリニック表参道","東京都港区南青山五丁目6番24号","Barbizon23 2階","03-6427-4190","2021/12/22","美容皮膚科","35.663553","139.712078"
"202201","表参道ヘレネ内科クリニック","東京都港区南青山五丁目12番2号","倉澤ビル8階","03-3400-2277","2022/1/1","内科","35.661699","139.713018"
"202202","表参道ウィズ・クリニック","東京都港区北青山三丁目12番9号","青山花茂ビル8階","03-5962-7018","2022/2/1","美容皮膚科、アレルギー科、内科、整形外科","35.663232","139.710225"
"202202","ＮＴＴコムウェア株式会社　品川健康管理センタ","東京都港区港南一丁目9番1号","NTT品川TWINSアネックスビル1階","03-5463-6180","2022/2/1","内科","35.631420","139.742855"
"202202","みなと風クリニック","東京都港区芝三丁目6番5号","昇岐商事邸2階","03-5730-1207","2022/2/22","内科、皮膚科、リハビリテーション科","35.652135","139.749007"
"202202","ひより内科クリニック　浜松町駅前院","東京都港区芝大門一丁目16番6号","新雅ビル4階","03-6459-0441","2022/2/21","内科","35.657124","139.754465"
"202202","東京予防クリニック","東京都港区新橋一丁目17番2号","ダイワロイネットホテル新橋地下1階","03-3507-6066","2022/2/1","内科、脳神経内科","35.668479","139.757140"
"202202","たけ内科新橋駅前院","東京都港区新橋二丁目15番8号","新橋W・Bビル7階","03-6770-0786","2022/2/25","内科、感染症内科","35.666338","139.756695"
"202202","ＡＩＭ　ｂｅａｕｔｙ　ｍｅｄｉｃａｌ　ｃｌｉｎｉｃ","東京都港区高輪二丁目19番20号","財界二世学院ビル8階","03-6450-2458","2022/2/1","美容皮膚科、皮膚科、婦人科","35.640009","139.741113"
"202202","品川プリンスホテル　医務室","東京都港区高輪四丁目10番30号","メインタワー6階641","03-3440-1111","2022/2/16","内科","35.627534","139.736622"
"202202","麻布ホームクリニック","東京都港区西麻布四丁目1番4号","西麻布MKビル3階","03-6419-9170","2022/2/5","内科、外科、整形外科、神経内科、精神科、皮膚科、美容外科","35.659106","139.723352"
"202202","プレママクリニック表参道","東京都港区南青山三丁目18番17号","エイジービル5階","03-5413-5116","2022/2/15","婦人科、産婦人科","35.665084","139.712866"
"202203","医療法人社団赤坂坦誠会　赤坂整形外科クリニック","東京都港区赤坂二丁目6番24号","赤坂水野ビル4階","03-5545-4800","2022/3/1","整形外科、リハビリテーション科、内科","35.673098","139.738563"
"202203","Ａｒｔ　Ｌｏｕｎｇｅ　Ｃｌｉｎｉｃ","東京都港区麻布台一丁目5番9号","55-1麻布台2階","03-5544-8648","2022/3/28","美容皮膚科","35.661225","139.738303"
"202203","美容皮膚科　さくらクリニック表参道院","東京都港区北青山三丁目13番12号","オムニクォータービル2階","03-6803-8117","2022/3/1","内科、皮膚科、美容皮膚科","35.663955","139.709301"
"202203","田町三田こころみクリニック・心療内科・精神科","東京都港区芝浦三丁目13番1号","矢島ビル501号","03-6435-1553","2022/3/7","心療内科、精神科","35.643246","139.749097"
"202203","新橋ＤＡＹクリニック","東京都港区新橋一丁目15番7号","新橋NFビル6F","050-5527-1126","2022/3/1","内科、外科、麻酔科","35.668089","139.757282"
"202203","新橋駅前眼科皮膚科","東京都港区新橋二丁目19番10号","新橋マリンビル3階","03-6228-5245","2022/3/3","眼科、皮膚科","35.666847","139.759418"
"202203","医療法人社団　康寿会　堀産婦人科","東京都港区高輪三丁目7番8号","西町ビル1階2階","03-3449-3541","2022/3/1","産科、婦人科、産婦人科","35.632756","139.732319"
"202203","ＩＱＶＩＡサービシーズジャパングループ職域接種会場","東京都港区高輪四丁目10番18号","京急第1ビル8階","03-6859-9500","2021/9/7",,"35.628707","139.736861"
"202203","患者目線のクリニック　虎ノ門　内科・皮膚科","東京都港区虎ノ門一丁目16番17号","虎ノ門黒沢ビル5階","03-6268-8797","2022/3/1","内科、アレルギー科、皮膚科","35.668512","139.748569"
"202203","神谷町脳神経外科クリニック","東京都港区虎ノ門四丁目1番1号","神谷町トラストタワー2階","03-6809-2802","2022/3/7","脳神経外科、内科","35.665016","139.745407"
"202203","Ｃｕｒｅ　ｃｅｌｌ　ｃｌｉｎｉｃ","東京都港区浜松町一丁目27番9号","トラスト浜松町ビル4階","03-6403-1863","2022/3/2","美容外科、美容皮膚科","35.656905","139.755245"
